ID	Chr	Pos	Prediction	Prob_methylation
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508156	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508150	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508137	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508133	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508129	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508120	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508114	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508111	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508102	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508081	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508065	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508051	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508049	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508047	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508041	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508029	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3508011	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507990	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507984	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507981	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507979	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507975	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507966	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507957	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507937	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507933	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507926	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507919	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507907	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507902	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507900	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507896	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507881	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507879	0	0.4
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507868	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507856	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507854	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507851	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507831	1	0.6
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507790	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507782	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507759	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507740	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507686	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507670	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507642	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507639	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507605	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507594	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507575	0	0.4
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507554	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507551	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507549	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507539	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507534	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507530	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507528	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507519	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507509	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507507	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507456	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507449	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507440	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507428	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507411	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507398	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507389	0	0.3
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507386	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507380	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507378	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507372	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507340	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507312	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507304	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507295	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507283	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507274	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507269	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507265	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507262	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507246	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507239	0	0.3
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507235	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507226	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507200	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507197	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507195	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507190	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507180	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507148	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507120	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507108	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507084	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507075	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507072	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507064	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507046	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507033	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3507021	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506976	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506974	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506968	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506932	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506929	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506902	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506893	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506856	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506853	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506850	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506831	0	0.3
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506820	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506816	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506784	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506748	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506746	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506736	1	0.6
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506729	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506723	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506697	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506689	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506675	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506671	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506666	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506640	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506634	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506616	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506613	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506575	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506547	1	0.8
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506541	1	0.6
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506536	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506533	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506524	1	0.6
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506518	1	0.6
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506503	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506483	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506481	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506464	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506448	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506446	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506437	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506419	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506398	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506383	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506380	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506374	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506362	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506352	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506338	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506335	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506318	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506314	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506310	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506294	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506287	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506284	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506279	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506272	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506269	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506258	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506253	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506227	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506217	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506212	0	0.3
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506205	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506188	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506178	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506166	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506164	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506142	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506129	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506125	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506110	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506104	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506100	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506082	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506043	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506038	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3506012	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505991	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505979	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505961	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505941	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505930	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505924	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505909	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505892	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505874	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505872	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505870	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505860	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505828	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505817	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505814	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505801	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505799	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505789	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505787	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505782	0	0.3
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505780	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505777	1	0.9
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505769	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505754	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505746	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505729	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505727	0	0.1
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505715	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505712	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505707	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505679	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505649	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505633	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505630	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505627	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505616	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505610	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505607	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505592	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505590	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505580	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505567	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505544	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505539	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505537	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505535	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505520	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505513	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505499	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505482	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505477	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505465	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505462	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505460	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505451	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505399	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505396	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505377	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505371	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505369	0	0.5
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505364	0	0.2
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505354	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505351	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505333	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505325	0	0.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505311	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505295	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505282	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505280	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505257	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505237	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505229	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505223	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505210	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505208	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505193	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505187	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505171	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505157	1	1.0
c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	NC_000913.3	3505150	1	1.0
