Chr	Pos	Methyl_freq	Cov
NC_000913.3	3501674	0.9285	16
NC_000913.3	3501677	0.9285	16
NC_000913.3	3501702	0.9285	16
NC_000913.3	3501741	0.875	17
NC_000913.3	3501763	0.882	17
NC_000913.3	3501768	0.8195	17
NC_000913.3	3501770	0.882	17
NC_000913.3	3501773	0.8195	17
NC_000913.3	3501777	0.8265	17
NC_000913.3	3501779	0.764	17
NC_000913.3	3501786	0.771	17
NC_000913.3	3501801	0.8335	18
NC_000913.3	3501818	0.9445	18
NC_000913.3	3501824	0.9445	18
NC_000913.3	3501828	0.889	18
NC_000913.3	3501841	0.889	18
NC_000913.3	3501862	0.8335	18
NC_000913.3	3501893	0.889	18
NC_000913.3	3501906	0.889	18
NC_000913.3	3501914	0.7225	18
NC_000913.3	3501920	0.7225	18
NC_000913.3	3501925	0.9445	18
NC_000913.3	3501929	1	18
NC_000913.3	3501956	0.889	18
NC_000913.3	3501977	0.889	18
NC_000913.3	3501981	0.9445	18
NC_000913.3	3501987	0.889	18
NC_000913.3	3501999	0.722	18
NC_000913.3	3502009	0.778	18
NC_000913.3	3502019	0.6665	18
NC_000913.3	3502032	0.9445	18
NC_000913.3	3502037	0.9445	18
NC_000913.3	3502041	0.9445	18
NC_000913.3	3502046	0.8335	18
NC_000913.3	3502062	0.889	18
NC_000913.3	3502078	0.889	18
NC_000913.3	3502089	0.889	18
NC_000913.3	3502093	0.889	18
NC_000913.3	3502095	0.889	18
NC_000913.3	3502117	0.889	18
NC_000913.3	3502128	0.889	18
NC_000913.3	3502134	0.9445	18
NC_000913.3	3502140	1	18
NC_000913.3	3502146	1	20
NC_000913.3	3502149	0.85	20
NC_000913.3	3502157	0.6	20
NC_000913.3	3502172	0.25	20
NC_000913.3	3502184	0.825	22
NC_000913.3	3502197	0.7665	22
NC_000913.3	3502250	0.725	22
NC_000913.3	3502258	0.9085	22
NC_000913.3	3502261	0.9085	22
NC_000913.3	3502269	0.825	22
NC_000913.3	3502300	0.4415	22
NC_000913.3	3502305	0.6075	23
NC_000913.3	3502311	0.796	23
NC_000913.3	3502316	0.823	23
NC_000913.3	3502324	0.473	23
NC_000913.3	3502338	0.5925	23
NC_000913.3	3502363	0.6925	23
NC_000913.3	3502373	0.7575	23
NC_000913.3	3502390	0.8	23
NC_000913.3	3502397	0.8615	23
NC_000913.3	3502408	0.8615	23
NC_000913.3	3502420	0.95	23
NC_000913.3	3502423	0.95	23
NC_000913.3	3502429	0.95	23
NC_000913.3	3502441	0.9	23
NC_000913.3	3502445	0.95	23
NC_000913.3	3502449	0.9115	23
NC_000913.3	3502453	0.873	23
NC_000913.3	3502455	0.9115	23
NC_000913.3	3502459	0.9115	23
NC_000913.3	3502461	0.95	23
NC_000913.3	3502464	0.85	23
NC_000913.3	3502476	0.9615	23
NC_000913.3	3502480	0.9115	23
NC_000913.3	3502500	0.7615	23
NC_000913.3	3502506	0.8615	23
NC_000913.3	3502512	0.9	23
NC_000913.3	3502524	0.95	24
NC_000913.3	3502531	0.9	24
NC_000913.3	3502539	0.8	24
NC_000913.3	3502552	0.7215	24
NC_000913.3	3502560	0.7355	24
NC_000913.3	3502579	0.9145	24
NC_000913.3	3502592	0.8785	24
NC_000913.3	3502595	0.8785	24
NC_000913.3	3502597	0.8785	24
NC_000913.3	3502606	0.7715	24
NC_000913.3	3502623	0.9145	24
NC_000913.3	3502648	0.9145	24
NC_000913.3	3502650	0.9145	24
NC_000913.3	3502659	0.8145	24
NC_000913.3	3502669	0.6855	24
NC_000913.3	3502671	0.7355	24
NC_000913.3	3502678	0.65	24
NC_000913.3	3502680	0.6715	24
NC_000913.3	3502692	0.7645	24
NC_000913.3	3502715	0.7285	24
NC_000913.3	3502735	0.8285	24
NC_000913.3	3502750	0.7285	24
NC_000913.3	3502752	0.743	24
NC_000913.3	3502762	0.9	24
NC_000913.3	3502780	0.7645	24
NC_000913.3	3502785	0.7645	24
NC_000913.3	3502791	0.9	24
NC_000913.3	3502794	0.9	24
NC_000913.3	3502803	0.9145	24
NC_000913.3	3502807	0.95	24
NC_000913.3	3502810	0.95	24
NC_000913.3	3502839	0.8285	24
NC_000913.3	3502845	0.8645	24
NC_000913.3	3502857	0.9	24
NC_000913.3	3502860	0.8785	24
NC_000913.3	3502862	0.95	24
NC_000913.3	3502879	0.8645	24
NC_000913.3	3502888	0.8145	24
NC_000913.3	3502890	0.7785	24
NC_000913.3	3502893	0.8645	24
NC_000913.3	3502905	0.9	24
NC_000913.3	3502911	0.793	24
NC_000913.3	3502927	0.843	24
NC_000913.3	3502939	0.95	24
NC_000913.3	3502949	0.6715	24
NC_000913.3	3502966	0.95	24
NC_000913.3	3502972	0.95	24
NC_000913.3	3502975	0.9145	24
NC_000913.3	3502984	0.95	24
NC_000913.3	3502989	0.95	24
NC_000913.3	3503019	0.9145	24
NC_000913.3	3503024	0.9145	24
NC_000913.3	3503036	0.95	24
NC_000913.3	3503038	0.9145	24
NC_000913.3	3503051	0.85	24
NC_000913.3	3503073	0.8285	24
NC_000913.3	3503088	0.8285	24
NC_000913.3	3503101	0.9	24
NC_000913.3	3503120	0.95	24
NC_000913.3	3503127	0.95	24
NC_000913.3	3503135	0.9	24
NC_000913.3	3503141	0.95	24
NC_000913.3	3503143	0.9145	24
NC_000913.3	3503145	0.843	24
NC_000913.3	3503154	0.743	24
NC_000913.3	3503180	0.95	24
NC_000913.3	3503187	0.95	24
NC_000913.3	3503190	0.95	24
NC_000913.3	3503199	0.8785	24
NC_000913.3	3503202	0.9145	24
NC_000913.3	3503213	0.6785	24
NC_000913.3	3503228	0.75	24
NC_000913.3	3503238	1	24
NC_000913.3	3503246	0.9285	24
NC_000913.3	3503258	0.857	24
NC_000913.3	3503272	0.9285	24
NC_000913.3	3503277	0.9145	24
NC_000913.3	3503288	0.743	24
NC_000913.3	3503313	0.95	24
NC_000913.3	3503322	0.807	24
NC_000913.3	3503346	1	24
NC_000913.3	3503350	0.95	24
NC_000913.3	3503358	0.95	24
NC_000913.3	3503361	0.95	24
NC_000913.3	3503381	0.7715	24
NC_000913.3	3503388	0.807	24
NC_000913.3	3503391	0.7715	24
NC_000913.3	3503397	0.8165	25
NC_000913.3	3503421	0.7835	25
NC_000913.3	3503431	0.85	25
NC_000913.3	3503433	0.8165	25
NC_000913.3	3503442	0.65	25
NC_000913.3	3503451	0.9165	25
NC_000913.3	3503457	0.8335	25
NC_000913.3	3503466	0.9	25
NC_000913.3	3503493	0.7165	25
NC_000913.3	3503504	0.8335	25
NC_000913.3	3503523	0.7425	26
NC_000913.3	3503525	0.7425	26
NC_000913.3	3503543	0.921	26
NC_000913.3	3503550	0.888	26
NC_000913.3	3503568	0.661	26
NC_000913.3	3503573	0.797	26
NC_000913.3	3503586	0.9335	26
NC_000913.3	3503592	0.888	26
NC_000913.3	3503601	0.788	26
NC_000913.3	3503618	0.788	26
NC_000913.3	3503639	0.83	26
NC_000913.3	3503646	0.797	26
NC_000913.3	3503664	0.73	26
NC_000913.3	3503669	0.6845	26
NC_000913.3	3503679	0.921	26
NC_000913.3	3503684	0.9665	26
NC_000913.3	3503689	0.921	26
NC_000913.3	3503705	0.9545	26
NC_000913.3	3503716	0.821	26
NC_000913.3	3503721	0.8425	26
NC_000913.3	3503741	0.7635	26
NC_000913.3	3503754	0.6155	26
NC_000913.3	3503775	0.8425	26
NC_000913.3	3503777	0.821	26
NC_000913.3	3503788	0.821	26
NC_000913.3	3503804	0.888	26
NC_000913.3	3503810	0.9665	26
NC_000913.3	3503817	0.921	26
NC_000913.3	3503832	0.739	26
NC_000913.3	3503840	0.821	26
NC_000913.3	3503850	0.639	26
NC_000913.3	3503862	0.8	26
NC_000913.3	3503873	0.7425	26
NC_000913.3	3503888	0.909	26
NC_000913.3	3503894	0.9545	26
NC_000913.3	3503900	0.8425	26
NC_000913.3	3503909	0.5575	26
NC_000913.3	3503912	0.6485	26
NC_000913.3	3503916	0.7515	26
NC_000913.3	3503918	0.7425	26
NC_000913.3	3503921	0.721	26
NC_000913.3	3503940	0.53	26
NC_000913.3	3503959	0.921	26
NC_000913.3	3503965	0.8545	26
NC_000913.3	3503979	0.921	26
NC_000913.3	3503985	0.921	26
NC_000913.3	3504000	0.83	26
NC_000913.3	3504007	0.797	26
NC_000913.3	3504020	0.588	26
NC_000913.3	3504047	0.9235	27
NC_000913.3	3504062	0.787	27
NC_000913.3	3504067	0.878	27
NC_000913.3	3504090	0.8465	27
NC_000913.3	3504096	0.8605	27
NC_000913.3	3504100	0.9235	27
NC_000913.3	3504106	0.878	27
NC_000913.3	3504123	0.815	27
NC_000913.3	3504125	0.815	27
NC_000913.3	3504144	0.5535	27
NC_000913.3	3504162	0.8605	27
NC_000913.3	3504168	0.7985	27
NC_000913.3	3504189	0.892	27
NC_000913.3	3504196	0.9545	27
NC_000913.3	3504208	0.787	27
NC_000913.3	3504222	0.837	28
NC_000913.3	3504237	0.8955	28
NC_000913.3	3504240	0.8665	28
NC_000913.3	3504250	0.7165	28
NC_000913.3	3504297	0.7755	28
NC_000913.3	3504324	0.8665	28
NC_000913.3	3504333	0.925	28
NC_000913.3	3504350	0.881	29
NC_000913.3	3504353	0.8355	29
NC_000913.3	3504369	0.972	29
NC_000913.3	3504379	0.6995	29
NC_000913.3	3504387	0.808	29
NC_000913.3	3504390	0.881	29
NC_000913.3	3504392	0.8885	30
NC_000913.3	3504395	0.8195	30
NC_000913.3	3504402	0.6805	30
NC_000913.3	3504420	0.5505	31
NC_000913.3	3504429	0.785	31
NC_000913.3	3504448	0.6755	31
NC_000913.3	3504462	0.89	31
NC_000913.3	3504473	0.875	31
NC_000913.3	3504500	0.89	31
NC_000913.3	3504506	0.932	31
NC_000913.3	3504508	0.906	31
NC_000913.3	3504534	0.932	31
NC_000913.3	3504537	0.932	31
NC_000913.3	3504571	0.906	31
NC_000913.3	3504581	0.6645	31
NC_000913.3	3504583	0.748	31
NC_000913.3	3504594	0.906	31
NC_000913.3	3504609	0.932	31
NC_000913.3	3504621	0.7435	31
NC_000913.3	3504628	0.853	31
NC_000913.3	3504632	0.827	31
NC_000913.3	3504654	0.9735	31
NC_000913.3	3504663	0.89	31
NC_000913.3	3504668	0.932	31
NC_000913.3	3504676	0.864	31
NC_000913.3	3504690	0.906	31
NC_000913.3	3504713	0.8005	31
NC_000913.3	3504720	0.763	31
NC_000913.3	3504726	0.737	31
NC_000913.3	3504739	0.7665	32
NC_000913.3	3504741	0.825	32
NC_000913.3	3504748	0.8665	32
NC_000913.3	3504785	0.8915	32
NC_000913.3	3504792	0.85	32
NC_000913.3	3504803	0.975	32
NC_000913.3	3504812	0.9085	32
NC_000913.3	3504818	0.8585	32
NC_000913.3	3504821	0.6415	32
NC_000913.3	3504830	0.8585	32
NC_000913.3	3504832	0.9	32
NC_000913.3	3504849	0.8335	32
NC_000913.3	3504853	0.8585	32
NC_000913.3	3504887	0.7835	32
NC_000913.3	3504896	0.6965	33
NC_000913.3	3504905	0.6845	33
NC_000913.3	3504920	0.911	33
NC_000913.3	3504957	0.75	33
NC_000913.3	3504966	0.78	34
NC_000913.3	3504974	0.9375	34
NC_000913.3	3504985	0.8515	34
NC_000913.3	3504990	0.857	35
NC_000913.3	3504995	0.8215	35
NC_000913.3	3505005	0.886	36
NC_000913.3	3505010	0.9335	36
NC_000913.3	3505034	0.905	36
NC_000913.3	3505041	0.9335	36
NC_000913.3	3505046	0.805	36
NC_000913.3	3505051	0.7905	36
NC_000913.3	3505059	0.9285	36
NC_000913.3	3505070	0.9425	36
NC_000913.3	3505073	0.9425	36
NC_000913.3	3505088	0.8	36
NC_000913.3	3505103	0.505	36
NC_000913.3	3505120	0.8095	36
NC_000913.3	3505122	0.8665	36
NC_000913.3	3505130	0.9425	36
NC_000913.3	3505150	0.8665	37
NC_000913.3	3505157	0.844	37
NC_000913.3	3505171	0.8985	37
NC_000913.3	3505187	0.8755	37
NC_000913.3	3505193	0.8985	37
NC_000913.3	3505208	0.853	37
NC_000913.3	3505210	0.82	37
NC_000913.3	3505223	0.6275	37
NC_000913.3	3505229	0.853	37
NC_000913.3	3505237	0.7985	37
NC_000913.3	3505257	0.797	37
NC_000913.3	3505280	0.562	37
NC_000913.3	3505282	0.697	37
NC_000913.3	3505295	0.7985	38
NC_000913.3	3505311	0.747	38
NC_000913.3	3505325	0.8325	38
NC_000913.3	3505333	0.838	38
NC_000913.3	3505351	0.654	39
NC_000913.3	3505354	0.6605	39
NC_000913.3	3505364	0.7715	39
NC_000913.3	3505369	0.8895	39
NC_000913.3	3505371	0.873	39
NC_000913.3	3505377	0.925	39
NC_000913.3	3505396	0.948	39
NC_000913.3	3505399	0.8955	39
NC_000913.3	3505451	0.8975	40
NC_000913.3	3505460	0.891	41
NC_000913.3	3505462	0.832	41
NC_000913.3	3505465	0.891	41
NC_000913.3	3505477	0.9705	41
NC_000913.3	3505482	0.92	41
NC_000913.3	3505499	0.832	41
NC_000913.3	3505513	0.8995	41
NC_000913.3	3505520	0.8665	41
NC_000913.3	3505535	0.636	41
NC_000913.3	3505537	0.615	41
NC_000913.3	3505539	0.7455	41
NC_000913.3	3505544	0.6445	41
NC_000913.3	3505567	0.749	41
NC_000913.3	3505580	0.816	41
NC_000913.3	3505590	0.8285	41
NC_000913.3	3505592	0.82	41
NC_000913.3	3505607	0.8285	41
NC_000913.3	3505610	0.8495	41
NC_000913.3	3505616	0.787	41
NC_000913.3	3505627	0.903	42
NC_000913.3	3505630	0.903	42
NC_000913.3	3505633	0.882	42
NC_000913.3	3505649	0.9305	42
NC_000913.3	3505679	0.75	42
NC_000913.3	3505707	0.8125	42
NC_000913.3	3505712	0.882	42
NC_000913.3	3505715	0.9	43
NC_000913.3	3505727	0.932	43
NC_000913.3	3505729	0.911	43
NC_000913.3	3505746	0.8485	44
NC_000913.3	3505754	0.6285	44
NC_000913.3	3505769	0.881	44
NC_000913.3	3505777	0.835	45
NC_000913.3	3505780	0.841	46
NC_000913.3	3505782	0.9125	46
NC_000913.3	3505787	0.845	46
NC_000913.3	3505789	0.9325	46
NC_000913.3	3505799	0.785	46
NC_000913.3	3505801	0.745	46
NC_000913.3	3505814	0.7455	46
NC_000913.3	3505817	0.7455	46
NC_000913.3	3505828	0.781	46
NC_000913.3	3505860	0.785	46
NC_000913.3	3505870	0.6655	46
NC_000913.3	3505872	0.6255	46
NC_000913.3	3505874	0.682	46
NC_000913.3	3505892	0.8485	45
NC_000913.3	3505909	0.8375	44
NC_000913.3	3505924	0.8135	44
NC_000913.3	3505930	0.7685	44
NC_000913.3	3505941	0.889	44
