Chr	Pos_start	Pos_end	Coverage	Methylation
NC_000913.3	3499965	3499966	5	0.166666666666667
NC_000913.3	3499968	3499969	5	0.25
NC_000913.3	3499977	3499978	5	0.333333333333333
NC_000913.3	3499980	3499981	4	0.166666666666667
NC_000913.3	3499986	3499987	3	0.25
NC_000913.3	3500024	3500025	6	0.625
NC_000913.3	3500030	3500031	6	0.625
NC_000913.3	3500033	3500034	6	0.5
NC_000913.3	3500042	3500043	5	0.333333333333333
NC_000913.3	3500049	3500050	6	0.375
NC_000913.3	3500051	3500052	6	0.25
NC_000913.3	3500064	3500065	7	0.45
NC_000913.3	3500081	3500082	6	0.375
NC_000913.3	3500091	3500092	7	0.7
NC_000913.3	3500099	3500100	6	0.375
NC_000913.3	3500112	3500113	6	0.8
NC_000913.3	3500120	3500121	7	0.3
NC_000913.3	3500130	3500131	6	0.375
NC_000913.3	3500157	3500158	7	0.55
NC_000913.3	3500164	3500165	7	0.55
NC_000913.3	3500168	3500169	7	0.4
NC_000913.3	3500184	3500185	7	0.4
NC_000913.3	3500208	3500209	7	0.55
NC_000913.3	3500213	3500214	7	0.2
NC_000913.3	3500216	3500217	6	0.5
NC_000913.3	3500225	3500226	6	0.625
NC_000913.3	3500234	3500235	8	0.733333333333333
NC_000913.3	3500240	3500241	6	0.8
NC_000913.3	3500267	3500268	8	0.566666666666667
NC_000913.3	3500274	3500275	7	0.55
NC_000913.3	3500279	3500280	8	0.4
NC_000913.3	3500286	3500287	8	0.2
NC_000913.3	3500298	3500299	6	0.3
NC_000913.3	3500301	3500302	8	0.4
NC_000913.3	3500304	3500305	8	0.633333333333333
NC_000913.3	3500316	3500317	8	0.5
NC_000913.3	3500338	3500339	8	0.466666666666667
NC_000913.3	3500343	3500344	8	0.4
NC_000913.3	3500352	3500353	8	0.7
NC_000913.3	3500355	3500356	8	0.9
NC_000913.3	3500360	3500361	8	0.7
NC_000913.3	3500369	3500370	8	0.666666666666667
NC_000913.3	3500382	3500383	8	0.566666666666667
NC_000913.3	3500396	3500397	9	0.525
NC_000913.3	3500406	3500407	9	0.675
NC_000913.3	3500438	3500439	9	0.7
NC_000913.3	3500451	3500452	8	0.833333333333333
NC_000913.3	3500468	3500469	9	0.575
NC_000913.3	3500475	3500476	9	0.775
NC_000913.3	3500480	3500481	9	0.425
NC_000913.3	3500495	3500496	9	0.75
NC_000913.3	3500504	3500505	9	0.55
NC_000913.3	3500528	3500529	9	0.625
NC_000913.3	3500535	3500536	9	0.525
NC_000913.3	3500562	3500563	9	0.525
NC_000913.3	3500565	3500566	10	0.5
NC_000913.3	3500580	3500581	10	0.5
NC_000913.3	3500596	3500597	10	0.4
NC_000913.3	3500600	3500601	9	0.65
NC_000913.3	3500648	3500649	10	0.7
NC_000913.3	3500661	3500662	10	0.7
NC_000913.3	3500676	3500677	7	0.7
NC_000913.3	3500685	3500686	8	0.625
NC_000913.3	3500699	3500700	9	0.625
NC_000913.3	3500702	3500703	10	0.3
NC_000913.3	3500709	3500710	9	0.4
NC_000913.3	3500712	3500713	6	0.5
NC_000913.3	3500730	3500731	9	0.5
NC_000913.3	3500736	3500737	10	0.4
NC_000913.3	3500745	3500746	10	0.5
NC_000913.3	3500768	3500769	10	0.6
NC_000913.3	3500771	3500772	10	0.6
NC_000913.3	3500778	3500779	10	0.3
NC_000913.3	3500792	3500793	10	0.6
NC_000913.3	3500805	3500806	9	0.3
NC_000913.3	3500819	3500820	10	0.4
NC_000913.3	3500821	3500822	10	0.3
NC_000913.3	3500832	3500833	10	0.5
NC_000913.3	3500834	3500835	10	0.6
NC_000913.3	3500840	3500841	10	0.8
NC_000913.3	3500868	3500869	10	0.4
NC_000913.3	3500882	3500883	10	0.2
NC_000913.3	3500894	3500895	9	0.8
NC_000913.3	3500897	3500898	10	0.6
NC_000913.3	3500924	3500925	10	0.8
NC_000913.3	3500946	3500947	10	0.6
NC_000913.3	3500952	3500953	10	0.4
NC_000913.3	3501015	3501016	7	0.55
NC_000913.3	3501034	3501035	9	0.525
NC_000913.3	3501040	3501041	9	0.775
NC_000913.3	3501042	3501043	10	0.6
NC_000913.3	3501045	3501046	10	0.6
NC_000913.3	3501056	3501057	10	0.5
NC_000913.3	3501064	3501065	10	0.7
NC_000913.3	3501071	3501072	10	0.5
NC_000913.3	3501078	3501079	9	0.75
NC_000913.3	3501096	3501097	9	0.1
NC_000913.3	3501104	3501105	9	0.55
NC_000913.3	3501123	3501124	9	0.8
NC_000913.3	3501146	3501147	10	0.583333333333333
NC_000913.3	3501153	3501154	11	0.3
NC_000913.3	3501165	3501166	11	0.65
NC_000913.3	3501168	3501169	10	0.7
NC_000913.3	3501174	3501175	10	0.8
NC_000913.3	3501201	3501202	8	0.566666666666667
NC_000913.3	3501212	3501213	11	0.716666666666667
NC_000913.3	3501217	3501218	11	0.8
NC_000913.3	3501223	3501224	11	0.833333333333333
NC_000913.3	3501234	3501235	10	0.9
NC_000913.3	3501242	3501243	10	0.8
NC_000913.3	3501290	3501291	12	0.271428571428571
NC_000913.3	3501308	3501309	11	0.566666666666667
NC_000913.3	3501350	3501351	11	0.55
NC_000913.3	3501355	3501356	12	0.471428571428571
NC_000913.3	3501365	3501366	12	0.614285714285714
NC_000913.3	3501371	3501372	11	0.45
NC_000913.3	3501390	3501391	9	0.55
NC_000913.3	3501392	3501393	11	0.535714285714286
NC_000913.3	3501402	3501403	11	0.833333333333333
NC_000913.3	3501413	3501414	11	0.283333333333333
NC_000913.3	3501422	3501423	12	0.414285714285714
NC_000913.3	3501427	3501428	10	0.6
NC_000913.3	3501437	3501438	10	0.9
NC_000913.3	3501439	3501440	12	0.828571428571429
NC_000913.3	3501442	3501443	11	0.803571428571429
NC_000913.3	3501448	3501449	12	0.785714285714286
NC_000913.3	3501451	3501452	12	0.314285714285714
NC_000913.3	3501463	3501464	11	0.928571428571429
NC_000913.3	3501468	3501469	11	1
NC_000913.3	3501476	3501477	12	0.4
NC_000913.3	3501491	3501492	12	0.714285714285714
NC_000913.3	3501500	3501501	12	0.642857142857143
NC_000913.3	3501515	3501516	10	0.833333333333333
NC_000913.3	3501526	3501527	13	0.525
NC_000913.3	3501531	3501532	13	0.8125
NC_000913.3	3501536	3501537	12	0.585714285714286
NC_000913.3	3501539	3501540	13	0.325
NC_000913.3	3501543	3501544	14	0.875
NC_000913.3	3501548	3501549	13	0.833333333333333
NC_000913.3	3501560	3501561	14	0.708333333333333
NC_000913.3	3501572	3501573	12	0.557142857142857
NC_000913.3	3501581	3501582	14	0.666666666666667
NC_000913.3	3501598	3501599	15	0.651785714285714
NC_000913.3	3501612	3501613	14	0.416666666666667
NC_000913.3	3501620	3501621	15	0.732142857142857
NC_000913.3	3501623	3501624	14	0.714285714285714
NC_000913.3	3501634	3501635	15	0.517857142857143
NC_000913.3	3501637	3501638	15	0.714285714285714
NC_000913.3	3501648	3501649	11	0.433333333333333
NC_000913.3	3501650	3501651	15	0.607142857142857
NC_000913.3	3501652	3501653	16	0.619047619047619
NC_000913.3	3501661	3501662	16	0.468253968253968
NC_000913.3	3501670	3501671	14	0.5
NC_000913.3	3501673	3501674	16	0.492063492063492
NC_000913.3	3501676	3501677	14	0.479166666666667
NC_000913.3	3501701	3501702	17	0.430555555555556
NC_000913.3	3501740	3501741	18	0.777777777777778
NC_000913.3	3501762	3501763	18	0.444444444444444
NC_000913.3	3501767	3501768	15	0.535714285714286
NC_000913.3	3501769	3501770	17	0.590277777777778
NC_000913.3	3501772	3501773	18	0.388888888888889
NC_000913.3	3501776	3501777	17	0.520833333333333
NC_000913.3	3501778	3501779	16	0.253968253968254
NC_000913.3	3501785	3501786	18	0.666666666666667
NC_000913.3	3501800	3501801	17	0.881944444444444
NC_000913.3	3501817	3501818	18	0.722222222222222
NC_000913.3	3501823	3501824	18	0.611111111111111
NC_000913.3	3501827	3501828	17	0.659722222222222
NC_000913.3	3501840	3501841	17	0.541666666666667
NC_000913.3	3501861	3501862	18	0.555555555555556
NC_000913.3	3501892	3501893	18	0.611111111111111
NC_000913.3	3501905	3501906	18	0.5
NC_000913.3	3501913	3501914	17	0.173611111111111
NC_000913.3	3501919	3501920	18	0.444444444444444
NC_000913.3	3501924	3501925	17	0.708333333333333
NC_000913.3	3501928	3501929	18	0.666666666666667
NC_000913.3	3501955	3501956	17	0.756944444444444
NC_000913.3	3501976	3501977	17	0.638888888888889
NC_000913.3	3501980	3501981	18	0.555555555555556
NC_000913.3	3501986	3501987	16	0.523809523809524
NC_000913.3	3501998	3501999	18	0.5
NC_000913.3	3502008	3502009	18	0.611111111111111
NC_000913.3	3502018	3502019	18	0.555555555555556
NC_000913.3	3502031	3502032	16	0.873015873015873
NC_000913.3	3502036	3502037	18	0.611111111111111
NC_000913.3	3502040	3502041	18	0.611111111111111
NC_000913.3	3502045	3502046	18	0.277777777777778
NC_000913.3	3502061	3502062	18	0.611111111111111
NC_000913.3	3502077	3502078	17	0.819444444444444
NC_000913.3	3502088	3502089	18	0.444444444444444
NC_000913.3	3502092	3502093	17	0.666666666666667
NC_000913.3	3502094	3502095	18	0.611111111111111
NC_000913.3	3502116	3502117	17	0.701388888888889
NC_000913.3	3502127	3502128	18	0.666666666666667
NC_000913.3	3502133	3502134	15	0.401785714285714
NC_000913.3	3502139	3502140	17	0.638888888888889
NC_000913.3	3502145	3502146	16	0.75
NC_000913.3	3502148	3502149	18	0.444444444444444
NC_000913.3	3502156	3502157	15	0.446428571428571
NC_000913.3	3502171	3502172	21	0.527777777777778
NC_000913.3	3502183	3502184	20	0.44949494949495
NC_000913.3	3502196	3502197	22	0.341880341880342
NC_000913.3	3502249	3502250	22	0.478632478632479
NC_000913.3	3502257	3502258	20	0.833333333333333
NC_000913.3	3502260	3502261	22	0.414529914529915
NC_000913.3	3502268	3502269	21	0.402777777777778
NC_000913.3	3502299	3502300	22	0.247863247863248
NC_000913.3	3502304	3502305	23	0.276923076923077
NC_000913.3	3502310	3502311	20	0.35
NC_000913.3	3502315	3502316	21	0.15
NC_000913.3	3502323	3502324	20	0.166666666666667
NC_000913.3	3502337	3502338	21	0.345454545454545
NC_000913.3	3502362	3502363	21	0.347222222222222
NC_000913.3	3502372	3502373	22	0.591666666666667
NC_000913.3	3502389	3502390	22	0.625
NC_000913.3	3502396	3502397	23	0.734615384615385
NC_000913.3	3502407	3502408	23	0.619230769230769
NC_000913.3	3502419	3502420	22	0.452991452991453
NC_000913.3	3502422	3502423	23	0.580769230769231
NC_000913.3	3502428	3502429	22	0.581196581196581
NC_000913.3	3502440	3502441	23	0.561538461538462
NC_000913.3	3502444	3502445	23	0.634615384615385
NC_000913.3	3502448	3502449	22	0.375
NC_000913.3	3502452	3502453	21	0.622727272727273
NC_000913.3	3502454	3502455	23	0.469230769230769
NC_000913.3	3502458	3502459	23	0.480769230769231
NC_000913.3	3502460	3502461	21	0.620192307692308
NC_000913.3	3502463	3502464	24	0.371428571428571
NC_000913.3	3502475	3502476	22	0.568376068376068
NC_000913.3	3502479	3502480	23	0.584615384615385
NC_000913.3	3502499	3502500	24	0.878571428571429
NC_000913.3	3502505	3502506	22	0.829059829059829
NC_000913.3	3502511	3502512	24	0.514285714285714
NC_000913.3	3502523	3502524	24	0.55
NC_000913.3	3502530	3502531	21	0.522727272727273
NC_000913.3	3502538	3502539	23	0.619230769230769
NC_000913.3	3502551	3502552	24	0.742857142857143
NC_000913.3	3502559	3502560	25	0.466666666666667
NC_000913.3	3502578	3502579	23	0.706349206349206
NC_000913.3	3502591	3502592	25	0.383333333333333
NC_000913.3	3502594	3502595	24	0.514285714285714
NC_000913.3	3502596	3502597	24	0.492857142857143
NC_000913.3	3502605	3502606	21	0.291666666666667
NC_000913.3	3502622	3502623	25	0.533333333333333
NC_000913.3	3502647	3502648	22	0.283333333333333
NC_000913.3	3502649	3502650	24	0.166666666666667
NC_000913.3	3502658	3502659	24	0.611111111111111
NC_000913.3	3502668	3502669	24	0.2
NC_000913.3	3502670	3502671	25	0.283333333333333
NC_000913.3	3502677	3502678	24	0.321428571428571
NC_000913.3	3502679	3502680	24	0.271428571428571
NC_000913.3	3502691	3502692	25	0.65
NC_000913.3	3502714	3502715	24	0.328571428571429
NC_000913.3	3502734	3502735	25	0.583333333333333
NC_000913.3	3502749	3502750	22	0.325
NC_000913.3	3502751	3502752	23	0.153846153846154
NC_000913.3	3502761	3502762	23	0.73015873015873
NC_000913.3	3502779	3502780	23	0.166666666666667
NC_000913.3	3502784	3502785	25	0.316666666666667
NC_000913.3	3502790	3502791	21	0.622727272727273
NC_000913.3	3502793	3502794	24	0.307142857142857
NC_000913.3	3502802	3502803	23	0.569230769230769
NC_000913.3	3502806	3502807	23	0.657692307692308
NC_000913.3	3502809	3502810	24	0.464285714285714
NC_000913.3	3502838	3502839	21	0.627272727272727
NC_000913.3	3502844	3502845	22	0.783333333333333
NC_000913.3	3502856	3502857	25	0.666666666666667
NC_000913.3	3502859	3502860	22	0.61965811965812
NC_000913.3	3502861	3502862	25	0.733333333333333
NC_000913.3	3502878	3502879	22	0.5625
NC_000913.3	3502887	3502888	23	0.326923076923077
NC_000913.3	3502889	3502890	25	0.55
NC_000913.3	3502892	3502893	24	0.655555555555556
NC_000913.3	3502904	3502905	24	0.511111111111111
NC_000913.3	3502910	3502911	24	0.366666666666667
NC_000913.3	3502926	3502927	25	0.45
NC_000913.3	3502938	3502939	24	0.688888888888889
NC_000913.3	3502948	3502949	24	0.328571428571429
NC_000913.3	3502965	3502966	23	0.480769230769231
NC_000913.3	3502971	3502972	23	0.546153846153846
NC_000913.3	3502974	3502975	24	0.2
NC_000913.3	3502983	3502984	25	0.5
NC_000913.3	3502988	3502989	25	0.466666666666667
NC_000913.3	3503018	3503019	25	0.633333333333333
NC_000913.3	3503023	3503024	24	0.385714285714286
NC_000913.3	3503035	3503036	23	0.569230769230769
NC_000913.3	3503037	3503038	25	0.6
NC_000913.3	3503050	3503051	24	0.607142857142857
NC_000913.3	3503072	3503073	25	0.616666666666667
NC_000913.3	3503087	3503088	25	0.416666666666667
NC_000913.3	3503100	3503101	23	0.426923076923077
NC_000913.3	3503119	3503120	24	0.785714285714286
NC_000913.3	3503126	3503127	25	0.85
NC_000913.3	3503134	3503135	22	0.65
NC_000913.3	3503140	3503141	13	0.619047619047619
NC_000913.3	3503142	3503143	22	0.583333333333333
NC_000913.3	3503144	3503145	23	0.546153846153846
NC_000913.3	3503153	3503154	25	0.566666666666667
NC_000913.3	3503179	3503180	24	0.677777777777778
NC_000913.3	3503186	3503187	23	0.646153846153846
NC_000913.3	3503189	3503190	24	0.7
NC_000913.3	3503198	3503199	23	0.657692307692308
NC_000913.3	3503201	3503202	25	0.5
NC_000913.3	3503212	3503213	24	0.471428571428571
NC_000913.3	3503227	3503228	25	0.6
NC_000913.3	3503237	3503238	25	0.7
NC_000913.3	3503245	3503246	22	0.558333333333333
NC_000913.3	3503257	3503258	25	0.7
NC_000913.3	3503271	3503272	22	0.541666666666667
NC_000913.3	3503276	3503277	24	0.466666666666667
NC_000913.3	3503287	3503288	24	0.577777777777778
NC_000913.3	3503312	3503313	24	0.366666666666667
NC_000913.3	3503321	3503322	24	0.585714285714286
NC_000913.3	3503345	3503346	26	0.64375
NC_000913.3	3503349	3503350	25	0.65
NC_000913.3	3503357	3503358	24	0.677777777777778
NC_000913.3	3503360	3503361	24	0.514285714285714
NC_000913.3	3503380	3503381	26	0.49375
NC_000913.3	3503387	3503388	25	0.533333333333333
NC_000913.3	3503390	3503391	26	0.6875
NC_000913.3	3503396	3503397	22	0.615384615384615
NC_000913.3	3503420	3503421	25	0.489583333333333
NC_000913.3	3503430	3503431	24	0.685714285714286
NC_000913.3	3503432	3503433	25	0.55
NC_000913.3	3503441	3503442	24	0.635714285714286
NC_000913.3	3503450	3503451	23	0.530769230769231
NC_000913.3	3503456	3503457	25	0.802083333333333
NC_000913.3	3503465	3503466	25	0.583333333333333
NC_000913.3	3503492	3503493	24	0.7
NC_000913.3	3503503	3503504	24	0.84375
NC_000913.3	3503522	3503523	27	0.426136363636364
NC_000913.3	3503524	3503525	27	0.369318181818182
NC_000913.3	3503542	3503543	22	0.614285714285714
NC_000913.3	3503549	3503550	25	0.730519480519481
NC_000913.3	3503567	3503568	25	0.714285714285714
NC_000913.3	3503572	3503573	27	0.508522727272727
NC_000913.3	3503585	3503586	27	0.627840909090909
NC_000913.3	3503591	3503592	25	0.659090909090909
NC_000913.3	3503600	3503601	26	0.4125
NC_000913.3	3503617	3503618	27	0.352272727272727
NC_000913.3	3503638	3503639	25	0.6
NC_000913.3	3503645	3503646	26	0.472727272727273
NC_000913.3	3503663	3503664	25	0.227272727272727
NC_000913.3	3503668	3503669	25	0.415584415584416
NC_000913.3	3503678	3503679	26	0.554545454545455
NC_000913.3	3503683	3503684	24	0.594405594405594
NC_000913.3	3503688	3503689	25	0.659090909090909
NC_000913.3	3503704	3503705	26	0.503030303030303
NC_000913.3	3503715	3503716	26	0.26875
NC_000913.3	3503720	3503721	26	0.539393939393939
NC_000913.3	3503740	3503741	25	0.607638888888889
NC_000913.3	3503753	3503754	21	0.381818181818182
NC_000913.3	3503774	3503775	25	0.45
NC_000913.3	3503776	3503777	26	0.40625
NC_000913.3	3503787	3503788	27	0.434659090909091
NC_000913.3	3503803	3503804	26	0.36969696969697
NC_000913.3	3503809	3503810	26	0.527272727272727
NC_000913.3	3503816	3503817	27	0.431818181818182
NC_000913.3	3503831	3503832	28	0.625668449197861
NC_000913.3	3503839	3503840	27	0.539772727272727
NC_000913.3	3503849	3503850	27	0.463068181818182
NC_000913.3	3503861	3503862	26	0.49375
NC_000913.3	3503872	3503873	26	0.26875
NC_000913.3	3503887	3503888	24	0.496503496503496
NC_000913.3	3503893	3503894	28	0.74331550802139
NC_000913.3	3503899	3503900	28	0.582887700534759
NC_000913.3	3503908	3503909	26	0.312121212121212
NC_000913.3	3503911	3503912	27	0.6
NC_000913.3	3503915	3503916	28	0.564171122994652
NC_000913.3	3503917	3503918	27	0.632352941176471
NC_000913.3	3503920	3503921	28	0.716577540106952
NC_000913.3	3503939	3503940	28	0.377005347593583
NC_000913.3	3503958	3503959	27	0.682352941176471
NC_000913.3	3503964	3503965	27	0.815340909090909
NC_000913.3	3503978	3503979	22	0.772727272727273
NC_000913.3	3503984	3503985	27	0.568181818181818
NC_000913.3	3503999	3504000	28	0.296791443850267
NC_000913.3	3504006	3504007	27	0.547058823529412
NC_000913.3	3504019	3504020	27	0.5
NC_000913.3	3504046	3504047	26	0.472727272727273
NC_000913.3	3504061	3504062	27	0.555555555555556
NC_000913.3	3504066	3504067	29	0.659090909090909
NC_000913.3	3504089	3504090	28	0.524064171122995
NC_000913.3	3504095	3504096	28	0.43048128342246
NC_000913.3	3504099	3504100	28	0.585561497326203
NC_000913.3	3504105	3504106	29	0.661616161616162
NC_000913.3	3504122	3504123	26	0.45625
NC_000913.3	3504124	3504125	26	0.563636363636364
NC_000913.3	3504143	3504144	29	0.532828282828283
NC_000913.3	3504161	3504162	26	0.525
NC_000913.3	3504167	3504168	27	0.558823529411765
NC_000913.3	3504188	3504189	29	0.707070707070707
NC_000913.3	3504195	3504196	28	0.582887700534759
NC_000913.3	3504207	3504208	22	0.325
NC_000913.3	3504221	3504222	31	0.647727272727273
NC_000913.3	3504236	3504237	29	0.578282828282828
NC_000913.3	3504239	3504240	31	0.713636363636364
NC_000913.3	3504249	3504250	31	0.543181818181818
NC_000913.3	3504296	3504297	27	0.673295454545455
NC_000913.3	3504323	3504324	27	0.477272727272727
NC_000913.3	3504332	3504333	30	0.65
NC_000913.3	3504349	3504350	32	0.783333333333333
NC_000913.3	3504352	3504353	30	0.569444444444444
NC_000913.3	3504368	3504369	30	0.569444444444444
NC_000913.3	3504378	3504379	31	0.418859649122807
NC_000913.3	3504386	3504387	31	0.837719298245614
NC_000913.3	3504389	3504390	28	0.762032085561497
NC_000913.3	3504391	3504392	30	0.708333333333333
NC_000913.3	3504394	3504395	31	0.668181818181818
NC_000913.3	3504401	3504402	32	0.458333333333333
NC_000913.3	3504419	3504420	27	0.25
NC_000913.3	3504428	3504429	33	0.625
NC_000913.3	3504447	3504448	32	0.417748917748918
NC_000913.3	3504461	3504462	34	0.439393939393939
NC_000913.3	3504472	3504473	34	0.643939393939394
NC_000913.3	3504499	3504500	33	0.452380952380952
NC_000913.3	3504505	3504506	32	0.463203463203463
NC_000913.3	3504507	3504508	34	0.477272727272727
NC_000913.3	3504533	3504534	33	0.589285714285714
NC_000913.3	3504536	3504537	29	0.639705882352941
NC_000913.3	3504570	3504571	34	0.765151515151515
NC_000913.3	3504580	3504581	33	0.410714285714286
NC_000913.3	3504582	3504583	30	0.361111111111111
NC_000913.3	3504593	3504594	33	0.545454545454545
NC_000913.3	3504608	3504609	31	0.695175438596491
NC_000913.3	3504620	3504621	33	0.333333333333333
NC_000913.3	3504627	3504628	34	0.446969696969697
NC_000913.3	3504631	3504632	32	0.283333333333333
NC_000913.3	3504653	3504654	32	0.58008658008658
NC_000913.3	3504662	3504663	32	0.658333333333333
NC_000913.3	3504667	3504668	34	0.625
NC_000913.3	3504675	3504676	31	0.74780701754386
NC_000913.3	3504689	3504690	31	0.657894736842105
NC_000913.3	3504712	3504713	35	0.428321678321678
NC_000913.3	3504719	3504720	35	0.48951048951049
NC_000913.3	3504725	3504726	35	0.536713286713287
NC_000913.3	3504738	3504739	29	0.589285714285714
NC_000913.3	3504740	3504741	34	0.598901098901099
NC_000913.3	3504747	3504748	28	0.479166666666667
NC_000913.3	3504784	3504785	34	0.489010989010989
