ID	Pos	Strand	Score
8386596c-ff56-4032-b54e-8f062c194b16	3498113	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498116	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498130	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3498136	+	0.0101
8386596c-ff56-4032-b54e-8f062c194b16	3498141	+	0.93
8386596c-ff56-4032-b54e-8f062c194b16	3498144	+	-0.329
8386596c-ff56-4032-b54e-8f062c194b16	3498151	+	0.93
8386596c-ff56-4032-b54e-8f062c194b16	3498168	+	-0.105
8386596c-ff56-4032-b54e-8f062c194b16	3498171	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498189	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498201	+	-0.507
8386596c-ff56-4032-b54e-8f062c194b16	3498214	+	1.12
8386596c-ff56-4032-b54e-8f062c194b16	3498225	+	-0.802
8386596c-ff56-4032-b54e-8f062c194b16	3498236	+	0.182
8386596c-ff56-4032-b54e-8f062c194b16	3498245	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498247	+	-0.709
8386596c-ff56-4032-b54e-8f062c194b16	3498270	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498291	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498301	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498313	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498317	+	-1.1
8386596c-ff56-4032-b54e-8f062c194b16	3498334	+	1.39
8386596c-ff56-4032-b54e-8f062c194b16	3498339	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498350	+	0.896
8386596c-ff56-4032-b54e-8f062c194b16	3498353	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498356	+	-0.863
8386596c-ff56-4032-b54e-8f062c194b16	3498376	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498382	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498386	+	0.00338
8386596c-ff56-4032-b54e-8f062c194b16	3498393	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498399	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498412	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498435	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498439	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498454	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498463	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498472	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498501	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498505	+	-1.7
8386596c-ff56-4032-b54e-8f062c194b16	3498511	+	-0.314
8386596c-ff56-4032-b54e-8f062c194b16	3498568	+	-1.03
8386596c-ff56-4032-b54e-8f062c194b16	3498572	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498586	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3498608	+	0.461
8386596c-ff56-4032-b54e-8f062c194b16	3498610	+	0.0575
8386596c-ff56-4032-b54e-8f062c194b16	3498615	+	0.488
8386596c-ff56-4032-b54e-8f062c194b16	3498620	+	0.987
8386596c-ff56-4032-b54e-8f062c194b16	3498628	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498631	+	1.18
8386596c-ff56-4032-b54e-8f062c194b16	3498640	+	1.8
8386596c-ff56-4032-b54e-8f062c194b16	3498642	+	-1.31
8386596c-ff56-4032-b54e-8f062c194b16	3498655	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498689	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498696	+	0.847
8386596c-ff56-4032-b54e-8f062c194b16	3498710	+	0.361
8386596c-ff56-4032-b54e-8f062c194b16	3498712	+	0.585
8386596c-ff56-4032-b54e-8f062c194b16	3498719	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3498733	+	-0.47
8386596c-ff56-4032-b54e-8f062c194b16	3498738	+	-0.0237
8386596c-ff56-4032-b54e-8f062c194b16	3498752	+	0.21
8386596c-ff56-4032-b54e-8f062c194b16	3498760	+	-1.24
8386596c-ff56-4032-b54e-8f062c194b16	3498784	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3498795	+	0.0643
8386596c-ff56-4032-b54e-8f062c194b16	3498801	+	-1.12
8386596c-ff56-4032-b54e-8f062c194b16	3498810	+	-1.12
8386596c-ff56-4032-b54e-8f062c194b16	3498820	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498846	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498868	+	1.15
8386596c-ff56-4032-b54e-8f062c194b16	3498883	+	-0.596
8386596c-ff56-4032-b54e-8f062c194b16	3498887	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498898	+	0.435
8386596c-ff56-4032-b54e-8f062c194b16	3498913	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3498919	+	-0.949
8386596c-ff56-4032-b54e-8f062c194b16	3498942	+	0.913
8386596c-ff56-4032-b54e-8f062c194b16	3498957	+	1.21
8386596c-ff56-4032-b54e-8f062c194b16	3498988	+	0.0304
8386596c-ff56-4032-b54e-8f062c194b16	3498990	+	-1.62
8386596c-ff56-4032-b54e-8f062c194b16	3499018	+	-0.337
8386596c-ff56-4032-b54e-8f062c194b16	3499030	+	0.479
8386596c-ff56-4032-b54e-8f062c194b16	3499038	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499051	+	-1.49
8386596c-ff56-4032-b54e-8f062c194b16	3499057	+	-0.662
8386596c-ff56-4032-b54e-8f062c194b16	3499062	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499071	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499076	+	0.0101
8386596c-ff56-4032-b54e-8f062c194b16	3499078	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499087	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3499092	+	0.606
8386596c-ff56-4032-b54e-8f062c194b16	3499116	+	0.949
8386596c-ff56-4032-b54e-8f062c194b16	3499137	+	0.147
8386596c-ff56-4032-b54e-8f062c194b16	3499169	+	-0.298
8386596c-ff56-4032-b54e-8f062c194b16	3499171	+	-0.361
8386596c-ff56-4032-b54e-8f062c194b16	3499209	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499310	+	-0.987
8386596c-ff56-4032-b54e-8f062c194b16	3499318	+	0.189
8386596c-ff56-4032-b54e-8f062c194b16	3499340	+	2.11
8386596c-ff56-4032-b54e-8f062c194b16	3499350	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499372	+	-0.968
8386596c-ff56-4032-b54e-8f062c194b16	3499381	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499494	+	0.126
8386596c-ff56-4032-b54e-8f062c194b16	3499526	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499546	+	0.709
8386596c-ff56-4032-b54e-8f062c194b16	3499563	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499591	+	0.93
8386596c-ff56-4032-b54e-8f062c194b16	3499597	+	-0.734
8386596c-ff56-4032-b54e-8f062c194b16	3499631	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499641	+	-0.863
8386596c-ff56-4032-b54e-8f062c194b16	3499657	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499673	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499679	+	1.12
8386596c-ff56-4032-b54e-8f062c194b16	3499708	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499712	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499767	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499769	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499779	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3499883	+	0.377
8386596c-ff56-4032-b54e-8f062c194b16	3499906	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3499939	+	1.31
8386596c-ff56-4032-b54e-8f062c194b16	3499951	+	0.832
8386596c-ff56-4032-b54e-8f062c194b16	3499963	+	-0.47
8386596c-ff56-4032-b54e-8f062c194b16	3499966	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3499969	+	-0.337
8386596c-ff56-4032-b54e-8f062c194b16	3499978	+	-1.03
8386596c-ff56-4032-b54e-8f062c194b16	3500025	+	-0.0779
8386596c-ff56-4032-b54e-8f062c194b16	3500031	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3500034	+	0.0304
8386596c-ff56-4032-b54e-8f062c194b16	3500043	+	-1.49
8386596c-ff56-4032-b54e-8f062c194b16	3500050	+	-1.44
8386596c-ff56-4032-b54e-8f062c194b16	3500052	+	-0.0304
8386596c-ff56-4032-b54e-8f062c194b16	3500065	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3500082	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3500092	+	0.596
8386596c-ff56-4032-b54e-8f062c194b16	3500100	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3500121	+	-1.18
8386596c-ff56-4032-b54e-8f062c194b16	3500131	+	-1.1
8386596c-ff56-4032-b54e-8f062c194b16	3500158	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500165	+	-0.949
8386596c-ff56-4032-b54e-8f062c194b16	3500169	+	-1.12
8386596c-ff56-4032-b54e-8f062c194b16	3500185	+	-1.31
8386596c-ff56-4032-b54e-8f062c194b16	3500209	+	0.444
8386596c-ff56-4032-b54e-8f062c194b16	3500214	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500217	+	0.182
8386596c-ff56-4032-b54e-8f062c194b16	3500226	+	1.31
8386596c-ff56-4032-b54e-8f062c194b16	3500235	+	1.24
8386596c-ff56-4032-b54e-8f062c194b16	3500241	+	0.385
8386596c-ff56-4032-b54e-8f062c194b16	3500268	+	-0.196
8386596c-ff56-4032-b54e-8f062c194b16	3500280	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500287	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500302	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500305	+	0.913
8386596c-ff56-4032-b54e-8f062c194b16	3500317	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500339	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500344	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3500353	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3500356	+	1.01
8386596c-ff56-4032-b54e-8f062c194b16	3500361	+	0.673
8386596c-ff56-4032-b54e-8f062c194b16	3500370	+	-0.987
8386596c-ff56-4032-b54e-8f062c194b16	3500383	+	0.0575
8386596c-ff56-4032-b54e-8f062c194b16	3500397	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500407	+	0.65
8386596c-ff56-4032-b54e-8f062c194b16	3500439	+	0.545
8386596c-ff56-4032-b54e-8f062c194b16	3500469	+	1.35
8386596c-ff56-4032-b54e-8f062c194b16	3500476	+	0.232
8386596c-ff56-4032-b54e-8f062c194b16	3500481	+	0.802
8386596c-ff56-4032-b54e-8f062c194b16	3500496	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500505	+	0.628
8386596c-ff56-4032-b54e-8f062c194b16	3500529	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500536	+	-1.7
8386596c-ff56-4032-b54e-8f062c194b16	3500563	+	-1.07
8386596c-ff56-4032-b54e-8f062c194b16	3500566	+	-0.196
8386596c-ff56-4032-b54e-8f062c194b16	3500581	+	0.435
8386596c-ff56-4032-b54e-8f062c194b16	3500597	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3500601	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500649	+	0.65
8386596c-ff56-4032-b54e-8f062c194b16	3500662	+	-1.35
8386596c-ff56-4032-b54e-8f062c194b16	3500686	+	-0.298
8386596c-ff56-4032-b54e-8f062c194b16	3500700	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500703	+	-1.21
8386596c-ff56-4032-b54e-8f062c194b16	3500710	+	-0.913
8386596c-ff56-4032-b54e-8f062c194b16	3500731	+	-1.21
8386596c-ff56-4032-b54e-8f062c194b16	3500737	+	-0.246
8386596c-ff56-4032-b54e-8f062c194b16	3500746	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500769	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500772	+	1.27
8386596c-ff56-4032-b54e-8f062c194b16	3500779	+	-0.306
8386596c-ff56-4032-b54e-8f062c194b16	3500793	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500806	+	0.321
8386596c-ff56-4032-b54e-8f062c194b16	3500820	+	-1.62
8386596c-ff56-4032-b54e-8f062c194b16	3500822	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500833	+	-1.8
8386596c-ff56-4032-b54e-8f062c194b16	3500835	+	-1.27
8386596c-ff56-4032-b54e-8f062c194b16	3500841	+	0.896
8386596c-ff56-4032-b54e-8f062c194b16	3500869	+	-0.47
8386596c-ff56-4032-b54e-8f062c194b16	3500883	+	-1.44
8386596c-ff56-4032-b54e-8f062c194b16	3500895	+	0.788
8386596c-ff56-4032-b54e-8f062c194b16	3500898	+	0.987
8386596c-ff56-4032-b54e-8f062c194b16	3500925	+	0.832
8386596c-ff56-4032-b54e-8f062c194b16	3500947	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3500953	+	-0.863
8386596c-ff56-4032-b54e-8f062c194b16	3501035	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501041	+	1.21
8386596c-ff56-4032-b54e-8f062c194b16	3501043	+	-1.27
8386596c-ff56-4032-b54e-8f062c194b16	3501046	+	1.18
8386596c-ff56-4032-b54e-8f062c194b16	3501057	+	-0.913
8386596c-ff56-4032-b54e-8f062c194b16	3501065	+	1.55
8386596c-ff56-4032-b54e-8f062c194b16	3501072	+	0.47
8386596c-ff56-4032-b54e-8f062c194b16	3501079	+	2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501097	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501105	+	-1.49
8386596c-ff56-4032-b54e-8f062c194b16	3501124	+	1.01
8386596c-ff56-4032-b54e-8f062c194b16	3501147	+	0.832
8386596c-ff56-4032-b54e-8f062c194b16	3501154	+	-0.435
8386596c-ff56-4032-b54e-8f062c194b16	3501166	+	-1.8
8386596c-ff56-4032-b54e-8f062c194b16	3501202	+	-0.0304
8386596c-ff56-4032-b54e-8f062c194b16	3501213	+	0.817
8386596c-ff56-4032-b54e-8f062c194b16	3501218	+	0.196
8386596c-ff56-4032-b54e-8f062c194b16	3501224	+	0.168
8386596c-ff56-4032-b54e-8f062c194b16	3501235	+	0.361
8386596c-ff56-4032-b54e-8f062c194b16	3501243	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501291	+	-0.555
8386596c-ff56-4032-b54e-8f062c194b16	3501351	+	-0.044
8386596c-ff56-4032-b54e-8f062c194b16	3501356	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501366	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501372	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501393	+	0.606
8386596c-ff56-4032-b54e-8f062c194b16	3501403	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501414	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501423	+	0.722
8386596c-ff56-4032-b54e-8f062c194b16	3501428	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501440	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501443	+	1.55
8386596c-ff56-4032-b54e-8f062c194b16	3501449	+	0.488
8386596c-ff56-4032-b54e-8f062c194b16	3501452	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501464	+	0.154
8386596c-ff56-4032-b54e-8f062c194b16	3501477	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3501492	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501501	+	-1.27
8386596c-ff56-4032-b54e-8f062c194b16	3501516	+	2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501527	+	0.175
8386596c-ff56-4032-b54e-8f062c194b16	3501532	+	0.0304
8386596c-ff56-4032-b54e-8f062c194b16	3501537	+	1.93
8386596c-ff56-4032-b54e-8f062c194b16	3501540	+	-1.8
8386596c-ff56-4032-b54e-8f062c194b16	3501544	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3501561	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3501573	+	0.0101
8386596c-ff56-4032-b54e-8f062c194b16	3501582	+	-1.05
8386596c-ff56-4032-b54e-8f062c194b16	3501599	+	1.93
8386596c-ff56-4032-b54e-8f062c194b16	3501613	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501621	+	1.44
8386596c-ff56-4032-b54e-8f062c194b16	3501624	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3501635	+	1.03
8386596c-ff56-4032-b54e-8f062c194b16	3501638	+	1.93
8386596c-ff56-4032-b54e-8f062c194b16	3501651	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501653	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501662	+	-1.1
8386596c-ff56-4032-b54e-8f062c194b16	3501671	+	1.05
8386596c-ff56-4032-b54e-8f062c194b16	3501674	+	1.62
8386596c-ff56-4032-b54e-8f062c194b16	3501677	+	0.832
8386596c-ff56-4032-b54e-8f062c194b16	3501702	+	-0.817
8386596c-ff56-4032-b54e-8f062c194b16	3501741	+	2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501763	+	-0.507
8386596c-ff56-4032-b54e-8f062c194b16	3501768	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501770	+	0.147
8386596c-ff56-4032-b54e-8f062c194b16	3501773	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501777	+	0.154
8386596c-ff56-4032-b54e-8f062c194b16	3501779	+	-0.203
8386596c-ff56-4032-b54e-8f062c194b16	3501786	+	1.39
8386596c-ff56-4032-b54e-8f062c194b16	3501801	+	0.722
8386596c-ff56-4032-b54e-8f062c194b16	3501818	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501824	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501828	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501841	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3501862	+	-0.0237
8386596c-ff56-4032-b54e-8f062c194b16	3501893	+	-0.385
8386596c-ff56-4032-b54e-8f062c194b16	3501906	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501914	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501920	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501925	+	0.987
8386596c-ff56-4032-b54e-8f062c194b16	3501929	+	-1.18
8386596c-ff56-4032-b54e-8f062c194b16	3501956	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3501977	+	0.697
8386596c-ff56-4032-b54e-8f062c194b16	3501981	+	-1.62
8386596c-ff56-4032-b54e-8f062c194b16	3501987	+	-0.0372
8386596c-ff56-4032-b54e-8f062c194b16	3501999	+	-0.369
8386596c-ff56-4032-b54e-8f062c194b16	3502009	+	1.62
8386596c-ff56-4032-b54e-8f062c194b16	3502019	+	-1.31
8386596c-ff56-4032-b54e-8f062c194b16	3502032	+	-0.817
8386596c-ff56-4032-b54e-8f062c194b16	3502037	+	-1.7
8386596c-ff56-4032-b54e-8f062c194b16	3502041	+	1.21
8386596c-ff56-4032-b54e-8f062c194b16	3502046	+	-0.863
8386596c-ff56-4032-b54e-8f062c194b16	3502062	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3502078	+	1.49
8386596c-ff56-4032-b54e-8f062c194b16	3502089	+	-2.41
8386596c-ff56-4032-b54e-8f062c194b16	3502093	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3502095	+	-0.321
8386596c-ff56-4032-b54e-8f062c194b16	3502117	+	-2.11
8386596c-ff56-4032-b54e-8f062c194b16	3502128	+	1.07
8386596c-ff56-4032-b54e-8f062c194b16	3502140	+	-1.93
8386596c-ff56-4032-b54e-8f062c194b16	3502146	+	1.62
