Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
NC_000913.3	3499641	3499642	2	1	-
NC_000913.3	3499654	3499655	2	1	-
NC_000913.3	3499657	3499658	2	1	-
NC_000913.3	3499673	3499674	2	1	-
NC_000913.3	3499678	3499679	2	1	+
NC_000913.3	3499679	3499680	3	0.666666666666667	-
NC_000913.3	3499708	3499709	3	1	-
NC_000913.3	3499711	3499712	2	0.5	+
NC_000913.3	3499712	3499713	3	0.666666666666667	-
NC_000913.3	3499767	3499768	3	0.666666666666667	-
NC_000913.3	3499769	3499770	3	0.666666666666667	-
NC_000913.3	3499779	3499780	3	1	-
NC_000913.3	3499882	3499883	2	0.5	+
NC_000913.3	3499883	3499884	3	0.666666666666667	-
NC_000913.3	3499906	3499907	3	0.666666666666667	-
NC_000913.3	3499931	3499932	3	0.666666666666667	-
NC_000913.3	3499938	3499939	2	0.5	+
NC_000913.3	3499939	3499940	3	0.333333333333333	-
NC_000913.3	3499950	3499951	2	1	+
NC_000913.3	3499951	3499952	3	0.333333333333333	-
NC_000913.3	3499962	3499963	2	0.5	+
NC_000913.3	3499963	3499964	3	0.666666666666667	-
NC_000913.3	3499966	3499967	3	0.333333333333333	-
NC_000913.3	3499968	3499969	2	0.5	+
NC_000913.3	3499978	3499979	3	0.666666666666667	-
NC_000913.3	3499981	3499982	3	0.333333333333333	-
NC_000913.3	3499987	3499988	2	0.5	-
NC_000913.3	3500024	3500025	2	0.5	+
NC_000913.3	3500025	3500026	4	0.75	-
NC_000913.3	3500030	3500031	2	0.5	+
NC_000913.3	3500031	3500032	4	0.75	-
NC_000913.3	3500033	3500034	2	0.5	+
NC_000913.3	3500034	3500035	4	0.5	-
NC_000913.3	3500043	3500044	3	0.666666666666667	-
NC_000913.3	3500049	3500050	2	0.5	+
NC_000913.3	3500050	3500051	4	0.25	-
NC_000913.3	3500051	3500052	2	0.5	+
NC_000913.3	3500064	3500065	2	0.5	+
NC_000913.3	3500065	3500066	5	0.4	-
NC_000913.3	3500082	3500083	4	0.75	-
NC_000913.3	3500091	3500092	2	1	+
NC_000913.3	3500092	3500093	5	0.4	-
NC_000913.3	3500099	3500100	2	0.5	+
NC_000913.3	3500100	3500101	4	0.25	-
NC_000913.3	3500112	3500113	1	1	+
NC_000913.3	3500113	3500114	5	0.6	-
NC_000913.3	3500121	3500122	5	0.6	-
NC_000913.3	3500131	3500132	4	0.75	-
NC_000913.3	3500157	3500158	2	0.5	+
NC_000913.3	3500158	3500159	5	0.6	-
NC_000913.3	3500164	3500165	2	0.5	+
NC_000913.3	3500165	3500166	5	0.6	-
NC_000913.3	3500169	3500170	5	0.8	-
NC_000913.3	3500185	3500186	5	0.8	-
NC_000913.3	3500208	3500209	2	0.5	+
NC_000913.3	3500209	3500210	5	0.6	-
NC_000913.3	3500214	3500215	5	0.4	-
NC_000913.3	3500216	3500217	2	0.5	+
NC_000913.3	3500217	3500218	4	0.5	-
NC_000913.3	3500225	3500226	2	0.5	+
NC_000913.3	3500226	3500227	4	0.75	-
NC_000913.3	3500234	3500235	3	0.666666666666667	+
NC_000913.3	3500235	3500236	5	0.8	-
NC_000913.3	3500240	3500241	1	1	+
NC_000913.3	3500241	3500242	5	0.6	-
NC_000913.3	3500267	3500268	3	0.333333333333333	+
NC_000913.3	3500268	3500269	5	0.8	-
NC_000913.3	3500274	3500275	2	0.5	+
NC_000913.3	3500275	3500276	5	0.6	-
NC_000913.3	3500280	3500281	5	0.8	-
NC_000913.3	3500287	3500288	5	0.4	-
NC_000913.3	3500299	3500300	5	0.6	-
NC_000913.3	3500302	3500303	5	0.8	-
NC_000913.3	3500304	3500305	3	0.666666666666667	+
NC_000913.3	3500305	3500306	5	0.6	-
NC_000913.3	3500317	3500318	5	1	-
NC_000913.3	3500338	3500339	3	0.333333333333333	+
NC_000913.3	3500339	3500340	5	0.6	-
NC_000913.3	3500344	3500345	5	0.8	-
NC_000913.3	3500352	3500353	3	1	+
NC_000913.3	3500353	3500354	5	0.4	-
NC_000913.3	3500355	3500356	3	1	+
NC_000913.3	3500356	3500357	5	0.8	-
NC_000913.3	3500360	3500361	3	1	+
NC_000913.3	3500361	3500362	5	0.4	-
NC_000913.3	3500369	3500370	3	0.333333333333333	+
NC_000913.3	3500370	3500371	5	1	-
NC_000913.3	3500382	3500383	3	0.333333333333333	+
NC_000913.3	3500383	3500384	5	0.8	-
NC_000913.3	3500396	3500397	4	0.25	+
NC_000913.3	3500397	3500398	5	0.8	-
NC_000913.3	3500406	3500407	4	0.75	+
NC_000913.3	3500407	3500408	5	0.6	-
NC_000913.3	3500438	3500439	4	1	+
NC_000913.3	3500439	3500440	5	0.4	-
NC_000913.3	3500451	3500452	3	0.666666666666667	+
NC_000913.3	3500452	3500453	5	1	-
NC_000913.3	3500468	3500469	4	0.75	+
NC_000913.3	3500469	3500470	5	0.4	-
NC_000913.3	3500475	3500476	4	0.75	+
NC_000913.3	3500476	3500477	5	0.8	-
NC_000913.3	3500480	3500481	4	0.25	+
NC_000913.3	3500481	3500482	5	0.6	-
NC_000913.3	3500495	3500496	4	0.5	+
NC_000913.3	3500496	3500497	5	1	-
NC_000913.3	3500504	3500505	4	0.5	+
NC_000913.3	3500505	3500506	5	0.6	-
NC_000913.3	3500528	3500529	4	0.25	+
NC_000913.3	3500529	3500530	5	1	-
NC_000913.3	3500535	3500536	4	0.25	+
NC_000913.3	3500536	3500537	5	0.8	-
NC_000913.3	3500562	3500563	4	0.25	+
NC_000913.3	3500563	3500564	5	0.8	-
NC_000913.3	3500565	3500566	5	0.2	+
NC_000913.3	3500566	3500567	5	0.8	-
NC_000913.3	3500580	3500581	5	0.4	+
NC_000913.3	3500581	3500582	5	0.6	-
NC_000913.3	3500596	3500597	5	0.2	+
NC_000913.3	3500597	3500598	5	0.6	-
NC_000913.3	3500600	3500601	4	0.5	+
NC_000913.3	3500601	3500602	5	0.8	-
NC_000913.3	3500648	3500649	5	0.6	+
NC_000913.3	3500649	3500650	5	0.8	-
NC_000913.3	3500661	3500662	5	0.4	+
NC_000913.3	3500662	3500663	5	1	-
NC_000913.3	3500676	3500677	2	1	+
NC_000913.3	3500677	3500678	5	0.4	-
NC_000913.3	3500685	3500686	4	0.5	+
NC_000913.3	3500686	3500687	4	0.75	-
NC_000913.3	3500699	3500700	4	0.25	+
NC_000913.3	3500700	3500701	5	1	-
NC_000913.3	3500702	3500703	5	0.2	+
NC_000913.3	3500703	3500704	5	0.4	-
NC_000913.3	3500710	3500711	5	0.8	-
NC_000913.3	3500713	3500714	4	1	-
NC_000913.3	3500731	3500732	5	1	-
NC_000913.3	3500737	3500738	5	0.8	-
NC_000913.3	3500746	3500747	5	1	-
NC_000913.3	3500768	3500769	5	0.2	+
NC_000913.3	3500769	3500770	5	1	-
NC_000913.3	3500771	3500772	5	0.6	+
NC_000913.3	3500772	3500773	5	0.6	-
NC_000913.3	3500778	3500779	5	0.2	+
NC_000913.3	3500779	3500780	5	0.4	-
NC_000913.3	3500792	3500793	5	0.2	+
NC_000913.3	3500793	3500794	5	1	-
NC_000913.3	3500805	3500806	5	0.6	+
NC_000913.3	3500819	3500820	5	0.2	+
NC_000913.3	3500820	3500821	5	0.6	-
NC_000913.3	3500822	3500823	5	0.6	-
NC_000913.3	3500832	3500833	5	0.4	+
NC_000913.3	3500833	3500834	5	0.6	-
NC_000913.3	3500834	3500835	5	0.4	+
NC_000913.3	3500835	3500836	5	0.8	-
NC_000913.3	3500840	3500841	5	0.8	+
NC_000913.3	3500841	3500842	5	0.8	-
NC_000913.3	3500868	3500869	5	0.6	+
NC_000913.3	3500869	3500870	5	0.2	-
NC_000913.3	3500883	3500884	5	0.4	-
NC_000913.3	3500894	3500895	5	0.6	+
NC_000913.3	3500895	3500896	4	1	-
NC_000913.3	3500897	3500898	5	0.8	+
NC_000913.3	3500898	3500899	5	0.4	-
NC_000913.3	3500924	3500925	5	0.8	+
NC_000913.3	3500925	3500926	5	0.8	-
NC_000913.3	3500946	3500947	5	0.6	+
NC_000913.3	3500947	3500948	5	0.6	-
NC_000913.3	3500953	3500954	5	0.8	-
NC_000913.3	3501015	3501016	2	0.5	+
NC_000913.3	3501016	3501017	5	0.6	-
NC_000913.3	3501034	3501035	4	0.25	+
NC_000913.3	3501035	3501036	5	0.8	-
NC_000913.3	3501040	3501041	4	0.75	+
NC_000913.3	3501041	3501042	5	0.8	-
NC_000913.3	3501042	3501043	5	0.4	+
NC_000913.3	3501043	3501044	5	0.8	-
NC_000913.3	3501045	3501046	5	0.4	+
NC_000913.3	3501046	3501047	5	0.8	-
NC_000913.3	3501056	3501057	5	0.2	+
NC_000913.3	3501057	3501058	5	0.8	-
NC_000913.3	3501064	3501065	5	1	+
NC_000913.3	3501065	3501066	5	0.4	-
NC_000913.3	3501071	3501072	5	0.4	+
NC_000913.3	3501072	3501073	5	0.6	-
NC_000913.3	3501078	3501079	5	1	+
NC_000913.3	3501079	3501080	4	0.5	-
NC_000913.3	3501097	3501098	5	0.2	-
NC_000913.3	3501104	3501105	5	0.6	+
NC_000913.3	3501105	3501106	4	0.5	-
NC_000913.3	3501123	3501124	5	0.6	+
NC_000913.3	3501124	3501125	4	1	-
NC_000913.3	3501146	3501147	6	0.166666666666667	+
NC_000913.3	3501147	3501148	4	1	-
NC_000913.3	3501154	3501155	5	0.6	-
NC_000913.3	3501165	3501166	6	0.5	+
NC_000913.3	3501166	3501167	5	0.8	-
NC_000913.3	3501168	3501169	5	0.8	+
NC_000913.3	3501169	3501170	5	0.6	-
NC_000913.3	3501174	3501175	5	0.6	+
NC_000913.3	3501175	3501176	5	1	-
NC_000913.3	3501201	3501202	3	0.333333333333333	+
NC_000913.3	3501202	3501203	5	0.8	-
NC_000913.3	3501212	3501213	6	0.833333333333333	+
NC_000913.3	3501213	3501214	5	0.6	-
NC_000913.3	3501217	3501218	6	1	+
NC_000913.3	3501218	3501219	5	0.6	-
NC_000913.3	3501223	3501224	6	0.666666666666667	+
NC_000913.3	3501224	3501225	5	1	-
NC_000913.3	3501234	3501235	5	0.8	+
NC_000913.3	3501235	3501236	5	1	-
NC_000913.3	3501242	3501243	5	0.8	+
NC_000913.3	3501243	3501244	5	0.8	-
NC_000913.3	3501290	3501291	7	0.142857142857143	+
NC_000913.3	3501291	3501292	5	0.4	-
NC_000913.3	3501308	3501309	6	0.333333333333333	+
NC_000913.3	3501309	3501310	5	0.8	-
NC_000913.3	3501350	3501351	6	0.5	+
NC_000913.3	3501351	3501352	5	0.6	-
NC_000913.3	3501355	3501356	7	0.142857142857143	+
NC_000913.3	3501356	3501357	5	0.8	-
NC_000913.3	3501365	3501366	7	0.428571428571429	+
NC_000913.3	3501366	3501367	5	0.8	-
NC_000913.3	3501371	3501372	6	0.5	+
NC_000913.3	3501372	3501373	5	0.4	-
NC_000913.3	3501390	3501391	5	0.6	+
NC_000913.3	3501391	3501392	4	0.5	-
NC_000913.3	3501392	3501393	7	0.571428571428571	+
NC_000913.3	3501393	3501394	4	0.5	-
NC_000913.3	3501402	3501403	6	0.666666666666667	+
NC_000913.3	3501403	3501404	5	1	-
NC_000913.3	3501413	3501414	6	0.166666666666667	+
NC_000913.3	3501414	3501415	5	0.4	-
NC_000913.3	3501422	3501423	7	0.428571428571429	+
NC_000913.3	3501423	3501424	5	0.4	-
NC_000913.3	3501427	3501428	5	0.4	+
NC_000913.3	3501428	3501429	5	0.8	-
NC_000913.3	3501437	3501438	5	0.8	+
NC_000913.3	3501438	3501439	5	1	-
NC_000913.3	3501439	3501440	7	0.857142857142857	+
NC_000913.3	3501440	3501441	5	0.8	-
NC_000913.3	3501442	3501443	7	0.857142857142857	+
NC_000913.3	3501443	3501444	4	0.75	-
NC_000913.3	3501448	3501449	7	0.571428571428571	+
NC_000913.3	3501449	3501450	5	1	-
NC_000913.3	3501451	3501452	7	0.428571428571429	+
NC_000913.3	3501452	3501453	5	0.2	-
NC_000913.3	3501463	3501464	7	0.857142857142857	+
NC_000913.3	3501464	3501465	4	1	-
NC_000913.3	3501468	3501469	6	1	+
NC_000913.3	3501469	3501470	5	1	-
NC_000913.3	3501477	3501478	5	0.8	-
NC_000913.3	3501491	3501492	7	0.428571428571429	+
NC_000913.3	3501492	3501493	5	1	-
NC_000913.3	3501500	3501501	7	0.285714285714286	+
NC_000913.3	3501501	3501502	5	1	-
NC_000913.3	3501515	3501516	6	0.666666666666667	+
NC_000913.3	3501516	3501517	4	1	-
NC_000913.3	3501526	3501527	8	0.25	+
NC_000913.3	3501527	3501528	5	0.8	-
NC_000913.3	3501531	3501532	8	0.625	+
NC_000913.3	3501532	3501533	5	1	-
NC_000913.3	3501536	3501537	7	0.571428571428571	+
NC_000913.3	3501537	3501538	5	0.6	-
NC_000913.3	3501539	3501540	8	0.25	+
NC_000913.3	3501540	3501541	5	0.4	-
NC_000913.3	3501543	3501544	8	0.75	+
NC_000913.3	3501544	3501545	6	1	-
NC_000913.3	3501548	3501549	7	1	+
NC_000913.3	3501549	3501550	6	0.666666666666667	-
NC_000913.3	3501560	3501561	8	0.75	+
NC_000913.3	3501561	3501562	6	0.666666666666667	-
NC_000913.3	3501572	3501573	7	0.714285714285714	+
NC_000913.3	3501573	3501574	5	0.4	-
NC_000913.3	3501581	3501582	8	0.5	+
NC_000913.3	3501582	3501583	6	0.833333333333333	-
NC_000913.3	3501598	3501599	8	0.875	+
NC_000913.3	3501599	3501600	7	0.428571428571429	-
NC_000913.3	3501612	3501613	8	0.5	+
NC_000913.3	3501613	3501614	6	0.333333333333333	-
NC_000913.3	3501620	3501621	8	0.75	+
NC_000913.3	3501621	3501622	7	0.714285714285714	-
NC_000913.3	3501623	3501624	7	0.714285714285714	+
NC_000913.3	3501624	3501625	7	0.714285714285714	-
NC_000913.3	3501634	3501635	8	0.75	+
NC_000913.3	3501635	3501636	7	0.285714285714286	-
NC_000913.3	3501637	3501638	8	1	+
NC_000913.3	3501638	3501639	7	0.428571428571429	-
NC_000913.3	3501648	3501649	5	0.2	+
NC_000913.3	3501649	3501650	6	0.666666666666667	-
NC_000913.3	3501650	3501651	8	0.5	+
NC_000913.3	3501651	3501652	7	0.714285714285714	-
NC_000913.3	3501652	3501653	9	0.666666666666667	+
NC_000913.3	3501653	3501654	7	0.571428571428571	-
NC_000913.3	3501661	3501662	9	0.222222222222222	+
NC_000913.3	3501662	3501663	7	0.714285714285714	-
NC_000913.3	3501670	3501671	7	0.428571428571429	+
NC_000913.3	3501671	3501672	7	0.571428571428571	-
NC_000913.3	3501673	3501674	9	0.555555555555556	+
NC_000913.3	3501674	3501675	7	0.428571428571429	-
NC_000913.3	3501676	3501677	8	0.625	+
NC_000913.3	3501677	3501678	6	0.333333333333333	-
NC_000913.3	3501701	3501702	9	0.111111111111111	+
NC_000913.3	3501702	3501703	8	0.75	-
NC_000913.3	3501740	3501741	9	1	+
NC_000913.3	3501741	3501742	9	0.555555555555556	-
NC_000913.3	3501763	3501764	9	0.888888888888889	-
NC_000913.3	3501767	3501768	7	0.571428571428571	+
NC_000913.3	3501768	3501769	8	0.5	-
NC_000913.3	3501769	3501770	8	0.625	+
NC_000913.3	3501770	3501771	9	0.555555555555556	-
NC_000913.3	3501772	3501773	9	0.333333333333333	+
NC_000913.3	3501773	3501774	9	0.444444444444444	-
NC_000913.3	3501776	3501777	8	0.375	+
NC_000913.3	3501777	3501778	9	0.666666666666667	-
NC_000913.3	3501778	3501779	7	0.285714285714286	+
NC_000913.3	3501779	3501780	9	0.222222222222222	-
NC_000913.3	3501785	3501786	9	0.666666666666667	+
NC_000913.3	3501786	3501787	9	0.666666666666667	-
NC_000913.3	3501800	3501801	9	0.888888888888889	+
NC_000913.3	3501801	3501802	8	0.875	-
NC_000913.3	3501817	3501818	9	0.555555555555556	+
NC_000913.3	3501818	3501819	9	0.888888888888889	-
NC_000913.3	3501823	3501824	9	0.333333333333333	+
NC_000913.3	3501824	3501825	9	0.888888888888889	-
NC_000913.3	3501827	3501828	9	0.444444444444444	+
NC_000913.3	3501828	3501829	8	0.875	-
NC_000913.3	3501840	3501841	9	0.333333333333333	+
NC_000913.3	3501841	3501842	8	0.75	-
NC_000913.3	3501861	3501862	9	0.444444444444444	+
NC_000913.3	3501862	3501863	9	0.666666666666667	-
NC_000913.3	3501892	3501893	9	0.555555555555556	+
NC_000913.3	3501893	3501894	9	0.666666666666667	-
NC_000913.3	3501905	3501906	9	0.555555555555556	+
NC_000913.3	3501906	3501907	9	0.444444444444444	-
NC_000913.3	3501913	3501914	9	0.222222222222222	+
NC_000913.3	3501914	3501915	8	0.125	-
NC_000913.3	3501919	3501920	9	0.222222222222222	+
NC_000913.3	3501920	3501921	9	0.666666666666667	-
NC_000913.3	3501924	3501925	9	0.666666666666667	+
NC_000913.3	3501925	3501926	8	0.75	-
NC_000913.3	3501928	3501929	9	0.444444444444444	+
NC_000913.3	3501929	3501930	9	0.888888888888889	-
NC_000913.3	3501955	3501956	8	0.625	+
NC_000913.3	3501956	3501957	9	0.888888888888889	-
NC_000913.3	3501976	3501977	8	0.5	+
NC_000913.3	3501977	3501978	9	0.777777777777778	-
NC_000913.3	3501980	3501981	9	0.555555555555556	+
NC_000913.3	3501981	3501982	9	0.555555555555556	-
NC_000913.3	3501986	3501987	7	0.714285714285714	+
NC_000913.3	3501987	3501988	9	0.333333333333333	-
NC_000913.3	3501998	3501999	9	0.555555555555556	+
NC_000913.3	3501999	3502000	9	0.444444444444444	-
NC_000913.3	3502008	3502009	9	0.555555555555556	+
NC_000913.3	3502009	3502010	9	0.666666666666667	-
NC_000913.3	3502018	3502019	9	0.555555555555556	+
NC_000913.3	3502019	3502020	9	0.555555555555556	-
NC_000913.3	3502031	3502032	7	0.857142857142857	+
NC_000913.3	3502032	3502033	9	0.888888888888889	-
NC_000913.3	3502036	3502037	9	0.444444444444444	+
NC_000913.3	3502037	3502038	9	0.777777777777778	-
NC_000913.3	3502040	3502041	9	0.777777777777778	+
NC_000913.3	3502041	3502042	9	0.444444444444444	-
NC_000913.3	3502045	3502046	9	0.444444444444444	+
NC_000913.3	3502046	3502047	9	0.111111111111111	-
NC_000913.3	3502061	3502062	9	0.444444444444444	+
NC_000913.3	3502062	3502063	9	0.777777777777778	-
NC_000913.3	3502077	3502078	8	0.75	+
NC_000913.3	3502078	3502079	9	0.888888888888889	-
NC_000913.3	3502088	3502089	9	0.111111111111111	+
NC_000913.3	3502089	3502090	9	0.777777777777778	-
NC_000913.3	3502092	3502093	9	0.333333333333333	+
NC_000913.3	3502093	3502094	8	1	-
NC_000913.3	3502094	3502095	9	0.444444444444444	+
NC_000913.3	3502095	3502096	9	0.777777777777778	-
NC_000913.3	3502116	3502117	9	0.777777777777778	+
NC_000913.3	3502117	3502118	8	0.625	-
NC_000913.3	3502127	3502128	9	0.666666666666667	+
NC_000913.3	3502128	3502129	9	0.666666666666667	-
NC_000913.3	3502133	3502134	7	0.428571428571429	+
NC_000913.3	3502134	3502135	8	0.375	-
NC_000913.3	3502139	3502140	8	0.5	+
NC_000913.3	3502140	3502141	9	0.777777777777778	-
NC_000913.3	3502145	3502146	8	0.625	+
NC_000913.3	3502146	3502147	8	0.875	-
NC_000913.3	3502148	3502149	9	0.111111111111111	+
NC_000913.3	3502149	3502150	9	0.777777777777778	-
NC_000913.3	3502156	3502157	7	0.142857142857143	+
NC_000913.3	3502157	3502158	8	0.75	-
NC_000913.3	3502171	3502172	12	0.5	+
NC_000913.3	3502172	3502173	9	0.555555555555556	-
NC_000913.3	3502183	3502184	11	0.454545454545455	+
NC_000913.3	3502184	3502185	9	0.444444444444444	-
NC_000913.3	3502196	3502197	13	0.461538461538462	+
NC_000913.3	3502197	3502198	9	0.222222222222222	-
NC_000913.3	3502249	3502250	13	0.846153846153846	+
NC_000913.3	3502250	3502251	9	0.111111111111111	-
NC_000913.3	3502257	3502258	12	0.666666666666667	+
NC_000913.3	3502258	3502259	8	1	-
NC_000913.3	3502260	3502261	13	0.384615384615385	+
NC_000913.3	3502261	3502262	9	0.444444444444444	-
NC_000913.3	3502268	3502269	12	0.25	+
NC_000913.3	3502269	3502270	9	0.555555555555556	-
NC_000913.3	3502299	3502300	13	0.384615384615385	+
NC_000913.3	3502300	3502301	9	0.111111111111111	-
NC_000913.3	3502304	3502305	13	0.153846153846154	+
NC_000913.3	3502305	3502306	10	0.4	-
NC_000913.3	3502310	3502311	10	0.4	+
NC_000913.3	3502311	3502312	10	0.3	-
NC_000913.3	3502316	3502317	10	0.3	-
NC_000913.3	3502324	3502325	9	0.333333333333333	-
NC_000913.3	3502337	3502338	11	0.0909090909090909	+
NC_000913.3	3502338	3502339	10	0.6	-
NC_000913.3	3502362	3502363	12	0.25	+
NC_000913.3	3502363	3502364	9	0.444444444444444	-
NC_000913.3	3502372	3502373	12	0.583333333333333	+
NC_000913.3	3502373	3502374	10	0.6	-
NC_000913.3	3502389	3502390	12	0.75	+
NC_000913.3	3502390	3502391	10	0.5	-
NC_000913.3	3502396	3502397	13	0.769230769230769	+
NC_000913.3	3502397	3502398	10	0.7	-
NC_000913.3	3502407	3502408	13	0.538461538461538	+
NC_000913.3	3502408	3502409	10	0.7	-
NC_000913.3	3502419	3502420	13	0.461538461538462	+
NC_000913.3	3502420	3502421	9	0.444444444444444	-
NC_000913.3	3502422	3502423	13	0.461538461538462	+
NC_000913.3	3502423	3502424	10	0.7	-
NC_000913.3	3502428	3502429	13	0.384615384615385	+
NC_000913.3	3502429	3502430	9	0.777777777777778	-
NC_000913.3	3502440	3502441	13	0.923076923076923	+
NC_000913.3	3502441	3502442	10	0.2	-
