Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
NC_000913.3	3498783	3498784	1	1	+
NC_000913.3	3498800	3498801	2	1	+
NC_000913.3	3498845	3498846	2	1	+
NC_000913.3	3498860	3498861	1	1	+
NC_000913.3	3498865	3498866	2	1	+
NC_000913.3	3498867	3498868	2	1	+
NC_000913.3	3498882	3498883	2	1	+
NC_000913.3	3498886	3498887	2	1	+
NC_000913.3	3498897	3498898	1	1	+
NC_000913.3	3498912	3498913	2	1	+
NC_000913.3	3498941	3498942	1	1	+
NC_000913.3	3498956	3498957	2	1	+
NC_000913.3	3498987	3498988	1	1	+
NC_000913.3	3498989	3498990	1	1	+
NC_000913.3	3499017	3499018	1	1	+
NC_000913.3	3499029	3499030	1	1	+
NC_000913.3	3499037	3499038	2	1	+
NC_000913.3	3499050	3499051	2	1	+
NC_000913.3	3499056	3499057	1	1	+
NC_000913.3	3499061	3499062	2	1	+
NC_000913.3	3499070	3499071	2	1	+
NC_000913.3	3499075	3499076	2	0	+
NC_000913.3	3499077	3499078	2	0	+
NC_000913.3	3499086	3499087	1	1	+
NC_000913.3	3499091	3499092	1	0	+
NC_000913.3	3499115	3499116	2	1	+
NC_000913.3	3499136	3499137	2	1	+
NC_000913.3	3499153	3499154	1	1	+
NC_000913.3	3499168	3499169	2	1	+
NC_000913.3	3499170	3499171	1	1	+
NC_000913.3	3499309	3499310	2	1	+
NC_000913.3	3499339	3499340	2	1	+
NC_000913.3	3499349	3499350	2	1	+
NC_000913.3	3499371	3499372	2	1	+
NC_000913.3	3499380	3499381	2	1	+
NC_000913.3	3499493	3499494	2	1	+
NC_000913.3	3499494	3499495	1	1	-
NC_000913.3	3499525	3499526	2	1	+
NC_000913.3	3499526	3499527	1	1	-
NC_000913.3	3499545	3499546	1	1	+
NC_000913.3	3499546	3499547	2	1	-
NC_000913.3	3499563	3499564	1	1	-
NC_000913.3	3499590	3499591	2	1	+
NC_000913.3	3499591	3499592	1	1	-
NC_000913.3	3499630	3499631	1	1	+
NC_000913.3	3499631	3499632	1	1	-
NC_000913.3	3499640	3499641	2	1	+
NC_000913.3	3499641	3499642	1	1	-
NC_000913.3	3499653	3499654	1	1	+
NC_000913.3	3499654	3499655	1	1	-
NC_000913.3	3499656	3499657	2	1	+
NC_000913.3	3499657	3499658	2	1	-
NC_000913.3	3499673	3499674	2	1	-
NC_000913.3	3499678	3499679	2	1	+
NC_000913.3	3499679	3499680	2	1	-
NC_000913.3	3499708	3499709	2	1	-
NC_000913.3	3499712	3499713	2	1	-
NC_000913.3	3499766	3499767	1	1	+
NC_000913.3	3499767	3499768	3	1	-
NC_000913.3	3499769	3499770	3	1	-
NC_000913.3	3499778	3499779	2	1	+
NC_000913.3	3499779	3499780	3	1	-
NC_000913.3	3499883	3499884	2	1	-
NC_000913.3	3499905	3499906	1	1	+
NC_000913.3	3499930	3499931	1	1	+
NC_000913.3	3499950	3499951	1	1	+
NC_000913.3	3499962	3499963	2	1	+
NC_000913.3	3499965	3499966	2	1	+
NC_000913.3	3499966	3499967	1	1	-
NC_000913.3	3499968	3499969	2	1	+
NC_000913.3	3499969	3499970	2	1	-
NC_000913.3	3499977	3499978	1	1	+
NC_000913.3	3499978	3499979	1	1	-
NC_000913.3	3499980	3499981	1	1	+
NC_000913.3	3499981	3499982	3	1	-
NC_000913.3	3499987	3499988	2	1	-
NC_000913.3	3500024	3500025	1	1	+
NC_000913.3	3500025	3500026	1	1	-
NC_000913.3	3500030	3500031	2	1	+
NC_000913.3	3500031	3500032	2	1	-
NC_000913.3	3500033	3500034	2	1	+
NC_000913.3	3500034	3500035	3	1	-
NC_000913.3	3500042	3500043	1	1	+
NC_000913.3	3500043	3500044	1	1	-
NC_000913.3	3500050	3500051	3	0.6667	-
NC_000913.3	3500052	3500053	2	1	-
NC_000913.3	3500064	3500065	2	1	+
NC_000913.3	3500065	3500066	1	1	-
NC_000913.3	3500082	3500083	3	1	-
NC_000913.3	3500091	3500092	1	1	+
NC_000913.3	3500092	3500093	3	1	-
NC_000913.3	3500099	3500100	1	1	+
NC_000913.3	3500112	3500113	2	1	+
NC_000913.3	3500121	3500122	2	1	-
NC_000913.3	3500130	3500131	2	1	+
NC_000913.3	3500131	3500132	4	1	-
NC_000913.3	3500157	3500158	2	1	+
NC_000913.3	3500164	3500165	2	1	+
NC_000913.3	3500165	3500166	4	1	-
NC_000913.3	3500169	3500170	1	1	-
NC_000913.3	3500185	3500186	2	1	-
NC_000913.3	3500208	3500209	1	1	+
NC_000913.3	3500209	3500210	3	1	-
NC_000913.3	3500213	3500214	2	1	+
NC_000913.3	3500214	3500215	2	0.5	-
NC_000913.3	3500217	3500218	3	1	-
NC_000913.3	3500225	3500226	3	1	+
NC_000913.3	3500226	3500227	3	1	-
NC_000913.3	3500234	3500235	3	1	+
NC_000913.3	3500235	3500236	3	1	-
NC_000913.3	3500240	3500241	2	1	+
NC_000913.3	3500241	3500242	4	1	-
NC_000913.3	3500267	3500268	3	1	+
NC_000913.3	3500268	3500269	1	1	-
NC_000913.3	3500274	3500275	3	1	+
NC_000913.3	3500275	3500276	2	1	-
NC_000913.3	3500280	3500281	2	1	-
NC_000913.3	3500286	3500287	2	1	+
NC_000913.3	3500287	3500288	2	1	-
NC_000913.3	3500298	3500299	2	1	+
NC_000913.3	3500299	3500300	1	1	-
NC_000913.3	3500301	3500302	2	1	+
NC_000913.3	3500302	3500303	3	1	-
NC_000913.3	3500304	3500305	3	1	+
NC_000913.3	3500305	3500306	3	0.6667	-
NC_000913.3	3500316	3500317	3	1	+
NC_000913.3	3500317	3500318	1	1	-
NC_000913.3	3500338	3500339	3	0.6667	+
NC_000913.3	3500339	3500340	4	1	-
NC_000913.3	3500344	3500345	1	1	-
NC_000913.3	3500352	3500353	2	1	+
NC_000913.3	3500353	3500354	3	1	-
NC_000913.3	3500356	3500357	4	1	-
NC_000913.3	3500361	3500362	4	1	-
NC_000913.3	3500369	3500370	3	1	+
NC_000913.3	3500370	3500371	2	1	-
NC_000913.3	3500382	3500383	3	1	+
NC_000913.3	3500383	3500384	1	1	-
NC_000913.3	3500397	3500398	4	1	-
NC_000913.3	3500406	3500407	3	1	+
NC_000913.3	3500407	3500408	4	1	-
NC_000913.3	3500438	3500439	3	1	+
NC_000913.3	3500439	3500440	1	1	-
NC_000913.3	3500451	3500452	3	1	+
NC_000913.3	3500452	3500453	5	1	-
NC_000913.3	3500468	3500469	3	1	+
NC_000913.3	3500469	3500470	5	1	-
NC_000913.3	3500475	3500476	3	1	+
NC_000913.3	3500476	3500477	4	1	-
NC_000913.3	3500480	3500481	2	1	+
NC_000913.3	3500495	3500496	1	1	+
NC_000913.3	3500496	3500497	3	1	-
NC_000913.3	3500504	3500505	3	1	+
NC_000913.3	3500505	3500506	2	1	-
NC_000913.3	3500528	3500529	3	1	+
NC_000913.3	3500529	3500530	5	1	-
NC_000913.3	3500535	3500536	4	1	+
NC_000913.3	3500536	3500537	2	1	-
NC_000913.3	3500562	3500563	3	1	+
NC_000913.3	3500563	3500564	5	1	-
NC_000913.3	3500565	3500566	2	1	+
NC_000913.3	3500566	3500567	5	1	-
NC_000913.3	3500580	3500581	1	0	+
NC_000913.3	3500596	3500597	1	1	+
NC_000913.3	3500597	3500598	2	1	-
NC_000913.3	3500600	3500601	1	1	+
NC_000913.3	3500601	3500602	3	1	-
NC_000913.3	3500648	3500649	4	1	+
NC_000913.3	3500649	3500650	2	1	-
NC_000913.3	3500662	3500663	3	1	-
NC_000913.3	3500676	3500677	1	1	+
NC_000913.3	3500677	3500678	4	1	-
NC_000913.3	3500685	3500686	2	1	+
NC_000913.3	3500686	3500687	1	0	-
NC_000913.3	3500699	3500700	3	0.6667	+
NC_000913.3	3500700	3500701	1	1	-
NC_000913.3	3500702	3500703	2	1	+
NC_000913.3	3500703	3500704	5	1	-
NC_000913.3	3500709	3500710	2	1	+
NC_000913.3	3500710	3500711	5	1	-
NC_000913.3	3500712	3500713	1	1	+
NC_000913.3	3500713	3500714	5	1	-
NC_000913.3	3500730	3500731	1	0	+
NC_000913.3	3500731	3500732	5	1	-
NC_000913.3	3500736	3500737	4	1	+
NC_000913.3	3500737	3500738	5	1	-
NC_000913.3	3500768	3500769	2	1	+
NC_000913.3	3500769	3500770	3	1	-
NC_000913.3	3500771	3500772	1	1	+
NC_000913.3	3500772	3500773	5	1	-
NC_000913.3	3500778	3500779	4	1	+
NC_000913.3	3500779	3500780	4	1	-
NC_000913.3	3500792	3500793	2	1	+
NC_000913.3	3500793	3500794	2	1	-
NC_000913.3	3500805	3500806	4	1	+
NC_000913.3	3500806	3500807	1	1	-
NC_000913.3	3500819	3500820	3	1	+
NC_000913.3	3500820	3500821	4	1	-
NC_000913.3	3500821	3500822	3	1	+
NC_000913.3	3500822	3500823	4	1	-
NC_000913.3	3500832	3500833	3	1	+
NC_000913.3	3500833	3500834	5	1	-
NC_000913.3	3500835	3500836	5	1	-
NC_000913.3	3500840	3500841	3	1	+
NC_000913.3	3500841	3500842	4	1	-
NC_000913.3	3500868	3500869	2	1	+
NC_000913.3	3500869	3500870	5	1	-
NC_000913.3	3500883	3500884	1	1	-
NC_000913.3	3500894	3500895	4	1	+
NC_000913.3	3500895	3500896	4	0.75	-
NC_000913.3	3500897	3500898	2	1	+
NC_000913.3	3500898	3500899	4	0.75	-
NC_000913.3	3500924	3500925	3	1	+
NC_000913.3	3500925	3500926	4	1	-
NC_000913.3	3500946	3500947	2	1	+
NC_000913.3	3500947	3500948	4	0.75	-
NC_000913.3	3500953	3500954	4	1	-
NC_000913.3	3501015	3501016	1	1	+
NC_000913.3	3501016	3501017	4	1	-
NC_000913.3	3501034	3501035	4	1	+
NC_000913.3	3501035	3501036	3	1	-
NC_000913.3	3501040	3501041	2	1	+
NC_000913.3	3501041	3501042	4	1	-
NC_000913.3	3501042	3501043	3	1	+
NC_000913.3	3501043	3501044	5	1	-
NC_000913.3	3501045	3501046	2	1	+
NC_000913.3	3501046	3501047	5	1	-
NC_000913.3	3501056	3501057	2	0.5	+
NC_000913.3	3501064	3501065	3	1	+
NC_000913.3	3501065	3501066	2	1	-
NC_000913.3	3501072	3501073	3	1	-
NC_000913.3	3501078	3501079	1	1	+
NC_000913.3	3501096	3501097	3	1	+
NC_000913.3	3501097	3501098	4	1	-
NC_000913.3	3501104	3501105	2	0.5	+
NC_000913.3	3501105	3501106	5	1	-
NC_000913.3	3501123	3501124	5	1	+
NC_000913.3	3501124	3501125	5	1	-
NC_000913.3	3501146	3501147	4	1	+
NC_000913.3	3501147	3501148	5	1	-
NC_000913.3	3501154	3501155	5	1	-
NC_000913.3	3501165	3501166	3	1	+
NC_000913.3	3501166	3501167	2	1	-
NC_000913.3	3501168	3501169	4	0.75	+
NC_000913.3	3501169	3501170	4	1	-
NC_000913.3	3501174	3501175	3	1	+
NC_000913.3	3501175	3501176	3	1	-
NC_000913.3	3501201	3501202	5	1	+
NC_000913.3	3501202	3501203	5	1	-
NC_000913.3	3501212	3501213	4	1	+
NC_000913.3	3501213	3501214	4	1	-
NC_000913.3	3501217	3501218	3	1	+
NC_000913.3	3501218	3501219	4	0.75	-
NC_000913.3	3501223	3501224	3	1	+
NC_000913.3	3501224	3501225	3	1	-
NC_000913.3	3501234	3501235	2	1	+
NC_000913.3	3501242	3501243	5	1	+
NC_000913.3	3501243	3501244	5	1	-
NC_000913.3	3501290	3501291	6	1	+
NC_000913.3	3501308	3501309	6	1	+
NC_000913.3	3501309	3501310	5	1	-
NC_000913.3	3501350	3501351	5	1	+
NC_000913.3	3501351	3501352	4	1	-
NC_000913.3	3501355	3501356	4	1	+
NC_000913.3	3501356	3501357	1	1	-
NC_000913.3	3501365	3501366	4	0.5	+
NC_000913.3	3501366	3501367	5	1	-
NC_000913.3	3501371	3501372	4	1	+
NC_000913.3	3501390	3501391	3	1	+
NC_000913.3	3501391	3501392	4	0.75	-
NC_000913.3	3501392	3501393	3	1	+
NC_000913.3	3501393	3501394	3	1	-
NC_000913.3	3501402	3501403	5	1	+
NC_000913.3	3501403	3501404	5	1	-
NC_000913.3	3501413	3501414	6	1	+
NC_000913.3	3501414	3501415	2	1	-
NC_000913.3	3501422	3501423	5	1	+
NC_000913.3	3501427	3501428	6	1	+
NC_000913.3	3501428	3501429	1	1	-
NC_000913.3	3501437	3501438	4	1	+
NC_000913.3	3501438	3501439	3	1	-
NC_000913.3	3501439	3501440	2	0.5	+
NC_000913.3	3501440	3501441	4	1	-
NC_000913.3	3501442	3501443	5	0.8	+
NC_000913.3	3501443	3501444	5	1	-
NC_000913.3	3501448	3501449	4	1	+
NC_000913.3	3501449	3501450	3	1	-
NC_000913.3	3501451	3501452	2	1	+
NC_000913.3	3501452	3501453	5	1	-
NC_000913.3	3501463	3501464	5	1	+
NC_000913.3	3501464	3501465	2	1	-
NC_000913.3	3501468	3501469	6	1	+
NC_000913.3	3501469	3501470	2	1	-
NC_000913.3	3501477	3501478	5	1	-
NC_000913.3	3501491	3501492	4	1	+
NC_000913.3	3501492	3501493	5	1	-
NC_000913.3	3501500	3501501	1	1	+
NC_000913.3	3501501	3501502	5	1	-
NC_000913.3	3501515	3501516	3	1	+
NC_000913.3	3501516	3501517	4	1	-
NC_000913.3	3501526	3501527	3	1	+
NC_000913.3	3501527	3501528	5	0.6	-
NC_000913.3	3501531	3501532	7	1	+
NC_000913.3	3501532	3501533	4	1	-
NC_000913.3	3501536	3501537	7	1	+
NC_000913.3	3501537	3501538	4	1	-
NC_000913.3	3501539	3501540	4	1	+
NC_000913.3	3501540	3501541	5	1	-
NC_000913.3	3501543	3501544	5	1	+
NC_000913.3	3501544	3501545	5	1	-
NC_000913.3	3501548	3501549	4	0.75	+
NC_000913.3	3501549	3501550	5	1	-
NC_000913.3	3501560	3501561	5	1	+
NC_000913.3	3501561	3501562	3	1	-
NC_000913.3	3501572	3501573	5	1	+
NC_000913.3	3501573	3501574	5	1	-
NC_000913.3	3501581	3501582	6	1	+
NC_000913.3	3501582	3501583	4	1	-
NC_000913.3	3501598	3501599	1	1	+
NC_000913.3	3501599	3501600	3	1	-
NC_000913.3	3501612	3501613	6	1	+
NC_000913.3	3501620	3501621	7	1	+
NC_000913.3	3501621	3501622	3	1	-
NC_000913.3	3501623	3501624	4	0.75	+
NC_000913.3	3501624	3501625	5	1	-
NC_000913.3	3501634	3501635	5	1	+
NC_000913.3	3501635	3501636	4	1	-
NC_000913.3	3501637	3501638	2	1	+
NC_000913.3	3501638	3501639	6	0.8333	-
NC_000913.3	3501648	3501649	5	1	+
NC_000913.3	3501649	3501650	4	1	-
NC_000913.3	3501650	3501651	6	0.8333	+
NC_000913.3	3501651	3501652	5	1	-
NC_000913.3	3501652	3501653	5	0.8	+
NC_000913.3	3501653	3501654	5	0.8	-
NC_000913.3	3501662	3501663	5	1	-
NC_000913.3	3501670	3501671	5	1	+
NC_000913.3	3501671	3501672	4	1	-
NC_000913.3	3501673	3501674	6	1	+
NC_000913.3	3501674	3501675	5	1	-
NC_000913.3	3501676	3501677	5	1	+
NC_000913.3	3501677	3501678	5	1	-
NC_000913.3	3501701	3501702	2	1	+
NC_000913.3	3501702	3501703	6	1	-
NC_000913.3	3501740	3501741	5	1	+
NC_000913.3	3501741	3501742	3	1	-
NC_000913.3	3501762	3501763	4	0.75	+
NC_000913.3	3501763	3501764	6	1	-
NC_000913.3	3501767	3501768	3	1	+
NC_000913.3	3501768	3501769	7	1	-
NC_000913.3	3501769	3501770	8	1	+
NC_000913.3	3501770	3501771	7	1	-
NC_000913.3	3501772	3501773	8	1	+
NC_000913.3	3501773	3501774	6	1	-
NC_000913.3	3501776	3501777	6	1	+
NC_000913.3	3501777	3501778	5	1	-
NC_000913.3	3501778	3501779	6	0.8333	+
NC_000913.3	3501779	3501780	5	1	-
NC_000913.3	3501785	3501786	8	1	+
NC_000913.3	3501786	3501787	6	1	-
NC_000913.3	3501800	3501801	6	1	+
NC_000913.3	3501801	3501802	6	1	-
NC_000913.3	3501817	3501818	5	1	+
NC_000913.3	3501818	3501819	7	1	-
NC_000913.3	3501823	3501824	7	0.8571	+
NC_000913.3	3501824	3501825	6	0.8333	-
NC_000913.3	3501827	3501828	5	1	+
NC_000913.3	3501828	3501829	8	1	-
NC_000913.3	3501840	3501841	8	0.875	+
NC_000913.3	3501841	3501842	8	1	-
NC_000913.3	3501861	3501862	8	1	+
NC_000913.3	3501862	3501863	1	1	-
NC_000913.3	3501892	3501893	6	1	+
NC_000913.3	3501893	3501894	7	1	-
NC_000913.3	3501905	3501906	1	1	+
NC_000913.3	3501906	3501907	2	1	-
NC_000913.3	3501913	3501914	5	1	+
NC_000913.3	3501914	3501915	2	0	-
NC_000913.3	3501919	3501920	5	0.2	+
NC_000913.3	3501924	3501925	7	1	+
NC_000913.3	3501925	3501926	8	1	-
NC_000913.3	3501928	3501929	8	1	+
NC_000913.3	3501929	3501930	7	1	-
NC_000913.3	3501955	3501956	8	0.875	+
NC_000913.3	3501956	3501957	1	1	-
NC_000913.3	3501976	3501977	7	0.8571	+
NC_000913.3	3501977	3501978	7	0.8571	-
NC_000913.3	3501980	3501981	5	0.8	+
NC_000913.3	3501981	3501982	8	0.75	-
NC_000913.3	3501986	3501987	8	1	+
NC_000913.3	3501987	3501988	6	1	-
NC_000913.3	3501998	3501999	5	1	+
NC_000913.3	3501999	3502000	2	1	-
NC_000913.3	3502008	3502009	3	1	+
NC_000913.3	3502009	3502010	4	1	-
NC_000913.3	3502018	3502019	1	1	+
NC_000913.3	3502019	3502020	1	1	-
NC_000913.3	3502031	3502032	7	1	+
NC_000913.3	3502032	3502033	7	1	-
NC_000913.3	3502036	3502037	8	1	+
NC_000913.3	3502040	3502041	8	1	+
NC_000913.3	3502041	3502042	7	1	-
NC_000913.3	3502046	3502047	8	1	-
NC_000913.3	3502061	3502062	8	1	+
NC_000913.3	3502062	3502063	2	1	-
NC_000913.3	3502077	3502078	7	1	+
NC_000913.3	3502078	3502079	2	0.5	-
NC_000913.3	3502088	3502089	7	1	+
NC_000913.3	3502089	3502090	6	1	-
NC_000913.3	3502092	3502093	3	1	+
NC_000913.3	3502093	3502094	6	1	-
NC_000913.3	3502094	3502095	5	1	+
NC_000913.3	3502095	3502096	8	1	-
NC_000913.3	3502116	3502117	7	1	+
NC_000913.3	3502117	3502118	8	1	-
NC_000913.3	3502127	3502128	3	1	+
NC_000913.3	3502128	3502129	4	1	-
NC_000913.3	3502133	3502134	8	1	+
NC_000913.3	3502134	3502135	6	1	-
NC_000913.3	3502139	3502140	7	1	+
NC_000913.3	3502140	3502141	6	1	-
NC_000913.3	3502145	3502146	7	1	+
NC_000913.3	3502146	3502147	6	0.8333	-
NC_000913.3	3502148	3502149	8	1	+
NC_000913.3	3502149	3502150	5	1	-
NC_000913.3	3502156	3502157	3	0.6667	+
NC_000913.3	3502157	3502158	1	1	-
NC_000913.3	3502172	3502173	2	1	-
NC_000913.3	3502183	3502184	10	1	+
NC_000913.3	3502184	3502185	9	1	-
NC_000913.3	3502196	3502197	9	1	+
NC_000913.3	3502197	3502198	2	0.5	-
NC_000913.3	3502257	3502258	9	0.8889	+
NC_000913.3	3502258	3502259	5	1	-
NC_000913.3	3502260	3502261	10	0.9	+
NC_000913.3	3502261	3502262	6	1	-
NC_000913.3	3502268	3502269	5	0.4	+
NC_000913.3	3502269	3502270	6	1	-
NC_000913.3	3502299	3502300	2	1	+
NC_000913.3	3502300	3502301	4	1	-
NC_000913.3	3502305	3502306	8	1	-
NC_000913.3	3502310	3502311	5	1	+
NC_000913.3	3502311	3502312	1	1	-
NC_000913.3	3502315	3502316	9	1	+
NC_000913.3	3502316	3502317	1	1	-
NC_000913.3	3502323	3502324	3	0.6667	+
NC_000913.3	3502324	3502325	5	1	-
NC_000913.3	3502338	3502339	7	0.8571	-
NC_000913.3	3502362	3502363	8	0.875	+
NC_000913.3	3502363	3502364	9	1	-
NC_000913.3	3502372	3502373	3	0.3333	+
NC_000913.3	3502373	3502374	6	1	-
NC_000913.3	3502389	3502390	7	1	+
NC_000913.3	3502390	3502391	7	1	-
NC_000913.3	3502396	3502397	7	1	+
NC_000913.3	3502397	3502398	1	1	-
NC_000913.3	3502407	3502408	7	1	+
NC_000913.3	3502408	3502409	6	1	-
NC_000913.3	3502419	3502420	9	1	+
NC_000913.3	3502420	3502421	7	1	-
NC_000913.3	3502422	3502423	8	1	+
NC_000913.3	3502423	3502424	9	1	-
NC_000913.3	3502428	3502429	12	1	+
NC_000913.3	3502429	3502430	4	1	-
NC_000913.3	3502440	3502441	12	1	+
NC_000913.3	3502441	3502442	5	0.8	-
NC_000913.3	3502444	3502445	10	1	+
NC_000913.3	3502445	3502446	9	1	-
NC_000913.3	3502448	3502449	6	1	+
NC_000913.3	3502449	3502450	9	1	-
NC_000913.3	3502452	3502453	9	0.8889	+
NC_000913.3	3502453	3502454	9	1	-
NC_000913.3	3502454	3502455	9	1	+
NC_000913.3	3502455	3502456	9	1	-
NC_000913.3	3502458	3502459	6	1	+
NC_000913.3	3502459	3502460	9	1	-
NC_000913.3	3502460	3502461	9	1	+
NC_000913.3	3502461	3502462	6	1	-
NC_000913.3	3502463	3502464	12	1	+
NC_000913.3	3502464	3502465	4	1	-
NC_000913.3	3502475	3502476	8	1	+
NC_000913.3	3502476	3502477	3	1	-
NC_000913.3	3502479	3502480	8	1	+
NC_000913.3	3502480	3502481	5	1	-
NC_000913.3	3502499	3502500	8	1	+
NC_000913.3	3502500	3502501	4	0.75	-
NC_000913.3	3502505	3502506	11	0.8182	+
NC_000913.3	3502506	3502507	8	0.875	-
