names	start	values	strand
NC_000913.3	3499030	0.3333	+
NC_000913.3	3499038	0.5	+
NC_000913.3	3499051	0.5	+
NC_000913.3	3499057	0.3333	+
NC_000913.3	3499062	0.5	+
NC_000913.3	3499071	0.5	+
NC_000913.3	3499076	0.0	+
NC_000913.3	3499078	0.0	+
NC_000913.3	3499087	0.3333	+
NC_000913.3	3499092	0.0	+
NC_000913.3	3499116	0.5	+
NC_000913.3	3499137	0.5	+
NC_000913.3	3499154	0.3333	+
NC_000913.3	3499169	0.5	+
NC_000913.3	3499310	0.5	+
NC_000913.3	3499340	0.5	+
NC_000913.3	3499350	0.5	+
NC_000913.3	3499372	0.5	+
NC_000913.3	3499381	0.5	+
NC_000913.3	3499382	0.0	-
NC_000913.3	3499494	0.5	+
NC_000913.3	3499495	0.5	-
NC_000913.3	3499526	0.5	+
NC_000913.3	3499527	0.3333	-
NC_000913.3	3499546	0.3333	+
NC_000913.3	3499547	0.5	-
NC_000913.3	3499564	0.3333	-
NC_000913.3	3499591	0.5	+
NC_000913.3	3499592	0.3333	-
NC_000913.3	3499597	0.3333	+
NC_000913.3	3499631	0.5	+
NC_000913.3	3499632	0.3333	-
NC_000913.3	3499641	0.5	+
NC_000913.3	3499642	0.3333	-
NC_000913.3	3499654	0.5	+
NC_000913.3	3499655	0.3333	-
NC_000913.3	3499657	0.5	+
NC_000913.3	3499658	0.5	-
NC_000913.3	3499674	0.5	-
NC_000913.3	3499679	0.5	+
NC_000913.3	3499680	0.5	-
NC_000913.3	3499709	0.5	-
NC_000913.3	3499713	0.5	-
NC_000913.3	3499767	0.3333	+
NC_000913.3	3499768	0.6	-
NC_000913.3	3499770	0.6	-
NC_000913.3	3499779	0.5	+
NC_000913.3	3499780	0.6	-
NC_000913.3	3499884	0.5	-
NC_000913.3	3499906	0.3333	+
NC_000913.3	3499931	0.3333	+
NC_000913.3	3499939	0.3333	+
NC_000913.3	3499951	0.3333	+
NC_000913.3	3499963	0.5	+
NC_000913.3	3499966	0.5	+
NC_000913.3	3499967	0.3333	-
NC_000913.3	3499969	0.5	+
NC_000913.3	3499970	0.5	-
NC_000913.3	3499978	0.3333	+
NC_000913.3	3499979	0.3333	-
NC_000913.3	3499981	0.3333	+
NC_000913.3	3499982	0.6	-
NC_000913.3	3499988	0.3333	-
NC_000913.3	3500025	0.5	+
NC_000913.3	3500026	0.3333	-
NC_000913.3	3500031	0.3333	+
NC_000913.3	3500032	0.5	-
NC_000913.3	3500034	0.3333	+
NC_000913.3	3500035	0.6	-
NC_000913.3	3500043	0.5	+
NC_000913.3	3500051	0.5	-
NC_000913.3	3500053	0.5	-
NC_000913.3	3500065	0.5	+
NC_000913.3	3500066	0.3333	-
NC_000913.3	3500082	0.0	+
NC_000913.3	3500083	0.6	-
NC_000913.3	3500092	0.3333	+
NC_000913.3	3500093	0.6667	-
NC_000913.3	3500100	0.3333	+
NC_000913.3	3500113	0.5	+
NC_000913.3	3500122	0.5	-
NC_000913.3	3500131	0.5	+
NC_000913.3	3500132	0.6667	-
NC_000913.3	3500158	0.5	+
NC_000913.3	3500165	0.5	+
NC_000913.3	3500166	0.6667	-
NC_000913.3	3500170	0.3333	-
NC_000913.3	3500186	0.5	-
NC_000913.3	3500209	0.3333	+
NC_000913.3	3500210	0.6	-
NC_000913.3	3500214	0.5	+
NC_000913.3	3500215	0.25	-
NC_000913.3	3500218	0.6	-
NC_000913.3	3500226	0.6	+
NC_000913.3	3500227	0.6	-
NC_000913.3	3500235	0.6	+
NC_000913.3	3500236	0.6	-
NC_000913.3	3500241	0.5	+
NC_000913.3	3500242	0.6667	-
NC_000913.3	3500268	0.6	+
NC_000913.3	3500269	0.3333	-
NC_000913.3	3500275	0.6	+
NC_000913.3	3500276	0.3333	-
NC_000913.3	3500281	0.5	-
NC_000913.3	3500287	0.5	+
NC_000913.3	3500288	0.5	-
NC_000913.3	3500299	0.5	+
NC_000913.3	3500300	0.3333	-
NC_000913.3	3500302	0.5	+
NC_000913.3	3500303	0.5	-
NC_000913.3	3500305	0.6	+
NC_000913.3	3500306	0.4	-
NC_000913.3	3500317	0.6	+
NC_000913.3	3500318	0.3333	-
NC_000913.3	3500339	0.4	+
NC_000913.3	3500340	0.6667	-
NC_000913.3	3500345	0.3333	-
NC_000913.3	3500353	0.5	+
NC_000913.3	3500354	0.6	-
NC_000913.3	3500357	0.6	-
NC_000913.3	3500362	0.6667	-
NC_000913.3	3500370	0.6	+
NC_000913.3	3500371	0.5	-
NC_000913.3	3500383	0.6	+
NC_000913.3	3500398	0.6667	-
NC_000913.3	3500407	0.5	+
NC_000913.3	3500408	0.6667	-
NC_000913.3	3500439	0.6	+
NC_000913.3	3500440	0.3333	-
NC_000913.3	3500452	0.6	+
NC_000913.3	3500453	0.7143	-
NC_000913.3	3500469	0.6	+
NC_000913.3	3500470	0.7143	-
NC_000913.3	3500476	0.6	+
NC_000913.3	3500477	0.6667	-
NC_000913.3	3500481	0.5	+
NC_000913.3	3500496	0.5	+
NC_000913.3	3500497	0.6	-
NC_000913.3	3500505	0.6	+
NC_000913.3	3500506	0.5	-
NC_000913.3	3500529	0.6	+
NC_000913.3	3500530	0.7143	-
NC_000913.3	3500536	0.6667	+
NC_000913.3	3500537	0.5	-
NC_000913.3	3500563	0.6	+
NC_000913.3	3500564	0.7143	-
NC_000913.3	3500566	0.5	+
NC_000913.3	3500567	0.7143	-
NC_000913.3	3500581	0.0	+
NC_000913.3	3500597	0.5	+
NC_000913.3	3500598	0.5	-
NC_000913.3	3500601	0.3333	+
NC_000913.3	3500602	0.6	-
NC_000913.3	3500649	0.6667	+
NC_000913.3	3500650	0.5	-
NC_000913.3	3500663	0.6	-
NC_000913.3	3500677	0.3333	+
NC_000913.3	3500678	0.6667	-
NC_000913.3	3500686	0.5	+
NC_000913.3	3500687	0.0	-
NC_000913.3	3500700	0.5	+
NC_000913.3	3500701	0.3333	-
NC_000913.3	3500703	0.6	+
NC_000913.3	3500704	0.7143	-
NC_000913.3	3500710	0.5	+
NC_000913.3	3500711	0.7143	-
NC_000913.3	3500713	0.3333	+
NC_000913.3	3500714	0.7143	-
NC_000913.3	3500731	0.0	+
NC_000913.3	3500732	0.7143	-
NC_000913.3	3500737	0.6667	+
NC_000913.3	3500738	0.7143	-
NC_000913.3	3500769	0.6	+
NC_000913.3	3500770	0.6	-
NC_000913.3	3500772	0.5	+
NC_000913.3	3500773	0.7143	-
NC_000913.3	3500779	0.6667	+
NC_000913.3	3500780	0.6667	-
NC_000913.3	3500793	0.5	+
NC_000913.3	3500794	0.5	-
NC_000913.3	3500806	0.6667	+
NC_000913.3	3500807	0.3333	-
NC_000913.3	3500820	0.6	+
NC_000913.3	3500821	0.6667	-
NC_000913.3	3500822	0.6	+
NC_000913.3	3500823	0.6667	-
NC_000913.3	3500833	0.6	+
NC_000913.3	3500834	0.7143	-
NC_000913.3	3500836	0.7143	-
NC_000913.3	3500841	0.6	+
NC_000913.3	3500842	0.6667	-
NC_000913.3	3500869	0.5	+
NC_000913.3	3500870	0.7143	-
NC_000913.3	3500884	0.3333	-
NC_000913.3	3500895	0.6667	+
NC_000913.3	3500896	0.5	-
NC_000913.3	3500898	0.5	+
NC_000913.3	3500899	0.5	-
NC_000913.3	3500925	0.6	+
NC_000913.3	3500926	0.6	-
NC_000913.3	3500947	0.3333	+
NC_000913.3	3500948	0.5	-
NC_000913.3	3500954	0.6667	-
NC_000913.3	3501016	0.3333	+
NC_000913.3	3501017	0.6667	-
NC_000913.3	3501035	0.6667	+
NC_000913.3	3501036	0.6	-
NC_000913.3	3501041	0.6	+
NC_000913.3	3501042	0.6667	-
NC_000913.3	3501043	0.6	+
NC_000913.3	3501044	0.6667	-
NC_000913.3	3501046	0.5	+
NC_000913.3	3501047	0.7143	-
NC_000913.3	3501057	0.25	+
NC_000913.3	3501065	0.6	+
NC_000913.3	3501066	0.5	-
NC_000913.3	3501073	0.5	-
NC_000913.3	3501079	0.3333	+
NC_000913.3	3501097	0.6	+
NC_000913.3	3501098	0.6667	-
NC_000913.3	3501105	0.25	+
NC_000913.3	3501106	0.7143	-
NC_000913.3	3501124	0.7143	+
NC_000913.3	3501125	0.7143	-
NC_000913.3	3501147	0.6667	+
NC_000913.3	3501148	0.7143	-
NC_000913.3	3501155	0.7143	-
NC_000913.3	3501166	0.6	+
NC_000913.3	3501167	0.3333	-
NC_000913.3	3501169	0.4	+
NC_000913.3	3501170	0.6667	-
NC_000913.3	3501175	0.6	+
NC_000913.3	3501176	0.5	-
NC_000913.3	3501202	0.7143	+
NC_000913.3	3501203	0.7143	-
NC_000913.3	3501213	0.6667	+
NC_000913.3	3501214	0.6	-
NC_000913.3	3501218	0.5	+
NC_000913.3	3501219	0.5	-
NC_000913.3	3501224	0.6	+
NC_000913.3	3501225	0.6	-
NC_000913.3	3501235	0.5	+
NC_000913.3	3501243	0.7143	+
NC_000913.3	3501244	0.7143	-
NC_000913.3	3501291	0.75	+
NC_000913.3	3501309	0.75	+
NC_000913.3	3501310	0.7143	-
NC_000913.3	3501351	0.7143	+
NC_000913.3	3501352	0.6667	-
NC_000913.3	3501356	0.7143	+
NC_000913.3	3501366	0.2	+
NC_000913.3	3501367	0.7143	-
NC_000913.3	3501372	0.6	+
NC_000913.3	3501391	0.6	+
NC_000913.3	3501392	0.5	-
NC_000913.3	3501393	0.6	+
NC_000913.3	3501394	0.6	-
NC_000913.3	3501403	0.7143	+
NC_000913.3	3501404	0.7143	-
NC_000913.3	3501414	0.75	+
NC_000913.3	3501415	0.5	-
NC_000913.3	3501423	0.7143	+
NC_000913.3	3501428	0.75	+
NC_000913.3	3501429	0.3333	-
NC_000913.3	3501438	0.6667	+
NC_000913.3	3501439	0.6	-
NC_000913.3	3501440	0.5	+
NC_000913.3	3501441	0.6667	-
NC_000913.3	3501443	0.5714	+
NC_000913.3	3501444	0.6667	-
NC_000913.3	3501449	0.6667	+
NC_000913.3	3501450	0.6	-
NC_000913.3	3501452	0.5	+
NC_000913.3	3501453	0.7143	-
NC_000913.3	3501464	0.7143	+
NC_000913.3	3501465	0.5	-
NC_000913.3	3501469	0.75	+
NC_000913.3	3501470	0.5	-
NC_000913.3	3501478	0.6667	-
NC_000913.3	3501492	0.6667	+
NC_000913.3	3501493	0.7143	-
NC_000913.3	3501501	0.3333	+
NC_000913.3	3501502	0.7143	-
NC_000913.3	3501516	0.6	+
NC_000913.3	3501517	0.6667	-
NC_000913.3	3501527	0.6	+
NC_000913.3	3501528	0.4286	-
NC_000913.3	3501532	0.7778	+
NC_000913.3	3501533	0.7143	-
NC_000913.3	3501537	0.7778	+
NC_000913.3	3501538	0.6667	-
NC_000913.3	3501540	0.6	+
NC_000913.3	3501541	0.7143	-
NC_000913.3	3501544	0.75	+
NC_000913.3	3501545	0.6667	-
NC_000913.3	3501549	0.5	+
NC_000913.3	3501550	0.7143	-
NC_000913.3	3501561	0.7143	+
NC_000913.3	3501562	0.6	-
NC_000913.3	3501573	0.7143	+
NC_000913.3	3501574	0.7143	-
NC_000913.3	3501582	0.75	+
NC_000913.3	3501583	0.6667	-
NC_000913.3	3501599	0.5	+
NC_000913.3	3501600	0.6	-
NC_000913.3	3501613	0.75	+
NC_000913.3	3501621	0.75	+
NC_000913.3	3501622	0.6	-
NC_000913.3	3501624	0.4286	+
NC_000913.3	3501625	0.7143	-
NC_000913.3	3501635	0.7143	+
NC_000913.3	3501636	0.6667	-
NC_000913.3	3501638	0.3333	+
NC_000913.3	3501639	0.625	-
NC_000913.3	3501649	0.7143	+
NC_000913.3	3501650	0.6667	-
NC_000913.3	3501651	0.625	+
NC_000913.3	3501652	0.7143	-
NC_000913.3	3501653	0.5714	+
NC_000913.3	3501654	0.5714	-
NC_000913.3	3501663	0.7143	-
NC_000913.3	3501671	0.75	+
NC_000913.3	3501672	0.6667	-
NC_000913.3	3501674	0.75	+
NC_000913.3	3501675	0.7143	-
NC_000913.3	3501677	0.6667	+
NC_000913.3	3501678	0.7143	-
NC_000913.3	3501702	0.5	+
NC_000913.3	3501703	0.75	-
NC_000913.3	3501741	0.7143	+
NC_000913.3	3501742	0.6	-
NC_000913.3	3501763	0.4	+
NC_000913.3	3501764	0.75	-
NC_000913.3	3501768	0.5	+
NC_000913.3	3501769	0.7778	-
NC_000913.3	3501770	0.8	+
NC_000913.3	3501771	0.7778	-
NC_000913.3	3501773	0.8	+
NC_000913.3	3501774	0.75	-
NC_000913.3	3501777	0.7143	+
NC_000913.3	3501778	0.7143	-
NC_000913.3	3501779	0.5714	+
NC_000913.3	3501780	0.7143	-
NC_000913.3	3501786	0.7778	+
NC_000913.3	3501787	0.75	-
NC_000913.3	3501801	0.7143	+
NC_000913.3	3501802	0.7143	-
NC_000913.3	3501818	0.7143	+
NC_000913.3	3501819	0.7778	-
NC_000913.3	3501824	0.6667	+
NC_000913.3	3501825	0.5714	-
NC_000913.3	3501828	0.6667	+
NC_000913.3	3501829	0.8	-
NC_000913.3	3501841	0.6667	+
NC_000913.3	3501842	0.8	-
NC_000913.3	3501862	0.8	+
NC_000913.3	3501863	0.3333	-
NC_000913.3	3501893	0.75	+
NC_000913.3	3501894	0.7778	-
NC_000913.3	3501906	0.3333	+
NC_000913.3	3501907	0.5	-
NC_000913.3	3501914	0.75	+
NC_000913.3	3501915	0.25	-
NC_000913.3	3501920	0.1429	+
NC_000913.3	3501921	0.0	-
NC_000913.3	3501925	0.7778	+
NC_000913.3	3501926	0.8	-
NC_000913.3	3501929	0.8	+
NC_000913.3	3501930	0.7778	-
NC_000913.3	3501956	0.7	+
NC_000913.3	3501957	0.3333	-
NC_000913.3	3501977	0.7	+
NC_000913.3	3501978	0.6667	-
NC_000913.3	3501981	0.625	+
NC_000913.3	3501982	0.6	-
NC_000913.3	3501987	0.8	+
NC_000913.3	3501988	0.75	-
NC_000913.3	3501999	0.6667	+
NC_000913.3	3502000	0.6667	-
NC_000913.3	3502009	0.6	+
NC_000913.3	3502010	0.6	-
NC_000913.3	3502019	0.3333	+
NC_000913.3	3502020	0.3333	-
NC_000913.3	3502032	0.7778	+
NC_000913.3	3502033	0.7778	-
NC_000913.3	3502037	0.8	+
NC_000913.3	3502038	0.3333	-
NC_000913.3	3502041	0.8	+
NC_000913.3	3502042	0.7778	-
NC_000913.3	3502047	0.8	-
NC_000913.3	3502062	0.8	+
NC_000913.3	3502063	0.5	-
NC_000913.3	3502078	0.7778	+
NC_000913.3	3502079	0.25	-
NC_000913.3	3502089	0.7778	+
NC_000913.3	3502090	0.75	-
NC_000913.3	3502093	0.5	+
NC_000913.3	3502094	0.75	-
NC_000913.3	3502095	0.7143	+
NC_000913.3	3502096	0.8	-
NC_000913.3	3502117	0.7778	+
NC_000913.3	3502118	0.8	-
NC_000913.3	3502128	0.6	+
NC_000913.3	3502129	0.6667	-
NC_000913.3	3502134	0.8	+
NC_000913.3	3502135	0.7778	-
NC_000913.3	3502140	0.8	+
NC_000913.3	3502141	0.75	-
NC_000913.3	3502146	0.7778	+
NC_000913.3	3502147	0.625	-
NC_000913.3	3502149	0.8	+
NC_000913.3	3502150	0.6667	-
NC_000913.3	3502157	0.4	+
NC_000913.3	3502173	0.5	-
NC_000913.3	3502184	0.8462	+
NC_000913.3	3502185	0.8182	-
NC_000913.3	3502197	0.8182	+
NC_000913.3	3502198	0.25	-
NC_000913.3	3502258	0.7273	+
NC_000913.3	3502259	0.7143	-
NC_000913.3	3502261	0.75	+
NC_000913.3	3502262	0.7143	-
NC_000913.3	3502269	0.375	+
NC_000913.3	3502270	0.75	-
NC_000913.3	3502300	0.3333	+
NC_000913.3	3502301	0.6667	-
NC_000913.3	3502306	0.8	-
NC_000913.3	3502311	0.75	+
NC_000913.3	3502312	0.3333	-
NC_000913.3	3502316	0.8182	+
NC_000913.3	3502317	0.3333	-
NC_000913.3	3502324	0.4	+
NC_000913.3	3502325	0.7143	-
NC_000913.3	3502339	0.6667	-
NC_000913.3	3502363	0.7273	+
NC_000913.3	3502364	0.8182	-
NC_000913.3	3502373	0.0	+
NC_000913.3	3502374	0.6667	-
NC_000913.3	3502390	0.75	+
NC_000913.3	3502391	0.7778	-
NC_000913.3	3502397	0.75	+
NC_000913.3	3502398	0.3333	-
NC_000913.3	3502408	0.7778	+
NC_000913.3	3502409	0.75	-
NC_000913.3	3502420	0.8182	+
NC_000913.3	3502421	0.7778	-
NC_000913.3	3502423	0.8	+
NC_000913.3	3502424	0.8182	-
NC_000913.3	3502429	0.8571	+
NC_000913.3	3502430	0.6667	-
NC_000913.3	3502441	0.8571	+
NC_000913.3	3502442	0.5714	-
NC_000913.3	3502445	0.8333	+
NC_000913.3	3502446	0.8182	-
NC_000913.3	3502449	0.7778	+
NC_000913.3	3502450	0.8182	-
NC_000913.3	3502453	0.7273	+
NC_000913.3	3502454	0.8182	-
NC_000913.3	3502455	0.8182	+
NC_000913.3	3502456	0.8182	-
NC_000913.3	3502459	0.75	+
NC_000913.3	3502460	0.8182	-
NC_000913.3	3502461	0.8333	+
NC_000913.3	3502462	0.75	-
NC_000913.3	3502464	0.8571	+
NC_000913.3	3502465	0.6667	-
NC_000913.3	3502476	0.8	+
NC_000913.3	3502477	0.6	-
NC_000913.3	3502480	0.8	+
NC_000913.3	3502481	0.75	-
NC_000913.3	3502500	0.8	+
NC_000913.3	3502501	0.5	-
NC_000913.3	3502506	0.6923	+
NC_000913.3	3502507	0.7	-
NC_000913.3	3502512	0.8182	+
NC_000913.3	3502513	0.8	-
NC_000913.3	3502524	0.6667	+
NC_000913.3	3502525	0.7143	-
NC_000913.3	3502531	0.8667	+
NC_000913.3	3502532	0.6667	-
NC_000913.3	3502539	0.8667	+
NC_000913.3	3502540	0.7	-
NC_000913.3	3502552	0.75	+
NC_000913.3	3502553	0.625	-
NC_000913.3	3502560	0.7143	+
NC_000913.3	3502561	0.7273	-
NC_000913.3	3502579	0.8	+
NC_000913.3	3502580	0.7273	-
NC_000913.3	3502592	0.8667	+
NC_000913.3	3502593	0.7	-
NC_000913.3	3502595	0.8571	+
NC_000913.3	3502596	0.7273	-
NC_000913.3	3502597	0.8462	+
NC_000913.3	3502598	0.6667	-
NC_000913.3	3502606	0.8182	+
NC_000913.3	3502607	0.8	-
NC_000913.3	3502623	0.75	+
NC_000913.3	3502624	0.7	-
NC_000913.3	3502648	0.8571	+
NC_000913.3	3502649	0.625	-
NC_000913.3	3502650	0.8182	+
NC_000913.3	3502651	0.6667	-
NC_000913.3	3502659	0.8571	+
NC_000913.3	3502660	0.5	-
NC_000913.3	3502669	0.5714	+
NC_000913.3	3502670	0.6667	-
NC_000913.3	3502671	0.5714	+
NC_000913.3	3502672	0.7143	-
NC_000913.3	3502678	0.6667	+
NC_000913.3	3502679	0.4	-
NC_000913.3	3502680	0.6667	+
NC_000913.3	3502681	0.4	-
NC_000913.3	3502692	0.75	+
NC_000913.3	3502693	0.625	-
NC_000913.3	3502715	0.8462	+
NC_000913.3	3502716	0.5714	-
NC_000913.3	3502735	0.6667	+
NC_000913.3	3502736	0.75	-
NC_000913.3	3502750	0.75	+
NC_000913.3	3502751	0.5	-
NC_000913.3	3502752	0.5	+
NC_000913.3	3502753	0.6	-
NC_000913.3	3502762	0.8182	+
NC_000913.3	3502763	0.5714	-
NC_000913.3	3502780	0.8	+
NC_000913.3	3502781	0.5	-
NC_000913.3	3502785	0.8333	+
NC_000913.3	3502786	0.6	-
NC_000913.3	3502791	0.7273	+
NC_000913.3	3502792	0.7143	-
NC_000913.3	3502794	0.8182	+
NC_000913.3	3502795	0.7	-
NC_000913.3	3502803	0.8182	+
NC_000913.3	3502804	0.75	-
NC_000913.3	3502807	0.8571	+
NC_000913.3	3502808	0.8	-
NC_000913.3	3502810	0.8571	+
NC_000913.3	3502811	0.7143	-
NC_000913.3	3502839	0.7273	+
NC_000913.3	3502840	0.4286	-
NC_000913.3	3502845	0.8333	+
NC_000913.3	3502846	0.625	-
NC_000913.3	3502857	0.75	+
NC_000913.3	3502858	0.4286	-
NC_000913.3	3502860	0.8182	+
NC_000913.3	3502861	0.625	-
NC_000913.3	3502862	0.8	+
NC_000913.3	3502863	0.75	-
NC_000913.3	3502879	0.8333	+
NC_000913.3	3502880	0.7778	-
NC_000913.3	3502888	0.8	+
NC_000913.3	3502889	0.5556	-
NC_000913.3	3502890	0.8	+
NC_000913.3	3502891	0.5556	-
NC_000913.3	3502893	0.8571	+
NC_000913.3	3502894	0.7778	-
NC_000913.3	3502905	0.8571	+
NC_000913.3	3502906	0.4	-
NC_000913.3	3502911	0.75	+
NC_000913.3	3502912	0.75	-
NC_000913.3	3502927	0.8182	+
NC_000913.3	3502928	0.8	-
NC_000913.3	3502939	0.8667	+
NC_000913.3	3502940	0.7273	-
NC_000913.3	3502949	0.75	+
NC_000913.3	3502950	0.7778	-
NC_000913.3	3502966	0.8571	+
NC_000913.3	3502967	0.7778	-
NC_000913.3	3502972	0.8182	+
NC_000913.3	3502973	0.6667	-
NC_000913.3	3502975	0.8333	+
NC_000913.3	3502976	0.5	-
NC_000913.3	3502984	0.25	+
NC_000913.3	3502985	0.8182	-
NC_000913.3	3502989	0.7857	+
NC_000913.3	3502990	0.5	-
NC_000913.3	3503019	0.6	+
NC_000913.3	3503020	0.6	-
NC_000913.3	3503024	0.7143	+
NC_000913.3	3503025	0.25	-
NC_000913.3	3503036	0.8667	+
NC_000913.3	3503037	0.8182	-
NC_000913.3	3503038	0.7	+
NC_000913.3	3503039	0.8182	-
NC_000913.3	3503051	0.8462	+
NC_000913.3	3503052	0.5	-
NC_000913.3	3503073	0.75	+
NC_000913.3	3503074	0.8182	-
NC_000913.3	3503088	0.6923	+
NC_000913.3	3503089	0.8182	-
NC_000913.3	3503101	0.8571	+
NC_000913.3	3503102	0.8	-
NC_000913.3	3503120	0.6667	+
NC_000913.3	3503121	0.7778	-
NC_000913.3	3503127	0.7333	+
NC_000913.3	3503128	0.75	-
NC_000913.3	3503135	0.8571	+
NC_000913.3	3503136	0.6	-
NC_000913.3	3503141	0.7143	+
NC_000913.3	3503142	0.75	-
NC_000913.3	3503143	0.8462	+
NC_000913.3	3503144	0.75	-
