Chr	Pos_start	Pos_end	Coverage	Methylation
NC_000913.3	3499017	3499018	1	1
NC_000913.3	3499029	3499030	1	1
NC_000913.3	3499037	3499038	2	1
NC_000913.3	3499050	3499051	2	1
NC_000913.3	3499056	3499057	1	1
NC_000913.3	3499061	3499062	2	1
NC_000913.3	3499070	3499071	2	1
NC_000913.3	3499075	3499076	2	0
NC_000913.3	3499077	3499078	2	0
NC_000913.3	3499086	3499087	1	1
NC_000913.3	3499091	3499092	1	0
NC_000913.3	3499115	3499116	2	1
NC_000913.3	3499136	3499137	2	1
NC_000913.3	3499153	3499154	1	1
NC_000913.3	3499168	3499169	2	1
NC_000913.3	3499170	3499171	1	1
NC_000913.3	3499309	3499310	2	1
NC_000913.3	3499339	3499340	2	1
NC_000913.3	3499349	3499350	2	1
NC_000913.3	3499371	3499372	2	1
NC_000913.3	3499380	3499381	2	1
NC_000913.3	3499493	3499494	3	1
NC_000913.3	3499525	3499526	3	1
NC_000913.3	3499545	3499546	3	1
NC_000913.3	3499562	3499563	1	1
NC_000913.3	3499590	3499591	3	1
NC_000913.3	3499630	3499631	2	1
NC_000913.3	3499640	3499641	3	1
NC_000913.3	3499653	3499654	2	1
NC_000913.3	3499656	3499657	4	1
NC_000913.3	3499672	3499673	2	1
NC_000913.3	3499678	3499679	4	1
NC_000913.3	3499707	3499708	2	1
NC_000913.3	3499711	3499712	2	1
NC_000913.3	3499766	3499767	4	1
NC_000913.3	3499768	3499769	3	1
NC_000913.3	3499778	3499779	5	1
NC_000913.3	3499882	3499883	2	1
NC_000913.3	3499905	3499906	1	1
NC_000913.3	3499930	3499931	1	1
NC_000913.3	3499950	3499951	1	1
NC_000913.3	3499962	3499963	2	1
NC_000913.3	3499965	3499966	3	1
NC_000913.3	3499968	3499969	4	1
NC_000913.3	3499977	3499978	2	1
NC_000913.3	3499980	3499981	4	1
NC_000913.3	3499986	3499987	2	1
NC_000913.3	3500024	3500025	2	1
NC_000913.3	3500030	3500031	4	1
NC_000913.3	3500033	3500034	5	1
NC_000913.3	3500042	3500043	2	1
NC_000913.3	3500049	3500050	3	0.6667
NC_000913.3	3500051	3500052	2	1
NC_000913.3	3500064	3500065	3	1
NC_000913.3	3500081	3500082	3	1
NC_000913.3	3500091	3500092	4	1
NC_000913.3	3500099	3500100	1	1
NC_000913.3	3500112	3500113	2	1
NC_000913.3	3500120	3500121	2	1
NC_000913.3	3500130	3500131	6	1
NC_000913.3	3500157	3500158	2	1
NC_000913.3	3500164	3500165	6	1
NC_000913.3	3500168	3500169	1	1
NC_000913.3	3500184	3500185	2	1
NC_000913.3	3500208	3500209	4	1
NC_000913.3	3500213	3500214	4	0.75
NC_000913.3	3500216	3500217	3	1
NC_000913.3	3500225	3500226	6	1
NC_000913.3	3500234	3500235	6	1
NC_000913.3	3500240	3500241	6	1
NC_000913.3	3500267	3500268	4	1
NC_000913.3	3500274	3500275	5	1
NC_000913.3	3500279	3500280	2	1
NC_000913.3	3500286	3500287	4	1
NC_000913.3	3500298	3500299	3	1
NC_000913.3	3500301	3500302	5	1
NC_000913.3	3500304	3500305	6	0.83335
NC_000913.3	3500316	3500317	4	1
NC_000913.3	3500338	3500339	7	0.83335
NC_000913.3	3500343	3500344	1	1
NC_000913.3	3500352	3500353	5	1
NC_000913.3	3500355	3500356	4	1
NC_000913.3	3500360	3500361	4	1
NC_000913.3	3500369	3500370	5	1
NC_000913.3	3500382	3500383	4	1
NC_000913.3	3500396	3500397	4	1
NC_000913.3	3500406	3500407	7	1
NC_000913.3	3500438	3500439	4	1
NC_000913.3	3500451	3500452	8	1
NC_000913.3	3500468	3500469	8	1
NC_000913.3	3500475	3500476	7	1
NC_000913.3	3500480	3500481	2	1
NC_000913.3	3500495	3500496	4	1
NC_000913.3	3500504	3500505	5	1
NC_000913.3	3500528	3500529	8	1
NC_000913.3	3500535	3500536	6	1
NC_000913.3	3500562	3500563	8	1
NC_000913.3	3500565	3500566	7	1
NC_000913.3	3500580	3500581	1	0
NC_000913.3	3500596	3500597	3	1
NC_000913.3	3500600	3500601	4	1
NC_000913.3	3500648	3500649	6	1
NC_000913.3	3500661	3500662	3	1
NC_000913.3	3500676	3500677	5	1
NC_000913.3	3500685	3500686	3	0.5
NC_000913.3	3500699	3500700	4	0.83335
NC_000913.3	3500702	3500703	7	1
NC_000913.3	3500709	3500710	7	1
NC_000913.3	3500712	3500713	6	1
NC_000913.3	3500730	3500731	6	0.5
NC_000913.3	3500736	3500737	9	1
NC_000913.3	3500768	3500769	5	1
NC_000913.3	3500771	3500772	6	1
NC_000913.3	3500778	3500779	8	1
NC_000913.3	3500792	3500793	4	1
NC_000913.3	3500805	3500806	5	1
NC_000913.3	3500819	3500820	7	1
NC_000913.3	3500821	3500822	7	1
NC_000913.3	3500832	3500833	8	1
NC_000913.3	3500834	3500835	5	1
NC_000913.3	3500840	3500841	7	1
NC_000913.3	3500868	3500869	7	1
NC_000913.3	3500882	3500883	1	1
NC_000913.3	3500894	3500895	8	0.875
NC_000913.3	3500897	3500898	6	0.875
NC_000913.3	3500924	3500925	7	1
NC_000913.3	3500946	3500947	6	0.875
NC_000913.3	3500952	3500953	4	1
NC_000913.3	3501015	3501016	5	1
NC_000913.3	3501034	3501035	7	1
NC_000913.3	3501040	3501041	6	1
NC_000913.3	3501042	3501043	8	1
NC_000913.3	3501045	3501046	7	1
NC_000913.3	3501056	3501057	2	0.5
NC_000913.3	3501064	3501065	5	1
NC_000913.3	3501071	3501072	3	1
NC_000913.3	3501078	3501079	1	1
NC_000913.3	3501096	3501097	7	1
NC_000913.3	3501104	3501105	7	0.75
NC_000913.3	3501123	3501124	10	1
NC_000913.3	3501146	3501147	9	1
NC_000913.3	3501153	3501154	5	1
NC_000913.3	3501165	3501166	5	1
NC_000913.3	3501168	3501169	8	0.875
NC_000913.3	3501174	3501175	6	1
NC_000913.3	3501201	3501202	10	1
NC_000913.3	3501212	3501213	8	1
NC_000913.3	3501217	3501218	7	0.875
NC_000913.3	3501223	3501224	6	1
NC_000913.3	3501234	3501235	2	1
NC_000913.3	3501242	3501243	10	1
NC_000913.3	3501290	3501291	6	1
NC_000913.3	3501308	3501309	11	1
NC_000913.3	3501350	3501351	9	1
NC_000913.3	3501355	3501356	5	1
NC_000913.3	3501365	3501366	9	0.75
NC_000913.3	3501371	3501372	4	1
NC_000913.3	3501390	3501391	7	0.875
NC_000913.3	3501392	3501393	6	1
NC_000913.3	3501402	3501403	10	1
NC_000913.3	3501413	3501414	8	1
NC_000913.3	3501422	3501423	5	1
NC_000913.3	3501427	3501428	7	1
NC_000913.3	3501437	3501438	7	1
NC_000913.3	3501439	3501440	6	0.75
NC_000913.3	3501442	3501443	10	0.9
NC_000913.3	3501448	3501449	7	1
NC_000913.3	3501451	3501452	7	1
NC_000913.3	3501463	3501464	7	1
NC_000913.3	3501468	3501469	8	1
NC_000913.3	3501476	3501477	5	1
NC_000913.3	3501491	3501492	9	1
NC_000913.3	3501500	3501501	6	1
NC_000913.3	3501515	3501516	7	1
NC_000913.3	3501526	3501527	8	0.8
NC_000913.3	3501531	3501532	11	1
NC_000913.3	3501536	3501537	11	1
NC_000913.3	3501539	3501540	9	1
NC_000913.3	3501543	3501544	10	1
NC_000913.3	3501548	3501549	9	0.875
NC_000913.3	3501560	3501561	8	1
NC_000913.3	3501572	3501573	10	1
NC_000913.3	3501581	3501582	10	1
NC_000913.3	3501598	3501599	4	1
NC_000913.3	3501612	3501613	6	1
NC_000913.3	3501620	3501621	10	1
NC_000913.3	3501623	3501624	9	0.875
NC_000913.3	3501634	3501635	9	1
NC_000913.3	3501637	3501638	8	0.91665
NC_000913.3	3501648	3501649	9	1
NC_000913.3	3501650	3501651	11	0.91665
NC_000913.3	3501652	3501653	10	0.8
NC_000913.3	3501661	3501662	5	1
NC_000913.3	3501670	3501671	9	1
NC_000913.3	3501673	3501674	11	1
NC_000913.3	3501676	3501677	10	1
NC_000913.3	3501701	3501702	8	1
NC_000913.3	3501740	3501741	8	1
NC_000913.3	3501762	3501763	10	0.875
NC_000913.3	3501767	3501768	10	1
NC_000913.3	3501769	3501770	15	1
NC_000913.3	3501772	3501773	14	1
NC_000913.3	3501776	3501777	11	1
NC_000913.3	3501778	3501779	11	0.91665
NC_000913.3	3501785	3501786	14	1
NC_000913.3	3501800	3501801	12	1
NC_000913.3	3501817	3501818	12	1
NC_000913.3	3501823	3501824	13	0.8452
NC_000913.3	3501827	3501828	13	1
NC_000913.3	3501840	3501841	16	0.9375
NC_000913.3	3501861	3501862	9	1
NC_000913.3	3501892	3501893	13	1
NC_000913.3	3501905	3501906	3	1
NC_000913.3	3501913	3501914	7	0.5
NC_000913.3	3501919	3501920	5	0.2
NC_000913.3	3501924	3501925	15	1
NC_000913.3	3501928	3501929	15	1
NC_000913.3	3501955	3501956	9	0.9375
NC_000913.3	3501976	3501977	14	0.8571
NC_000913.3	3501980	3501981	13	0.775
NC_000913.3	3501986	3501987	14	1
NC_000913.3	3501998	3501999	7	1
NC_000913.3	3502008	3502009	7	1
NC_000913.3	3502018	3502019	2	1
NC_000913.3	3502031	3502032	14	1
NC_000913.3	3502036	3502037	8	1
NC_000913.3	3502040	3502041	15	1
NC_000913.3	3502045	3502046	8	1
NC_000913.3	3502061	3502062	10	1
NC_000913.3	3502077	3502078	9	0.75
NC_000913.3	3502088	3502089	13	1
NC_000913.3	3502092	3502093	9	1
NC_000913.3	3502094	3502095	13	1
NC_000913.3	3502116	3502117	15	1
NC_000913.3	3502127	3502128	7	1
NC_000913.3	3502133	3502134	14	1
NC_000913.3	3502139	3502140	13	1
NC_000913.3	3502145	3502146	13	0.91665
NC_000913.3	3502148	3502149	13	1
NC_000913.3	3502156	3502157	4	0.83335
NC_000913.3	3502171	3502172	2	1
NC_000913.3	3502183	3502184	19	1
NC_000913.3	3502196	3502197	11	0.75
NC_000913.3	3502257	3502258	14	0.94445
NC_000913.3	3502260	3502261	16	0.95
NC_000913.3	3502268	3502269	11	0.7
NC_000913.3	3502299	3502300	6	1
NC_000913.3	3502304	3502305	8	1
NC_000913.3	3502310	3502311	6	1
NC_000913.3	3502315	3502316	10	1
NC_000913.3	3502323	3502324	8	0.83335
NC_000913.3	3502337	3502338	7	0.8571
NC_000913.3	3502362	3502363	17	0.9375
NC_000913.3	3502372	3502373	9	0.66665
NC_000913.3	3502389	3502390	14	1
NC_000913.3	3502396	3502397	8	1
NC_000913.3	3502407	3502408	13	1
NC_000913.3	3502419	3502420	16	1
NC_000913.3	3502422	3502423	17	1
NC_000913.3	3502428	3502429	16	1
NC_000913.3	3502440	3502441	17	0.9
NC_000913.3	3502444	3502445	19	1
NC_000913.3	3502448	3502449	15	1
NC_000913.3	3502452	3502453	18	0.94445
NC_000913.3	3502454	3502455	18	1
NC_000913.3	3502458	3502459	15	1
NC_000913.3	3502460	3502461	15	1
NC_000913.3	3502463	3502464	16	1
NC_000913.3	3502475	3502476	11	1
NC_000913.3	3502479	3502480	13	1
NC_000913.3	3502499	3502500	12	0.875
NC_000913.3	3502505	3502506	19	0.8466
NC_000913.3	3502511	3502512	18	1
NC_000913.3	3502523	3502524	12	1
NC_000913.3	3502530	3502531	19	1
NC_000913.3	3502538	3502539	21	0.9375
NC_000913.3	3502551	3502552	13	0.92855
NC_000913.3	3502559	3502560	13	0.94445
NC_000913.3	3502578	3502579	22	0.906
NC_000913.3	3502591	3502592	22	0.94445
NC_000913.3	3502594	3502595	21	0.94445
NC_000913.3	3502596	3502597	16	0.92855
NC_000913.3	3502605	3502606	17	1
NC_000913.3	3502622	3502623	17	0.9375
NC_000913.3	3502647	3502648	18	0.91665
NC_000913.3	3502649	3502650	17	0.92855
NC_000913.3	3502658	3502659	15	0.83335
NC_000913.3	3502668	3502669	12	0.82855
NC_000913.3	3502670	3502671	9	0.875
NC_000913.3	3502677	3502678	7	0.83335
NC_000913.3	3502679	3502680	7	0.83335
NC_000913.3	3502691	3502692	13	0.91665
NC_000913.3	3502714	3502715	15	0.875
NC_000913.3	3502734	3502735	11	1
NC_000913.3	3502749	3502750	15	0.7841
NC_000913.3	3502751	3502752	7	0.875
NC_000913.3	3502761	3502762	14	0.91665
NC_000913.3	3502779	3502780	10	0.875
NC_000913.3	3502784	3502785	13	1
NC_000913.3	3502790	3502791	14	0.94445
NC_000913.3	3502793	3502794	16	0.9375
NC_000913.3	3502802	3502803	16	1
NC_000913.3	3502806	3502807	21	1
NC_000913.3	3502809	3502810	17	1
NC_000913.3	3502838	3502839	14	0.74445
NC_000913.3	3502844	3502845	16	0.91665
NC_000913.3	3502856	3502857	12	0.8
NC_000913.3	3502859	3502860	15	0.91665
NC_000913.3	3502861	3502862	15	0.94445
NC_000913.3	3502878	3502879	17	1
NC_000913.3	3502887	3502888	15	0.85715
NC_000913.3	3502889	3502890	16	0.85715
NC_000913.3	3502892	3502893	19	1
NC_000913.3	3502904	3502905	15	0.875
NC_000913.3	3502910	3502911	12	1
NC_000913.3	3502926	3502927	17	1
NC_000913.3	3502938	3502939	22	0.94445
NC_000913.3	3502948	3502949	12	1
NC_000913.3	3502965	3502966	19	1
NC_000913.3	3502971	3502972	13	1
NC_000913.3	3502974	3502975	16	0.83335
NC_000913.3	3502983	3502984	11	0.75
NC_000913.3	3502988	3502989	17	0.75835
NC_000913.3	3503018	3503019	12	0.94445
NC_000913.3	3503023	3503024	12	0.75
NC_000913.3	3503035	3503036	21	1
NC_000913.3	3503037	3503038	17	0.9375
NC_000913.3	3503050	3503051	12	1
NC_000913.3	3503072	3503073	20	0.9091
NC_000913.3	3503087	3503088	18	0.9
NC_000913.3	3503100	3503101	19	1
NC_000913.3	3503119	3503120	10	1
NC_000913.3	3503126	3503127	20	0.9231
NC_000913.3	3503134	3503135	15	1
NC_000913.3	3503140	3503141	10	1
NC_000913.3	3503142	3503143	14	1
NC_000913.3	3503144	3503145	14	1
NC_000913.3	3503153	3503154	11	1
NC_000913.3	3503179	3503180	20	1
NC_000913.3	3503186	3503187	22	0.94445
NC_000913.3	3503189	3503190	17	0.94445
NC_000913.3	3503198	3503199	19	0.9375
NC_000913.3	3503201	3503202	19	1
NC_000913.3	3503212	3503213	4	0.75
NC_000913.3	3503227	3503228	10	1
NC_000913.3	3503237	3503238	15	1
NC_000913.3	3503245	3503246	14	0.875
NC_000913.3	3503257	3503258	17	1
NC_000913.3	3503271	3503272	10	0.7857
NC_000913.3	3503276	3503277	18	0.95835
NC_000913.3	3503287	3503288	11	1
NC_000913.3	3503312	3503313	19	1
NC_000913.3	3503321	3503322	19	0.9375
NC_000913.3	3503345	3503346	15	0.95
NC_000913.3	3503349	3503350	10	1
NC_000913.3	3503357	3503358	19	0.92855
NC_000913.3	3503360	3503361	17	1
NC_000913.3	3503380	3503381	19	0.95835
NC_000913.3	3503387	3503388	17	0.92855
NC_000913.3	3503390	3503391	14	0.92855
NC_000913.3	3503396	3503397	17	0.875
NC_000913.3	3503420	3503421	18	1
NC_000913.3	3503430	3503431	16	1
NC_000913.3	3503432	3503433	21	1
NC_000913.3	3503441	3503442	16	1
NC_000913.3	3503450	3503451	16	1
NC_000913.3	3503456	3503457	11	1
NC_000913.3	3503465	3503466	19	1
NC_000913.3	3503492	3503493	13	0.8889
NC_000913.3	3503503	3503504	14	0.92855
NC_000913.3	3503522	3503523	17	0.94445
NC_000913.3	3503524	3503525	12	1
NC_000913.3	3503542	3503543	18	0.875
NC_000913.3	3503549	3503550	20	1
NC_000913.3	3503567	3503568	10	0.4375
NC_000913.3	3503572	3503573	14	0.75
NC_000913.3	3503585	3503586	8	0.9
NC_000913.3	3503591	3503592	12	1
NC_000913.3	3503600	3503601	15	1
NC_000913.3	3503617	3503618	13	0.83335
NC_000913.3	3503638	3503639	18	1
NC_000913.3	3503645	3503646	16	0.83335
NC_000913.3	3503663	3503664	10	0.5
NC_000913.3	3503668	3503669	11	0.92855
NC_000913.3	3503678	3503679	19	1
NC_000913.3	3503683	3503684	12	1
NC_000913.3	3503688	3503689	21	1
NC_000913.3	3503704	3503705	14	1
NC_000913.3	3503715	3503716	2	1
NC_000913.3	3503720	3503721	14	0.9
NC_000913.3	3503740	3503741	13	1
NC_000913.3	3503753	3503754	11	1
NC_000913.3	3503774	3503775	13	1
NC_000913.3	3503776	3503777	10	0.875
NC_000913.3	3503787	3503788	19	1
NC_000913.3	3503803	3503804	14	1
NC_000913.3	3503809	3503810	21	0.95835
NC_000913.3	3503816	3503817	23	1
NC_000913.3	3503831	3503832	14	1
NC_000913.3	3503839	3503840	18	1
NC_000913.3	3503849	3503850	15	0.9643
NC_000913.3	3503861	3503862	18	1
NC_000913.3	3503872	3503873	9	1
NC_000913.3	3503887	3503888	15	1
NC_000913.3	3503893	3503894	24	1
NC_000913.3	3503899	3503900	14	0.92855
NC_000913.3	3503908	3503909	17	0.5
NC_000913.3	3503911	3503912	15	0.45835
NC_000913.3	3503915	3503916	13	0.94445
NC_000913.3	3503917	3503918	9	0.75
NC_000913.3	3503920	3503921	12	0.7
NC_000913.3	3503939	3503940	7	1
NC_000913.3	3503958	3503959	11	1
NC_000913.3	3503964	3503965	18	0.9
NC_000913.3	3503978	3503979	19	1
NC_000913.3	3503984	3503985	6	0.83335
NC_000913.3	3503999	3504000	5	1
NC_000913.3	3504006	3504007	20	0.94445
NC_000913.3	3504019	3504020	8	1
NC_000913.3	3504046	3504047	20	1
NC_000913.3	3504061	3504062	17	1
NC_000913.3	3504066	3504067	14	1
NC_000913.3	3504089	3504090	19	0.94445
NC_000913.3	3504095	3504096	11	0.8
NC_000913.3	3504099	3504100	15	1
NC_000913.3	3504105	3504106	11	1
NC_000913.3	3504122	3504123	14	1
NC_000913.3	3504124	3504125	16	1
NC_000913.3	3504143	3504144	12	1
NC_000913.3	3504161	3504162	18	0.8889
NC_000913.3	3504167	3504168	13	1
NC_000913.3	3504188	3504189	13	0.875
NC_000913.3	3504195	3504196	22	0.9
NC_000913.3	3504207	3504208	23	1
NC_000913.3	3504221	3504222	18	1
NC_000913.3	3504236	3504237	21	1
NC_000913.3	3504239	3504240	18	0.94445
NC_000913.3	3504249	3504250	6	0.8
NC_000913.3	3504296	3504297	16	0.94445
NC_000913.3	3504323	3504324	22	1
NC_000913.3	3504332	3504333	19	1
NC_000913.3	3504349	3504350	22	1
NC_000913.3	3504352	3504353	23	0.95
NC_000913.3	3504368	3504369	18	1
NC_000913.3	3504378	3504379	17	1
NC_000913.3	3504386	3504387	20	0.86665
NC_000913.3	3504389	3504390	22	0.90835
NC_000913.3	3504391	3504392	21	0.94445
NC_000913.3	3504394	3504395	18	1
NC_000913.3	3504401	3504402	20	1
NC_000913.3	3504419	3504420	3	1
NC_000913.3	3504428	3504429	14	1
NC_000913.3	3504447	3504448	13	1
NC_000913.3	3504461	3504462	18	0.96155
NC_000913.3	3504472	3504473	16	1
NC_000913.3	3504499	3504500	8	1
NC_000913.3	3504505	3504506	20	1
NC_000913.3	3504507	3504508	19	1
NC_000913.3	3504533	3504534	27	1
NC_000913.3	3504536	3504537	24	1
NC_000913.3	3504570	3504571	20	0.80395
NC_000913.3	3504580	3504581	15	1
NC_000913.3	3504582	3504583	17	0.95
NC_000913.3	3504593	3504594	12	1
NC_000913.3	3504608	3504609	20	1
NC_000913.3	3504620	3504621	19	0.96155
NC_000913.3	3504627	3504628	19	1
NC_000913.3	3504631	3504632	13	0.94445
NC_000913.3	3504653	3504654	17	0.95455
NC_000913.3	3504662	3504663	27	1
NC_000913.3	3504667	3504668	16	1
NC_000913.3	3504675	3504676	20	0.94445
NC_000913.3	3504689	3504690	22	0.91665
NC_000913.3	3504712	3504713	27	1
NC_000913.3	3504719	3504720	15	0.9
NC_000913.3	3504725	3504726	12	1
NC_000913.3	3504738	3504739	16	0.9
NC_000913.3	3504740	3504741	16	1
NC_000913.3	3504747	3504748	22	0.92855
NC_000913.3	3504784	3504785	24	1
NC_000913.3	3504791	3504792	18	1
NC_000913.3	3504802	3504803	27	0.9706
NC_000913.3	3504811	3504812	27	1
NC_000913.3	3504817	3504818	16	0.6
NC_000913.3	3504820	3504821	18	0.5625
NC_000913.3	3504829	3504830	17	0.94445
NC_000913.3	3504831	3504832	17	0.73485
NC_000913.3	3504848	3504849	28	0.9222
NC_000913.3	3504852	3504853	28	1
NC_000913.3	3504886	3504887	23	0.9
NC_000913.3	3504895	3504896	18	1
NC_000913.3	3504904	3504905	20	1
NC_000913.3	3504919	3504920	26	0.96875
NC_000913.3	3504956	3504957	14	1
NC_000913.3	3504965	3504966	21	0.94445
NC_000913.3	3504973	3504974	20	1
NC_000913.3	3504984	3504985	21	0.91175
NC_000913.3	3504989	3504990	23	1
NC_000913.3	3504994	3504995	17	1
NC_000913.3	3505004	3505005	25	1
NC_000913.3	3505009	3505010	32	0.90075
NC_000913.3	3505033	3505034	29	1
NC_000913.3	3505040	3505041	29	0.96875
NC_000913.3	3505045	3505046	23	1
NC_000913.3	3505050	3505051	5	1
NC_000913.3	3505058	3505059	27	0.9643
NC_000913.3	3505069	3505070	29	1
NC_000913.3	3505072	3505073	27	1
NC_000913.3	3505087	3505088	22	1
NC_000913.3	3505102	3505103	18	1
NC_000913.3	3505119	3505120	17	0.83335
NC_000913.3	3505121	3505122	18	0.91665
NC_000913.3	3505129	3505130	29	1
NC_000913.3	3505149	3505150	23	0.95
NC_000913.3	3505156	3505157	25	0.94445
NC_000913.3	3505170	3505171	30	1
NC_000913.3	3505186	3505187	20	1
NC_000913.3	3505192	3505193	26	0.84615
NC_000913.3	3505207	3505208	24	0.89915
NC_000913.3	3505209	3505210	23	0.9412
NC_000913.3	3505222	3505223	13	1
