read_id	chrm	strand	pos	mod_log_prob	can_log_prob	mod_base
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507226	-0.01231366744394613	-4.403195975159472	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507200	-0.03540919405926379	-3.358436128824829	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507197	-0.4014433405925719	-1.1067046752331577	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507195	-0.02668765613153168	-3.636868289599224	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507190	-0.018148415283501862	-4.018232518425658	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507180	-0.029735261915619038	-3.530252457689055	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507148	-0.01389618314911445	-4.2830811157335225	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507120	-0.020332546160377163	-3.905681465271867	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507108	-0.38594498221249185	-1.1388342325656735	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507084	-0.034105290519546916	-3.3953069398037776	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507075	-0.009926548224835408	-4.617501640581833	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507072	-0.017813103061759428	-4.036714295883408	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507064	-0.019570197332537287	-3.9435165548958038	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507046	-0.02092838168967326	-3.877095006673637	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507033	-0.011413818545406684	-4.478631985683301	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3507021	-0.03598593490259816	-3.3425661242387195	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506976	-0.027099194571712282	-3.6217702710145123	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506974	-0.04822774600240054	-3.055837742075622	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506968	-0.04147353621145067	-3.2033648370104353	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506932	-0.015251558935333698	-4.19068964328662	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506929	-0.025497564189730593	-3.681894047019091	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506902	-0.03116810867381714	-3.4839034423564668	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506893	-0.014330698318871349	-4.252508099211262	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506856	-0.09841966033795346	-2.3673209562107567	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506853	-0.03618063188833487	-3.3372671073233837	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506850	-0.04961285869995491	-3.0282091024979945	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506831	-0.0510435570501766	-3.000489171637521	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506820	-0.014267601258958429	-4.256889277194567	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506816	-0.01559816194175756	-4.168391139295542	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506784	-0.02751840888844992	-3.6066277361673653	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506748	-0.005247014459743404	-5.252718398568217	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506746	-0.020430390005040433	-3.900929583875463	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506736	-0.05075369611068803	-3.0060403535679705	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506729	-0.02400919961186121	-3.741298786439116	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506723	-0.024616171086139893	-3.716634528294809	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506697	-0.011606521842853823	-4.461985758983287	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506689	-0.02628363882091911	-3.6519216664522203	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506675	-0.015810821371474937	-4.154955671243039	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506671	-0.02133754223084594	-3.8579370124204067	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506666	-0.02424977947716389	-3.731448143065317	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506640	-0.014782224998103999	-4.221711841406857	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506634	-0.037375128957838566	-3.3053791578790443	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506616	-0.009020148238628956	-4.712801194598369	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506613	-0.07457804720662597	-2.6329663775789367	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506575	-0.05046570837182074	-3.0115879557794103	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506547	-0.012741856489884462	-4.369227081579747	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506541	-0.008120326033744796	-4.817442389206705	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506536	-0.00953569578700808	-4.657477129865651	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506533	-0.019385138945160918	-3.9529254520923436	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506524	-0.04216740116873874	-3.1871174552233033	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506518	-0.015739537370874856	-4.159438874861053	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506503	-0.01389618314911445	-4.2830811157335225	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506483	-0.00444541047870306	-5.418104949951384	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506481	-0.00968969537482156	-4.641533226239489	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506464	-0.030046755660609215	-3.519986349667781	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506448	-0.033563880100062615	-3.4110397888306867	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506446	-0.07282358585813453	-2.6559062275987997	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506437	-2.6417391241941917	-0.07390197785044492	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506419	-0.005566516593001225	-5.1937677751410956	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506398	-0.01004767762934744	-4.60543338516298	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506383	-0.01290719029813836	-4.356417389121593	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506380	-0.012419015486567986	-4.394729555431454	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506374	-0.016027090281596656	-4.141477688238709	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506362	-0.011461618888828795	-4.474476649130958	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506352	-0.01205511938838999	-4.424287368212783	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506338	-0.03579246847674922	-3.347860641060663	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506335	-0.019946888832350407	-3.924638962266123	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506318	-0.028234587365166597	-3.581291627839799	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506314	-0.01559816194175756	-4.168391139295542	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506310	-0.0247397942080676	-3.711686625080539	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506294	-0.023889999143943186	-3.746216572660301	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506287	-0.0914962240898034	-2.4368568957470282	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506284	-0.0540480256594682	-2.9447845631845193	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506279	-0.0674285003831967	-2.7302123116825365	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506272	-0.05594669999683699	-2.911198762601778	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506269	-0.01113216589517041	-4.503477452287338	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506258	-0.12346453156122994	-2.152898559001658	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506253	-0.07592434697511896	-2.6157398662629285	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506227	-0.015739537370874856	-4.159438874861053	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506217	-0.014457936031273988	-4.243732067233466	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506212	-0.015115598436751476	-4.199576338473227	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506205	-0.006169359054299939	-5.091243421102534	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506188	-0.0031359577125051885	-5.766388230214357	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506178	-0.016929732162959787	-4.087136827008209	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506166	-0.012741856489884462	-4.369227081579747	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506164	-0.021756558052691943	-3.838698603509747	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506142	-0.009055803102621773	-4.708873984530904	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506129	-0.020332546160377163	-3.905681465271867	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506125	-0.08876696626365455	-2.4657958888207085	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506110	-0.01617331049961912	-4.13246865166261	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506104	-0.3130923549377369	-1.313722126153883	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506100	-0.013775053739204068	-4.291775643282505	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506082	-0.011040207352009723	-4.511726481515025	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506043	-0.013595809982783535	-4.304783826295204	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506038	-0.021650865505277395	-3.8435157493468517	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3506012	-0.0198518848455862	-3.9293658436737875	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505991	-0.0034638144636405244	-5.667116258335864	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505979	-0.0040690452439609	-5.5063807235818025	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505961	-0.006081543257957733	-5.105536020471038	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505941	-0.013075200176391633	-4.343568436019668	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505930	-0.008844475091718706	-4.7323812765137765	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505924	-0.005508415035964553	-5.2042312927140015	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505909	-0.0052289380921290984	-5.2561603929838885	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505892	-0.0030811107903403467	-5.784005260642857	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505874	-0.008342436633765438	-4.79056826143545	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505872	-0.007727056726280601	-4.866888289306261	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505870	-0.005685019582516659	-5.172761870339576	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505860	-0.004372491710600279	-5.434607696120175	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505828	-0.0098865761868705	-4.6215165980951	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505817	-0.004358089005735977	-5.4378998722705525	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505814	-0.004752775829577338	-5.351401893159637	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505801	-0.0040955006216059076	-5.499913368661519	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505799	-0.008914228154586645	-4.72456041280228	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505789	-0.005157400678288404	-5.269900162985135	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505787	-0.00953569578700808	-4.657477129865651	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505782	-0.004430705136375224	-5.421411069198933	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505780	-0.008120326033744796	-4.817442389206705	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505777	-0.02562657984994887	-3.6769111174180207	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505769	-0.014782224998103999	-4.221711841406857	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505754	-0.01617331049961912	-4.13246865166261	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505746	-0.008374782182681173	-4.78671467836631	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505729	-0.05692420616544247	-2.89436170391038	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505727	-0.02668765613153168	-3.636868289599224	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505715	-0.01231366744394613	-4.403195975159472	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505712	-0.019111578283744546	-3.9670015050611998	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505707	-0.009497673139840401	-4.661453521022876	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505679	-0.0639532309825519	-2.781409432635908	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505649	-0.3148065301533368	-1.3090743908041862	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505633	-0.08012538501814648	-2.5639577621315355	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505630	-0.019477397260829754	-3.948223492173382	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505627	-0.01205511938838999	-4.424287368212783	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505616	-0.007727056726280601	-4.866888289306261	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505610	-0.0031267198291962117	-5.769333754401038	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505607	-0.008214601898346885	-4.805946478299513	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505592	-0.010337548377948202	-4.57713686028189	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505590	-0.010507866562257107	-4.560880438570292	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505580	-0.013714981215549038	-4.296116177312212	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505567	-0.02867505171384188	-3.56603107783842	m
4be9da3b-88c7-42e4-8bf0-f2b37377e1b0	NC_000913.3	-	3505544	-0.019946888832350407	-3.924638962266123	m
