Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
NC_000913.3	3497654	3497655	2	100	+
NC_000913.3	3497660	3497661	2	100	+
NC_000913.3	3497690	3497691	1	100	+
NC_000913.3	3497715	3497716	2	100	+
NC_000913.3	3497747	3497748	2	100	+
NC_000913.3	3497750	3497751	1	0	+
NC_000913.3	3497756	3497757	1	100	+
NC_000913.3	3497761	3497762	2	100	+
NC_000913.3	3497765	3497766	0	0	+
NC_000913.3	3497771	3497772	2	100	+
NC_000913.3	3497795	3497796	2	50	+
NC_000913.3	3497802	3497803	2	100	+
NC_000913.3	3497826	3497827	1	0	+
NC_000913.3	3497857	3497858	2	50	+
NC_000913.3	3497859	3497860	1	100	+
NC_000913.3	3497863	3497864	2	100	+
NC_000913.3	3497865	3497866	2	100	+
NC_000913.3	3497880	3497881	2	100	+
NC_000913.3	3497883	3497884	2	100	+
NC_000913.3	3497895	3497896	2	50	+
NC_000913.3	3497897	3497898	1	100	+
NC_000913.3	3497902	3497903	2	100	+
NC_000913.3	3497925	3497926	2	100	+
NC_000913.3	3497931	3497932	2	100	+
NC_000913.3	3497935	3497936	2	50	+
NC_000913.3	3497942	3497943	1	100	+
NC_000913.3	3497957	3497958	2	100	+
NC_000913.3	3497976	3497977	2	100	+
NC_000913.3	3498006	3498007	1	100	+
NC_000913.3	3498009	3498010	2	100	+
NC_000913.3	3498036	3498037	2	100	+
NC_000913.3	3498053	3498054	2	100	+
NC_000913.3	3498062	3498063	2	100	+
NC_000913.3	3498065	3498066	2	100	+
NC_000913.3	3498075	3498076	2	50	+
NC_000913.3	3498077	3498078	2	50	+
NC_000913.3	3498088	3498089	2	100	+
NC_000913.3	3498090	3498091	2	100	+
NC_000913.3	3498096	3498097	2	50	+
NC_000913.3	3498102	3498103	2	100	+
NC_000913.3	3498112	3498113	2	100	+
NC_000913.3	3498115	3498116	2	100	+
NC_000913.3	3498129	3498130	2	50	+
NC_000913.3	3498135	3498136	2	50	+
NC_000913.3	3498140	3498141	2	100	+
NC_000913.3	3498143	3498144	2	100	+
NC_000913.3	3498150	3498151	2	100	+
NC_000913.3	3498167	3498168	2	100	+
NC_000913.3	3498170	3498171	2	50	+
NC_000913.3	3498181	3498182	2	100	+
NC_000913.3	3498188	3498189	2	100	+
NC_000913.3	3498200	3498201	2	100	+
NC_000913.3	3498213	3498214	2	100	+
NC_000913.3	3498224	3498225	2	50	+
NC_000913.3	3498235	3498236	2	100	+
NC_000913.3	3498244	3498245	0	0	+
NC_000913.3	3498246	3498247	1	100	+
NC_000913.3	3498269	3498270	2	100	+
NC_000913.3	3498290	3498291	2	50	+
NC_000913.3	3498297	3498298	2	100	+
NC_000913.3	3498300	3498301	1	100	+
NC_000913.3	3498310	3498311	2	100	+
NC_000913.3	3498312	3498313	2	100	+
NC_000913.3	3498316	3498317	2	100	+
NC_000913.3	3498333	3498334	2	100	+
NC_000913.3	3498338	3498339	2	100	+
NC_000913.3	3498349	3498350	1	100	+
NC_000913.3	3498352	3498353	2	100	+
NC_000913.3	3498355	3498356	2	100	+
NC_000913.3	3498375	3498376	2	100	+
NC_000913.3	3498381	3498382	2	50	+
NC_000913.3	3498385	3498386	2	50	+
NC_000913.3	3498392	3498393	2	50	+
NC_000913.3	3498398	3498399	2	100	+
NC_000913.3	3498411	3498412	2	100	+
NC_000913.3	3498434	3498435	2	50	+
NC_000913.3	3498438	3498439	2	100	+
NC_000913.3	3498453	3498454	1	100	+
NC_000913.3	3498458	3498459	2	100	+
NC_000913.3	3498462	3498463	2	100	+
NC_000913.3	3498469	3498470	2	100	+
NC_000913.3	3498471	3498472	2	100	+
NC_000913.3	3498500	3498501	2	50	+
NC_000913.3	3498504	3498505	2	100	+
NC_000913.3	3498510	3498511	2	50	+
NC_000913.3	3498567	3498568	2	50	+
NC_000913.3	3498571	3498572	2	50	+
NC_000913.3	3498585	3498586	2	50	+
NC_000913.3	3498604	3498605	2	100	+
NC_000913.3	3498607	3498608	1	100	+
NC_000913.3	3498609	3498610	2	100	+
NC_000913.3	3498614	3498615	2	100	+
NC_000913.3	3498619	3498620	2	100	+
NC_000913.3	3498627	3498628	1	100	+
NC_000913.3	3498630	3498631	2	100	+
NC_000913.3	3498637	3498638	2	100	+
NC_000913.3	3498639	3498640	1	100	+
NC_000913.3	3498641	3498642	1	100	+
NC_000913.3	3498654	3498655	2	100	+
NC_000913.3	3498688	3498689	2	100	+
NC_000913.3	3498695	3498696	2	100	+
NC_000913.3	3498709	3498710	2	100	+
NC_000913.3	3498711	3498712	2	100	+
NC_000913.3	3498718	3498719	2	100	+
NC_000913.3	3498732	3498733	2	50	+
NC_000913.3	3498737	3498738	2	100	+
NC_000913.3	3498751	3498752	2	100	+
NC_000913.3	3498759	3498760	1	0	+
NC_000913.3	3498783	3498784	2	100	+
NC_000913.3	3498785	3498786	1	100	+
NC_000913.3	3498794	3498795	2	100	+
NC_000913.3	3498800	3498801	2	100	+
NC_000913.3	3498809	3498810	2	100	+
NC_000913.3	3498819	3498820	2	100	+
NC_000913.3	3498845	3498846	2	100	+
NC_000913.3	3498860	3498861	2	100	+
NC_000913.3	3498865	3498866	1	100	+
NC_000913.3	3498867	3498868	2	100	+
NC_000913.3	3498882	3498883	2	50	+
NC_000913.3	3498886	3498887	1	0	+
NC_000913.3	3498897	3498898	2	100	+
NC_000913.3	3498912	3498913	2	100	+
NC_000913.3	3498918	3498919	2	100	+
NC_000913.3	3498941	3498942	1	100	+
NC_000913.3	3498956	3498957	2	50	+
NC_000913.3	3498987	3498988	1	100	+
NC_000913.3	3498989	3498990	2	100	+
NC_000913.3	3499017	3499018	2	100	+
NC_000913.3	3499029	3499030	2	100	+
NC_000913.3	3499037	3499038	2	100	+
NC_000913.3	3499050	3499051	2	100	+
NC_000913.3	3499056	3499057	2	100	+
NC_000913.3	3499061	3499062	2	100	+
NC_000913.3	3499070	3499071	1	100	+
NC_000913.3	3499075	3499076	2	50	+
NC_000913.3	3499077	3499078	1	100	+
NC_000913.3	3499086	3499087	1	0	+
NC_000913.3	3499091	3499092	1	100	+
NC_000913.3	3499115	3499116	2	50	+
NC_000913.3	3499136	3499137	2	100	+
NC_000913.3	3499153	3499154	1	100	+
NC_000913.3	3499168	3499169	2	100	+
NC_000913.3	3499170	3499171	2	100	+
NC_000913.3	3499208	3499209	1	100	+
NC_000913.3	3499309	3499310	2	100	+
NC_000913.3	3499317	3499318	2	50	+
NC_000913.3	3499339	3499340	2	100	+
NC_000913.3	3499349	3499350	1	100	+
NC_000913.3	3499371	3499372	2	50	+
NC_000913.3	3499380	3499381	2	100	+
NC_000913.3	3499493	3499494	2	100	+
NC_000913.3	3499494	3499495	2	100	-
NC_000913.3	3499525	3499526	2	50	+
NC_000913.3	3499526	3499527	2	100	-
NC_000913.3	3499545	3499546	2	100	+
NC_000913.3	3499546	3499547	2	100	-
NC_000913.3	3499562	3499563	2	50	+
NC_000913.3	3499563	3499564	2	100	-
NC_000913.3	3499590	3499591	2	100	+
NC_000913.3	3499591	3499592	2	50	-
NC_000913.3	3499596	3499597	2	100	+
NC_000913.3	3499597	3499598	1	100	-
NC_000913.3	3499630	3499631	2	50	+
NC_000913.3	3499631	3499632	2	100	-
NC_000913.3	3499640	3499641	2	100	+
NC_000913.3	3499641	3499642	2	100	-
NC_000913.3	3499653	3499654	2	100	+
NC_000913.3	3499654	3499655	2	100	-
NC_000913.3	3499656	3499657	2	100	+
NC_000913.3	3499657	3499658	2	100	-
NC_000913.3	3499672	3499673	2	100	+
NC_000913.3	3499673	3499674	2	100	-
NC_000913.3	3499678	3499679	2	100	+
NC_000913.3	3499679	3499680	1	100	-
NC_000913.3	3499707	3499708	1	0	+
NC_000913.3	3499708	3499709	2	100	-
NC_000913.3	3499711	3499712	1	100	+
NC_000913.3	3499712	3499713	1	100	-
NC_000913.3	3499766	3499767	2	50	+
NC_000913.3	3499767	3499768	3	100	-
NC_000913.3	3499768	3499769	1	100	+
NC_000913.3	3499769	3499770	3	100	-
NC_000913.3	3499778	3499779	2	0	+
NC_000913.3	3499779	3499780	3	100	-
NC_000913.3	3499882	3499883	2	100	+
NC_000913.3	3499883	3499884	3	100	-
NC_000913.3	3499905	3499906	1	100	+
NC_000913.3	3499906	3499907	3	66.7	-
NC_000913.3	3499930	3499931	2	0	+
NC_000913.3	3499931	3499932	3	100	-
NC_000913.3	3499938	3499939	2	100	+
NC_000913.3	3499939	3499940	2	100	-
NC_000913.3	3499950	3499951	2	100	+
NC_000913.3	3499951	3499952	3	66.7	-
NC_000913.3	3499962	3499963	2	100	+
NC_000913.3	3499963	3499964	3	100	-
NC_000913.3	3499965	3499966	2	50	+
NC_000913.3	3499966	3499967	2	0	-
NC_000913.3	3499968	3499969	2	50	+
NC_000913.3	3499969	3499970	3	66.7	-
NC_000913.3	3499977	3499978	2	100	+
NC_000913.3	3499978	3499979	3	100	-
NC_000913.3	3499980	3499981	1	0	+
NC_000913.3	3499981	3499982	2	100	-
NC_000913.3	3499986	3499987	2	100	+
NC_000913.3	3499987	3499988	2	100	-
NC_000913.3	3500024	3500025	2	100	+
NC_000913.3	3500025	3500026	4	100	-
NC_000913.3	3500030	3500031	2	50	+
NC_000913.3	3500031	3500032	4	100	-
NC_000913.3	3500033	3500034	2	100	+
NC_000913.3	3500034	3500035	4	100	-
NC_000913.3	3500042	3500043	2	100	+
NC_000913.3	3500043	3500044	4	75	-
NC_000913.3	3500049	3500050	2	50	+
NC_000913.3	3500050	3500051	3	100	-
NC_000913.3	3500051	3500052	2	100	+
NC_000913.3	3500052	3500053	2	100	-
NC_000913.3	3500064	3500065	2	50	+
NC_000913.3	3500065	3500066	3	100	-
NC_000913.3	3500081	3500082	2	100	+
NC_000913.3	3500082	3500083	4	100	-
NC_000913.3	3500091	3500092	2	100	+
NC_000913.3	3500092	3500093	5	100	-
NC_000913.3	3500099	3500100	2	100	+
NC_000913.3	3500100	3500101	4	100	-
NC_000913.3	3500112	3500113	2	100	+
NC_000913.3	3500113	3500114	5	100	-
NC_000913.3	3500120	3500121	2	100	+
NC_000913.3	3500121	3500122	5	100	-
NC_000913.3	3500130	3500131	1	100	+
NC_000913.3	3500131	3500132	5	100	-
NC_000913.3	3500157	3500158	2	100	+
NC_000913.3	3500158	3500159	5	80	-
NC_000913.3	3500164	3500165	2	100	+
NC_000913.3	3500165	3500166	5	100	-
NC_000913.3	3500168	3500169	2	100	+
NC_000913.3	3500169	3500170	5	100	-
NC_000913.3	3500184	3500185	2	100	+
NC_000913.3	3500185	3500186	5	100	-
NC_000913.3	3500208	3500209	2	100	+
NC_000913.3	3500209	3500210	5	100	-
NC_000913.3	3500213	3500214	2	100	+
NC_000913.3	3500214	3500215	4	75	-
NC_000913.3	3500216	3500217	2	100	+
NC_000913.3	3500217	3500218	4	75	-
NC_000913.3	3500225	3500226	2	50	+
NC_000913.3	3500226	3500227	4	100	-
NC_000913.3	3500234	3500235	2	100	+
NC_000913.3	3500235	3500236	5	100	-
NC_000913.3	3500240	3500241	2	100	+
NC_000913.3	3500241	3500242	5	80	-
NC_000913.3	3500267	3500268	3	100	+
NC_000913.3	3500268	3500269	5	100	-
NC_000913.3	3500274	3500275	3	66.7	+
NC_000913.3	3500275	3500276	5	100	-
NC_000913.3	3500279	3500280	3	100	+
NC_000913.3	3500280	3500281	5	80	-
NC_000913.3	3500286	3500287	3	66.7	+
NC_000913.3	3500287	3500288	5	100	-
NC_000913.3	3500298	3500299	2	100	+
NC_000913.3	3500299	3500300	4	100	-
NC_000913.3	3500301	3500302	3	100	+
NC_000913.3	3500302	3500303	5	100	-
NC_000913.3	3500304	3500305	3	100	+
NC_000913.3	3500305	3500306	5	100	-
NC_000913.3	3500316	3500317	2	0	+
NC_000913.3	3500317	3500318	5	100	-
NC_000913.3	3500338	3500339	2	100	+
NC_000913.3	3500339	3500340	4	100	-
NC_000913.3	3500343	3500344	3	100	+
NC_000913.3	3500344	3500345	5	100	-
NC_000913.3	3500352	3500353	3	100	+
NC_000913.3	3500353	3500354	4	100	-
NC_000913.3	3500355	3500356	3	66.7	+
NC_000913.3	3500356	3500357	4	100	-
NC_000913.3	3500360	3500361	3	100	+
NC_000913.3	3500361	3500362	5	100	-
NC_000913.3	3500369	3500370	2	100	+
NC_000913.3	3500370	3500371	5	100	-
NC_000913.3	3500382	3500383	3	100	+
NC_000913.3	3500383	3500384	5	100	-
NC_000913.3	3500396	3500397	2	100	+
NC_000913.3	3500397	3500398	5	100	-
NC_000913.3	3500406	3500407	3	100	+
NC_000913.3	3500407	3500408	5	100	-
NC_000913.3	3500438	3500439	4	100	+
NC_000913.3	3500439	3500440	5	100	-
NC_000913.3	3500451	3500452	3	100	+
NC_000913.3	3500452	3500453	5	100	-
NC_000913.3	3500468	3500469	4	100	+
NC_000913.3	3500469	3500470	4	100	-
NC_000913.3	3500475	3500476	3	100	+
NC_000913.3	3500476	3500477	5	100	-
NC_000913.3	3500480	3500481	4	50	+
NC_000913.3	3500481	3500482	5	100	-
NC_000913.3	3500495	3500496	4	75	+
NC_000913.3	3500496	3500497	5	100	-
NC_000913.3	3500504	3500505	3	100	+
NC_000913.3	3500505	3500506	5	100	-
NC_000913.3	3500528	3500529	4	75	+
NC_000913.3	3500529	3500530	5	100	-
NC_000913.3	3500535	3500536	3	100	+
NC_000913.3	3500536	3500537	5	100	-
NC_000913.3	3500562	3500563	5	80	+
NC_000913.3	3500563	3500564	5	100	-
NC_000913.3	3500565	3500566	5	100	+
NC_000913.3	3500566	3500567	5	100	-
NC_000913.3	3500580	3500581	5	100	+
NC_000913.3	3500581	3500582	5	100	-
NC_000913.3	3500596	3500597	3	100	+
NC_000913.3	3500597	3500598	4	100	-
NC_000913.3	3500600	3500601	4	100	+
NC_000913.3	3500601	3500602	5	100	-
NC_000913.3	3500648	3500649	5	100	+
NC_000913.3	3500649	3500650	5	100	-
NC_000913.3	3500661	3500662	4	100	+
NC_000913.3	3500662	3500663	5	100	-
NC_000913.3	3500676	3500677	5	100	+
NC_000913.3	3500677	3500678	4	100	-
NC_000913.3	3500685	3500686	4	100	+
NC_000913.3	3500686	3500687	5	80	-
NC_000913.3	3500699	3500700	5	40	+
NC_000913.3	3500700	3500701	5	100	-
NC_000913.3	3500702	3500703	4	75	+
NC_000913.3	3500703	3500704	5	100	-
NC_000913.3	3500709	3500710	2	100	+
NC_000913.3	3500710	3500711	4	100	-
NC_000913.3	3500712	3500713	3	66.7	+
NC_000913.3	3500713	3500714	5	100	-
NC_000913.3	3500730	3500731	0	0	+
NC_000913.3	3500731	3500732	5	100	-
NC_000913.3	3500736	3500737	4	0	+
NC_000913.3	3500737	3500738	5	80	-
NC_000913.3	3500745	3500746	4	75	+
NC_000913.3	3500746	3500747	5	100	-
NC_000913.3	3500768	3500769	4	75	+
NC_000913.3	3500769	3500770	5	100	-
NC_000913.3	3500771	3500772	5	100	+
NC_000913.3	3500772	3500773	5	100	-
NC_000913.3	3500778	3500779	4	100	+
NC_000913.3	3500779	3500780	5	100	-
NC_000913.3	3500792	3500793	5	100	+
NC_000913.3	3500793	3500794	5	100	-
NC_000913.3	3500805	3500806	5	100	+
NC_000913.3	3500806	3500807	5	60	-
NC_000913.3	3500819	3500820	4	75	+
NC_000913.3	3500820	3500821	5	100	-
NC_000913.3	3500821	3500822	4	75	+
NC_000913.3	3500822	3500823	5	100	-
NC_000913.3	3500832	3500833	5	60	+
NC_000913.3	3500833	3500834	5	100	-
NC_000913.3	3500834	3500835	4	100	+
NC_000913.3	3500835	3500836	5	100	-
NC_000913.3	3500840	3500841	4	100	+
NC_000913.3	3500841	3500842	5	100	-
NC_000913.3	3500868	3500869	5	80	+
NC_000913.3	3500869	3500870	5	100	-
NC_000913.3	3500882	3500883	5	100	+
NC_000913.3	3500883	3500884	5	100	-
NC_000913.3	3500894	3500895	5	100	+
NC_000913.3	3500895	3500896	5	100	-
NC_000913.3	3500897	3500898	5	100	+
NC_000913.3	3500898	3500899	5	100	-
NC_000913.3	3500924	3500925	5	100	+
NC_000913.3	3500925	3500926	5	100	-
NC_000913.3	3500946	3500947	5	100	+
NC_000913.3	3500947	3500948	4	100	-
NC_000913.3	3500952	3500953	5	80	+
NC_000913.3	3500953	3500954	5	100	-
NC_000913.3	3501015	3501016	5	100	+
NC_000913.3	3501016	3501017	5	100	-
NC_000913.3	3501034	3501035	5	100	+
NC_000913.3	3501035	3501036	5	80	-
NC_000913.3	3501040	3501041	2	50	+
NC_000913.3	3501041	3501042	4	100	-
NC_000913.3	3501042	3501043	3	66.7	+
NC_000913.3	3501043	3501044	5	100	-
NC_000913.3	3501045	3501046	3	100	+
NC_000913.3	3501046	3501047	5	100	-
NC_000913.3	3501056	3501057	5	80	+
NC_000913.3	3501057	3501058	5	100	-
NC_000913.3	3501064	3501065	5	100	+
NC_000913.3	3501065	3501066	4	75	-
NC_000913.3	3501071	3501072	5	100	+
NC_000913.3	3501072	3501073	5	100	-
NC_000913.3	3501078	3501079	4	100	+
NC_000913.3	3501079	3501080	4	100	-
NC_000913.3	3501096	3501097	2	100	+
NC_000913.3	3501097	3501098	4	75	-
NC_000913.3	3501104	3501105	3	66.7	+
NC_000913.3	3501105	3501106	5	100	-
NC_000913.3	3501123	3501124	5	100	+
NC_000913.3	3501124	3501125	4	100	-
NC_000913.3	3501146	3501147	6	100	+
NC_000913.3	3501147	3501148	5	100	-
NC_000913.3	3501153	3501154	6	100	+
NC_000913.3	3501154	3501155	5	100	-
NC_000913.3	3501165	3501166	6	100	+
NC_000913.3	3501166	3501167	4	100	-
NC_000913.3	3501168	3501169	6	100	+
NC_000913.3	3501169	3501170	5	80	-
NC_000913.3	3501174	3501175	6	83.3	+
NC_000913.3	3501175	3501176	5	100	-
NC_000913.3	3501201	3501202	4	100	+
NC_000913.3	3501202	3501203	5	80	-
NC_000913.3	3501212	3501213	6	100	+
NC_000913.3	3501213	3501214	5	100	-
NC_000913.3	3501217	3501218	5	100	+
NC_000913.3	3501218	3501219	4	100	-
NC_000913.3	3501223	3501224	5	100	+
NC_000913.3	3501224	3501225	5	100	-
NC_000913.3	3501234	3501235	5	80	+
NC_000913.3	3501235	3501236	5	100	-
NC_000913.3	3501242	3501243	6	100	+
NC_000913.3	3501243	3501244	5	100	-
NC_000913.3	3501290	3501291	7	100	+
NC_000913.3	3501291	3501292	4	100	-
NC_000913.3	3501308	3501309	7	100	+
NC_000913.3	3501309	3501310	5	100	-
NC_000913.3	3501350	3501351	5	100	+
NC_000913.3	3501351	3501352	5	100	-
NC_000913.3	3501355	3501356	6	83.3	+
NC_000913.3	3501356	3501357	5	80	-
NC_000913.3	3501365	3501366	7	85.7	+
NC_000913.3	3501366	3501367	5	100	-
NC_000913.3	3501371	3501372	6	100	+
NC_000913.3	3501372	3501373	5	100	-
NC_000913.3	3501390	3501391	5	80	+
NC_000913.3	3501391	3501392	4	100	-
NC_000913.3	3501392	3501393	5	100	+
NC_000913.3	3501393	3501394	5	100	-
NC_000913.3	3501402	3501403	7	85.7	+
NC_000913.3	3501403	3501404	5	100	-
NC_000913.3	3501413	3501414	7	100	+
NC_000913.3	3501414	3501415	4	50	-
NC_000913.3	3501422	3501423	7	100	+
NC_000913.3	3501423	3501424	5	100	-
NC_000913.3	3501427	3501428	6	100	+
NC_000913.3	3501428	3501429	5	100	-
NC_000913.3	3501437	3501438	7	71.4	+
NC_000913.3	3501438	3501439	5	100	-
NC_000913.3	3501439	3501440	6	83.3	+
NC_000913.3	3501440	3501441	5	100	-
NC_000913.3	3501442	3501443	6	83.3	+
NC_000913.3	3501443	3501444	5	100	-
NC_000913.3	3501448	3501449	6	100	+
NC_000913.3	3501449	3501450	5	100	-
NC_000913.3	3501451	3501452	6	66.7	+
NC_000913.3	3501452	3501453	5	100	-
NC_000913.3	3501463	3501464	7	100	+
NC_000913.3	3501464	3501465	4	100	-
NC_000913.3	3501468	3501469	7	100	+
NC_000913.3	3501469	3501470	5	100	-
NC_000913.3	3501476	3501477	6	100	+
NC_000913.3	3501477	3501478	5	100	-
NC_000913.3	3501491	3501492	6	100	+
NC_000913.3	3501492	3501493	5	100	-
NC_000913.3	3501500	3501501	6	83.3	+
NC_000913.3	3501501	3501502	5	100	-
NC_000913.3	3501515	3501516	7	100	+
NC_000913.3	3501516	3501517	4	100	-
NC_000913.3	3501526	3501527	7	100	+
NC_000913.3	3501527	3501528	4	100	-
NC_000913.3	3501531	3501532	7	71.4	+
NC_000913.3	3501532	3501533	5	100	-
NC_000913.3	3501536	3501537	7	100	+
NC_000913.3	3501537	3501538	5	100	-
NC_000913.3	3501539	3501540	5	100	+
NC_000913.3	3501540	3501541	4	100	-
NC_000913.3	3501543	3501544	7	100	+
NC_000913.3	3501544	3501545	4	100	-
NC_000913.3	3501548	3501549	7	100	+
NC_000913.3	3501549	3501550	5	100	-
NC_000913.3	3501560	3501561	8	100	+
NC_000913.3	3501561	3501562	4	100	-
NC_000913.3	3501572	3501573	8	100	+
NC_000913.3	3501573	3501574	4	100	-
NC_000913.3	3501581	3501582	6	100	+
NC_000913.3	3501582	3501583	6	100	-
NC_000913.3	3501598	3501599	8	100	+
NC_000913.3	3501599	3501600	4	100	-
NC_000913.3	3501612	3501613	8	100	+
NC_000913.3	3501613	3501614	4	50	-
NC_000913.3	3501620	3501621	8	100	+
NC_000913.3	3501621	3501622	6	100	-
NC_000913.3	3501623	3501624	7	100	+
NC_000913.3	3501624	3501625	5	100	-
NC_000913.3	3501634	3501635	8	100	+
NC_000913.3	3501635	3501636	4	100	-
NC_000913.3	3501637	3501638	8	100	+
NC_000913.3	3501638	3501639	5	80	-
NC_000913.3	3501648	3501649	7	71.4	+
NC_000913.3	3501649	3501650	6	100	-
NC_000913.3	3501650	3501651	5	40	+
NC_000913.3	3501651	3501652	6	100	-
NC_000913.3	3501652	3501653	7	85.7	+
NC_000913.3	3501653	3501654	6	100	-
NC_000913.3	3501661	3501662	7	100	+
NC_000913.3	3501662	3501663	6	83.3	-
NC_000913.3	3501670	3501671	7	85.7	+
NC_000913.3	3501671	3501672	7	100	-
NC_000913.3	3501673	3501674	8	100	+
NC_000913.3	3501674	3501675	7	85.7	-
NC_000913.3	3501676	3501677	8	100	+
NC_000913.3	3501677	3501678	5	100	-
NC_000913.3	3501701	3501702	8	100	+
NC_000913.3	3501702	3501703	7	100	-
NC_000913.3	3501740	3501741	9	100	+
NC_000913.3	3501741	3501742	8	100	-
NC_000913.3	3501762	3501763	9	100	+
NC_000913.3	3501763	3501764	8	100	-
NC_000913.3	3501767	3501768	9	88.9	+
NC_000913.3	3501768	3501769	7	71.4	-
NC_000913.3	3501769	3501770	8	100	+
NC_000913.3	3501770	3501771	8	75	-
NC_000913.3	3501772	3501773	7	100	+
NC_000913.3	3501773	3501774	7	100	-
NC_000913.3	3501776	3501777	8	87.5	+
NC_000913.3	3501777	3501778	7	100	-
NC_000913.3	3501778	3501779	8	100	+
NC_000913.3	3501779	3501780	8	87.5	-
NC_000913.3	3501785	3501786	9	100	+
NC_000913.3	3501786	3501787	8	100	-
NC_000913.3	3501800	3501801	8	100	+
NC_000913.3	3501801	3501802	8	100	-
NC_000913.3	3501817	3501818	9	100	+
NC_000913.3	3501818	3501819	9	100	-
NC_000913.3	3501823	3501824	9	100	+
NC_000913.3	3511179	3511180	6	100	-
NC_000913.3	3511200	3511201	7	100	+
NC_000913.3	3511201	3511202	4	100	-
NC_000913.3	3511220	3511221	7	85.7	+
NC_000913.3	3511221	3511222	6	83.3	-
NC_000913.3	3511230	3511231	4	75	+
NC_000913.3	3511231	3511232	6	100	-
NC_000913.3	3511249	3511250	6	66.7	+
NC_000913.3	3511250	3511251	5	100	-
NC_000913.3	3511252	3511253	4	75	+
NC_000913.3	3511253	3511254	6	83.3	-
NC_000913.3	3511258	3511259	6	100	+
NC_000913.3	3511259	3511260	6	83.3	-
NC_000913.3	3511272	3511273	7	85.7	+
NC_000913.3	3511273	3511274	6	83.3	-
NC_000913.3	3511287	3511288	7	42.9	+
NC_000913.3	3511288	3511289	6	100	-
NC_000913.3	3511293	3511294	6	83.3	+
NC_000913.3	3511294	3511295	5	100	-
NC_000913.3	3511309	3511310	5	100	+
NC_000913.3	3511310	3511311	6	100	-
NC_000913.3	3511314	3511315	6	83.3	+
NC_000913.3	3511315	3511316	6	100	-
NC_000913.3	3511340	3511341	6	100	+
NC_000913.3	3511341	3511342	6	83.3	-
NC_000913.3	3511346	3511347	5	80	+
NC_000913.3	3511347	3511348	6	100	-
NC_000913.3	3511385	3511386	6	100	+
NC_000913.3	3511386	3511387	5	100	-
NC_000913.3	3511394	3511395	3	100	+
