Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
NC_000913.3	3502927	3502928	4	1	-
NC_000913.3	3502938	3502939	8	0.5	+
NC_000913.3	3502939	3502940	4	1	-
NC_000913.3	3502948	3502949	8	0.5	+
NC_000913.3	3502949	3502950	4	1	-
NC_000913.3	3502965	3502966	6	1	+
NC_000913.3	3502966	3502967	3	0.666666666666667	-
NC_000913.3	3502971	3502972	6	1	+
NC_000913.3	3502972	3502973	3	0.666666666666667	-
NC_000913.3	3502974	3502975	6	1	+
NC_000913.3	3502975	3502976	3	0.666666666666667	-
NC_000913.3	3502983	3502984	6	1	+
NC_000913.3	3502984	3502985	3	0.666666666666667	-
NC_000913.3	3502988	3502989	6	1	+
NC_000913.3	3502989	3502990	3	0.666666666666667	-
NC_000913.3	3503018	3503019	4	0.5	+
NC_000913.3	3503019	3503020	3	0.666666666666667	-
NC_000913.3	3503023	3503024	4	0.5	+
NC_000913.3	3503024	3503025	3	0.666666666666667	-
NC_000913.3	3503035	3503036	3	1	+
NC_000913.3	3503036	3503037	3	1	-
NC_000913.3	3503037	3503038	3	1	+
NC_000913.3	3503038	3503039	3	1	-
NC_000913.3	3503050	3503051	4	1	+
NC_000913.3	3503051	3503052	3	1	-
NC_000913.3	3503072	3503073	2	1	+
NC_000913.3	3503073	3503074	3	1	-
NC_000913.3	3503087	3503088	2	1	+
NC_000913.3	3503088	3503089	3	1	-
NC_000913.3	3503100	3503101	3	1	+
NC_000913.3	3503101	3503102	2	1	-
NC_000913.3	3503119	3503120	9	1	+
NC_000913.3	3503120	3503121	6	1	-
NC_000913.3	3503126	3503127	9	1	+
NC_000913.3	3503127	3503128	6	1	-
NC_000913.3	3503134	3503135	9	1	+
NC_000913.3	3503135	3503136	6	1	-
NC_000913.3	3503140	3503141	9	1	+
NC_000913.3	3503141	3503142	6	1	-
NC_000913.3	3503142	3503143	9	1	+
NC_000913.3	3503143	3503144	6	1	-
NC_000913.3	3503144	3503145	9	1	+
NC_000913.3	3503145	3503146	6	1	-
NC_000913.3	3503153	3503154	9	1	+
NC_000913.3	3503154	3503155	6	1	-
NC_000913.3	3503179	3503180	7	1	+
NC_000913.3	3503180	3503181	9	0.888888888888889	-
NC_000913.3	3503186	3503187	7	1	+
NC_000913.3	3503187	3503188	9	0.888888888888889	-
NC_000913.3	3503189	3503190	7	1	+
NC_000913.3	3503190	3503191	9	0.888888888888889	-
NC_000913.3	3503198	3503199	7	1	+
NC_000913.3	3503199	3503200	9	0.888888888888889	-
NC_000913.3	3503201	3503202	7	1	+
NC_000913.3	3503202	3503203	9	0.888888888888889	-
NC_000913.3	3503212	3503213	4	0.75	+
NC_000913.3	3503213	3503214	4	0.75	-
NC_000913.3	3503227	3503228	6	0.833333333333333	+
NC_000913.3	3503228	3503229	7	0.857142857142857	-
NC_000913.3	3503237	3503238	6	0.833333333333333	+
NC_000913.3	3503238	3503239	7	0.857142857142857	-
NC_000913.3	3503245	3503246	6	0.833333333333333	+
NC_000913.3	3503246	3503247	7	0.857142857142857	-
NC_000913.3	3503257	3503258	2	1	+
NC_000913.3	3503258	3503259	5	1	-
NC_000913.3	3503271	3503272	6	0.833333333333333	+
NC_000913.3	3503272	3503273	3	1	-
NC_000913.3	3503276	3503277	6	0.833333333333333	+
NC_000913.3	3503277	3503278	3	1	-
NC_000913.3	3503287	3503288	1	1	+
NC_000913.3	3503288	3503289	6	0.833333333333333	-
NC_000913.3	3503312	3503313	6	0.833333333333333	+
NC_000913.3	3503313	3503314	4	1	-
NC_000913.3	3503321	3503322	6	0.833333333333333	+
NC_000913.3	3503322	3503323	4	1	-
NC_000913.3	3503345	3503346	6	1	+
NC_000913.3	3503346	3503347	9	0.888888888888889	-
NC_000913.3	3503349	3503350	6	1	+
NC_000913.3	3503350	3503351	9	0.888888888888889	-
NC_000913.3	3503357	3503358	6	1	+
NC_000913.3	3503358	3503359	9	0.888888888888889	-
NC_000913.3	3503360	3503361	6	1	+
NC_000913.3	3503361	3503362	9	0.888888888888889	-
NC_000913.3	3503380	3503381	7	0.714285714285714	+
NC_000913.3	3503381	3503382	9	1	-
NC_000913.3	3503387	3503388	7	0.714285714285714	+
NC_000913.3	3503388	3503389	9	1	-
NC_000913.3	3503390	3503391	7	0.714285714285714	+
NC_000913.3	3503391	3503392	9	1	-
NC_000913.3	3503396	3503397	7	0.714285714285714	+
NC_000913.3	3503397	3503398	9	1	-
NC_000913.3	3503420	3503421	7	1	+
NC_000913.3	3503421	3503422	7	1	-
NC_000913.3	3503430	3503431	7	1	+
NC_000913.3	3503431	3503432	7	1	-
NC_000913.3	3503432	3503433	7	1	+
NC_000913.3	3503433	3503434	7	1	-
NC_000913.3	3503441	3503442	7	1	+
