Chr	Pos_start	Pos_end	Coverage	Methylation
NC_000913.3	3502440	3502441	12	0.928571428571429
NC_000913.3	3502444	3502445	12	0.928571428571429
NC_000913.3	3502448	3502449	12	0.928571428571429
NC_000913.3	3502452	3502453	12	0.928571428571429
NC_000913.3	3502454	3502455	12	0.928571428571429
NC_000913.3	3502458	3502459	12	0.928571428571429
NC_000913.3	3502460	3502461	12	0.928571428571429
NC_000913.3	3502463	3502464	12	0.928571428571429
NC_000913.3	3502475	3502476	11	1
NC_000913.3	3502479	3502480	11	1
NC_000913.3	3502499	3502500	10	0.9
NC_000913.3	3502505	3502506	10	0.9
NC_000913.3	3502511	3502512	10	0.9
NC_000913.3	3502523	3502524	12	0.928571428571429
NC_000913.3	3502530	3502531	12	0.928571428571429
NC_000913.3	3502538	3502539	12	0.928571428571429
NC_000913.3	3502551	3502552	12	0.828571428571429
NC_000913.3	3502559	3502560	12	0.828571428571429
NC_000913.3	3502578	3502579	6	0.833333333333333
NC_000913.3	3502591	3502592	12	1
NC_000913.3	3502594	3502595	12	1
NC_000913.3	3502596	3502597	12	1
NC_000913.3	3502605	3502606	12	1
NC_000913.3	3502622	3502623	8	0.9
NC_000913.3	3502647	3502648	17	0.652777777777778
NC_000913.3	3502649	3502650	17	0.652777777777778
NC_000913.3	3502658	3502659	17	0.652777777777778
NC_000913.3	3502668	3502669	17	0.652777777777778
NC_000913.3	3502670	3502671	17	0.652777777777778
NC_000913.3	3502677	3502678	17	0.652777777777778
NC_000913.3	3502679	3502680	17	0.652777777777778
NC_000913.3	3502691	3502692	4	1
NC_000913.3	3502714	3502715	5	1
NC_000913.3	3502734	3502735	6	1
NC_000913.3	3502749	3502750	12	0.875
NC_000913.3	3502751	3502752	12	0.875
NC_000913.3	3502761	3502762	12	0.875
NC_000913.3	3502779	3502780	16	1
NC_000913.3	3502784	3502785	16	1
NC_000913.3	3502790	3502791	16	1
NC_000913.3	3502793	3502794	16	1
NC_000913.3	3502802	3502803	16	1
NC_000913.3	3502806	3502807	16	1
NC_000913.3	3502809	3502810	16	1
NC_000913.3	3502838	3502839	10	0.791666666666667
NC_000913.3	3502844	3502845	10	0.791666666666667
NC_000913.3	3502856	3502857	14	0.854166666666667
NC_000913.3	3502859	3502860	14	0.854166666666667
NC_000913.3	3502861	3502862	14	0.854166666666667
NC_000913.3	3502878	3502879	13	0.857142857142857
NC_000913.3	3502887	3502888	13	0.857142857142857
NC_000913.3	3502889	3502890	13	0.857142857142857
NC_000913.3	3502892	3502893	13	0.857142857142857
NC_000913.3	3502904	3502905	8	1
NC_000913.3	3502910	3502911	8	1
NC_000913.3	3502926	3502927	8	1
NC_000913.3	3502938	3502939	12	0.75
NC_000913.3	3502948	3502949	12	0.75
NC_000913.3	3502965	3502966	9	0.833333333333333
NC_000913.3	3502971	3502972	9	0.833333333333333
NC_000913.3	3502974	3502975	9	0.833333333333333
NC_000913.3	3502983	3502984	9	0.833333333333333
NC_000913.3	3502988	3502989	9	0.833333333333333
NC_000913.3	3503018	3503019	7	0.583333333333333
NC_000913.3	3503023	3503024	7	0.583333333333333
NC_000913.3	3503035	3503036	6	1
NC_000913.3	3503037	3503038	6	1
NC_000913.3	3503050	3503051	7	1
NC_000913.3	3503072	3503073	5	1
NC_000913.3	3503087	3503088	5	1
NC_000913.3	3503100	3503101	5	1
NC_000913.3	3503119	3503120	15	1
NC_000913.3	3503126	3503127	15	1
NC_000913.3	3503134	3503135	15	1
NC_000913.3	3503140	3503141	15	1
NC_000913.3	3503142	3503143	15	1
NC_000913.3	3503144	3503145	15	1
NC_000913.3	3503153	3503154	15	1
NC_000913.3	3503179	3503180	16	0.944444444444444
NC_000913.3	3503186	3503187	16	0.944444444444444
NC_000913.3	3503189	3503190	16	0.944444444444444
NC_000913.3	3503198	3503199	16	0.944444444444444
NC_000913.3	3503201	3503202	16	0.944444444444444
NC_000913.3	3503212	3503213	8	0.75
NC_000913.3	3503227	3503228	13	0.845238095238095
NC_000913.3	3503237	3503238	13	0.845238095238095
NC_000913.3	3503245	3503246	13	0.845238095238095
NC_000913.3	3503257	3503258	7	1
NC_000913.3	3503271	3503272	9	0.916666666666667
NC_000913.3	3503276	3503277	9	0.916666666666667
NC_000913.3	3503287	3503288	7	0.916666666666667
NC_000913.3	3503312	3503313	10	0.916666666666667
NC_000913.3	3503321	3503322	10	0.916666666666667
NC_000913.3	3503345	3503346	15	0.944444444444444
NC_000913.3	3503349	3503350	15	0.944444444444444
NC_000913.3	3503357	3503358	15	0.944444444444444
NC_000913.3	3503360	3503361	15	0.944444444444444
NC_000913.3	3503380	3503381	16	0.857142857142857
NC_000913.3	3503387	3503388	16	0.857142857142857
NC_000913.3	3503390	3503391	16	0.857142857142857
NC_000913.3	3503396	3503397	16	0.857142857142857
NC_000913.3	3503420	3503421	14	1
NC_000913.3	3503430	3503431	14	1
NC_000913.3	3503432	3503433	14	1
NC_000913.3	3503441	3503442	14	1
NC_000913.3	3503450	3503451	14	1
NC_000913.3	3503456	3503457	14	1
NC_000913.3	3503465	3503466	14	1
NC_000913.3	3503492	3503493	7	0.65
NC_000913.3	3503503	3503504	9	0.8
NC_000913.3	3503522	3503523	9	0.375
NC_000913.3	3503524	3503525	9	0.375
NC_000913.3	3503542	3503543	11	0.9375
NC_000913.3	3503549	3503550	11	0.9375
NC_000913.3	3503567	3503568	12	0.557142857142857
NC_000913.3	3503572	3503573	12	0.557142857142857
NC_000913.3	3503585	3503586	14	0.854166666666667
NC_000913.3	3503591	3503592	14	0.854166666666667
NC_000913.3	3503600	3503601	14	0.854166666666667
NC_000913.3	3503617	3503618	7	1
NC_000913.3	3503638	3503639	11	1
NC_000913.3	3503645	3503646	11	1
NC_000913.3	3503663	3503664	16	0.8125
NC_000913.3	3503668	3503669	16	0.8125
NC_000913.3	3503678	3503679	16	0.8125
NC_000913.3	3503683	3503684	16	0.8125
NC_000913.3	3503688	3503689	16	0.8125
NC_000913.3	3503704	3503705	6	1
NC_000913.3	3503715	3503716	11	0.616666666666667
NC_000913.3	3503720	3503721	11	0.616666666666667
NC_000913.3	3503740	3503741	10	0.833333333333333
NC_000913.3	3503753	3503754	6	1
NC_000913.3	3503774	3503775	8	0.916666666666667
NC_000913.3	3503776	3503777	8	0.916666666666667
NC_000913.3	3503787	3503788	4	1
NC_000913.3	3503803	3503804	16	1
NC_000913.3	3503809	3503810	16	1
NC_000913.3	3503816	3503817	16	1
NC_000913.3	3503831	3503832	14	1
NC_000913.3	3503839	3503840	14	1
NC_000913.3	3503849	3503850	14	1
NC_000913.3	3503861	3503862	6	0.375
NC_000913.3	3503872	3503873	5	0.5
NC_000913.3	3503887	3503888	18	0.725
NC_000913.3	3503893	3503894	18	0.725
NC_000913.3	3503899	3503900	18	0.725
NC_000913.3	3503908	3503909	18	0.725
NC_000913.3	3503911	3503912	18	0.725
NC_000913.3	3503915	3503916	18	0.725
NC_000913.3	3503917	3503918	18	0.725
NC_000913.3	3503920	3503921	18	0.725
NC_000913.3	3503939	3503940	2	1
NC_000913.3	3503958	3503959	11	0.928571428571429
NC_000913.3	3503964	3503965	11	0.928571428571429
NC_000913.3	3503978	3503979	11	0.916666666666667
NC_000913.3	3503984	3503985	11	0.916666666666667
NC_000913.3	3503999	3504000	11	0.9
NC_000913.3	3504006	3504007	11	0.9
NC_000913.3	3504019	3504020	6	0.3
NC_000913.3	3504046	3504047	5	1
NC_000913.3	3504061	3504062	10	0.857142857142857
NC_000913.3	3504066	3504067	10	0.857142857142857
NC_000913.3	3504089	3504090	16	0.928571428571429
NC_000913.3	3504095	3504096	16	0.928571428571429
NC_000913.3	3504099	3504100	16	0.928571428571429
NC_000913.3	3504105	3504106	16	0.928571428571429
NC_000913.3	3504122	3504123	10	0.9
NC_000913.3	3504124	3504125	10	0.9
NC_000913.3	3504143	3504144	6	0.75
NC_000913.3	3504161	3504162	15	0.723214285714286
NC_000913.3	3504167	3504168	15	0.723214285714286
NC_000913.3	3504188	3504189	8	1
NC_000913.3	3504195	3504196	8	1
NC_000913.3	3504207	3504208	5	0.75
NC_000913.3	3504221	3504222	8	1
NC_000913.3	3504236	3504237	10	0.928571428571429
NC_000913.3	3504239	3504240	10	0.928571428571429
NC_000913.3	3504249	3504250	10	0.928571428571429
NC_000913.3	3504296	3504297	10	0.8
NC_000913.3	3504323	3504324	12	0.75
NC_000913.3	3504332	3504333	12	0.75
NC_000913.3	3504349	3504350	10	0.8
NC_000913.3	3504352	3504353	10	0.8
NC_000913.3	3504368	3504369	20	0.9
NC_000913.3	3504378	3504379	20	0.9
NC_000913.3	3504386	3504387	20	0.9
NC_000913.3	3504389	3504390	20	0.9
NC_000913.3	3504391	3504392	20	0.9
NC_000913.3	3504394	3504395	20	0.9
NC_000913.3	3504401	3504402	20	0.9
NC_000913.3	3504419	3504420	11	0.604166666666667
NC_000913.3	3504428	3504429	11	0.604166666666667
NC_000913.3	3504447	3504448	9	0.75
NC_000913.3	3504461	3504462	8	1
NC_000913.3	3504472	3504473	11	1
NC_000913.3	3504499	3504500	10	0.875
NC_000913.3	3504505	3504506	10	0.875
NC_000913.3	3504507	3504508	10	0.875
NC_000913.3	3504533	3504534	8	0.75
NC_000913.3	3504536	3504537	8	0.75
NC_000913.3	3504570	3504571	14	0.875
NC_000913.3	3504580	3504581	14	0.875
NC_000913.3	3504582	3504583	14	0.875
NC_000913.3	3504593	3504594	7	1
NC_000913.3	3504608	3504609	12	1
NC_000913.3	3504620	3504621	13	1
NC_000913.3	3504627	3504628	13	1
NC_000913.3	3504631	3504632	13	1
NC_000913.3	3504653	3504654	20	0.8
NC_000913.3	3504662	3504663	20	0.8
NC_000913.3	3504667	3504668	20	0.8
NC_000913.3	3504675	3504676	20	0.8
NC_000913.3	3504689	3504690	12	0.9375
NC_000913.3	3504712	3504713	9	0.928571428571429
NC_000913.3	3504719	3504720	9	0.928571428571429
NC_000913.3	3504725	3504726	9	0.928571428571429
NC_000913.3	3504738	3504739	14	0.642857142857143
NC_000913.3	3504740	3504741	14	0.642857142857143
NC_000913.3	3504747	3504748	14	0.642857142857143
NC_000913.3	3504784	3504785	11	0.803571428571429
NC_000913.3	3504791	3504792	11	0.803571428571429
NC_000913.3	3504802	3504803	20	0.797979797979798
NC_000913.3	3504811	3504812	20	0.797979797979798
NC_000913.3	3504817	3504818	20	0.797979797979798
NC_000913.3	3504820	3504821	20	0.797979797979798
NC_000913.3	3504829	3504830	20	0.797979797979798
NC_000913.3	3504831	3504832	20	0.797979797979798
NC_000913.3	3504848	3504849	8	0.9
NC_000913.3	3504852	3504853	8	0.9
NC_000913.3	3504886	3504887	16	0.944444444444444
NC_000913.3	3504895	3504896	16	0.944444444444444
NC_000913.3	3504904	3504905	16	0.944444444444444
NC_000913.3	3504919	3504920	4	1
NC_000913.3	3504956	3504957	17	0.95
NC_000913.3	3504965	3504966	17	0.95
NC_000913.3	3504973	3504974	17	0.95
NC_000913.3	3504984	3504985	18	0.8375
NC_000913.3	3504989	3504990	18	0.8375
NC_000913.3	3504994	3504995	18	0.8375
NC_000913.3	3505004	3505005	18	0.8375
NC_000913.3	3505009	3505010	18	0.8375
NC_000913.3	3505033	3505034	18	0.722222222222222
NC_000913.3	3505040	3505041	18	0.722222222222222
NC_000913.3	3505045	3505046	18	0.722222222222222
NC_000913.3	3505050	3505051	18	0.722222222222222
NC_000913.3	3505058	3505059	18	0.722222222222222
NC_000913.3	3505069	3505070	12	0.9
NC_000913.3	3505072	3505073	12	0.9
NC_000913.3	3505087	3505088	4	1
NC_000913.3	3505102	3505103	6	1
NC_000913.3	3505119	3505120	15	1
NC_000913.3	3505121	3505122	15	1
NC_000913.3	3505129	3505130	15	1
NC_000913.3	3505149	3505150	14	0.944444444444444
NC_000913.3	3505156	3505157	14	0.944444444444444
NC_000913.3	3505170	3505171	4	1
NC_000913.3	3505186	3505187	13	0.575
NC_000913.3	3505192	3505193	13	0.575
NC_000913.3	3505207	3505208	17	0.826388888888889
NC_000913.3	3505209	3505210	17	0.826388888888889
NC_000913.3	3505222	3505223	13	0.8375
NC_000913.3	3505228	3505229	13	0.8375
NC_000913.3	3505236	3505237	13	0.8375
NC_000913.3	3505256	3505257	10	1
NC_000913.3	3505279	3505280	13	0.678571428571429
NC_000913.3	3505281	3505282	13	0.678571428571429
NC_000913.3	3505294	3505295	11	0.816666666666667
NC_000913.3	3505310	3505311	10	0.75
NC_000913.3	3505324	3505325	15	0.805555555555556
NC_000913.3	3505332	3505333	15	0.805555555555556
NC_000913.3	3505350	3505351	23	0.911538461538462
NC_000913.3	3505353	3505354	23	0.911538461538462
NC_000913.3	3505363	3505364	23	0.911538461538462
NC_000913.3	3505368	3505369	23	0.911538461538462
NC_000913.3	3505370	3505371	23	0.911538461538462
NC_000913.3	3505376	3505377	23	0.911538461538462
NC_000913.3	3505395	3505396	12	0.9
NC_000913.3	3505398	3505399	12	0.9
NC_000913.3	3505450	3505451	15	0.9375
NC_000913.3	3505459	3505460	15	0.9375
NC_000913.3	3505461	3505462	15	0.9375
NC_000913.3	3505464	3505465	15	0.9375
NC_000913.3	3505476	3505477	13	0.944444444444444
NC_000913.3	3505481	3505482	13	0.944444444444444
NC_000913.3	3505498	3505499	8	1
NC_000913.3	3505512	3505513	6	1
NC_000913.3	3505519	3505520	6	1
NC_000913.3	3505534	3505535	19	0.892045454545455
NC_000913.3	3505536	3505537	19	0.892045454545455
NC_000913.3	3505538	3505539	19	0.892045454545455
NC_000913.3	3505543	3505544	19	0.892045454545455
NC_000913.3	3505566	3505567	5	0.75
NC_000913.3	3505579	3505580	13	0.773809523809524
NC_000913.3	3505589	3505590	13	0.773809523809524
NC_000913.3	3505591	3505592	13	0.773809523809524
NC_000913.3	3505606	3505607	17	0.928571428571429
NC_000913.3	3505609	3505610	17	0.928571428571429
NC_000913.3	3505615	3505616	17	0.928571428571429
NC_000913.3	3505626	3505627	13	0.928571428571429
NC_000913.3	3505629	3505630	13	0.928571428571429
NC_000913.3	3505632	3505633	13	0.928571428571429
NC_000913.3	3505648	3505649	10	0.916666666666667
NC_000913.3	3505678	3505679	6	0.666666666666667
NC_000913.3	3505706	3505707	13	0.75
NC_000913.3	3505711	3505712	13	0.75
NC_000913.3	3505714	3505715	13	0.75
NC_000913.3	3505726	3505727	14	0.583333333333333
NC_000913.3	3505728	3505729	14	0.583333333333333
NC_000913.3	3505745	3505746	16	0.873015873015873
NC_000913.3	3505753	3505754	16	0.873015873015873
NC_000913.3	3505768	3505769	22	0.866666666666667
NC_000913.3	3505776	3505777	22	0.866666666666667
NC_000913.3	3505779	3505780	22	0.866666666666667
NC_000913.3	3505781	3505782	22	0.866666666666667
NC_000913.3	3505786	3505787	22	0.866666666666667
NC_000913.3	3505788	3505789	22	0.866666666666667
NC_000913.3	3505798	3505799	22	0.866666666666667
NC_000913.3	3505800	3505801	22	0.866666666666667
NC_000913.3	3505813	3505814	12	0.357142857142857
NC_000913.3	3505816	3505817	12	0.357142857142857
NC_000913.3	3505827	3505828	10	0.583333333333333
NC_000913.3	3505859	3505860	15	0.75
NC_000913.3	3505869	3505870	15	0.75
NC_000913.3	3505871	3505872	15	0.75
NC_000913.3	3505873	3505874	15	0.75
NC_000913.3	3505891	3505892	11	1
NC_000913.3	3505908	3505909	10	0.857142857142857
NC_000913.3	3505923	3505924	12	0.757142857142857
NC_000913.3	3505929	3505930	12	0.757142857142857
NC_000913.3	3505940	3505941	8	0.875
NC_000913.3	3505960	3505961	12	0.777777777777778
NC_000913.3	3505978	3505979	12	0.375
NC_000913.3	3505990	3505991	4	0.5
NC_000913.3	3506011	3506012	10	1
NC_000913.3	3506037	3506038	14	0.9
NC_000913.3	3506042	3506043	14	0.9
NC_000913.3	3506081	3506082	8	1
NC_000913.3	3506099	3506100	16	0.75
NC_000913.3	3506103	3506104	16	0.75
NC_000913.3	3506109	3506110	16	0.75
NC_000913.3	3506124	3506125	8	0.928571428571429
NC_000913.3	3506128	3506129	8	0.928571428571429
NC_000913.3	3506141	3506142	6	1
NC_000913.3	3506163	3506164	10	1
NC_000913.3	3506165	3506166	10	1
NC_000913.3	3506177	3506178	12	0.888888888888889
NC_000913.3	3506187	3506188	12	0.888888888888889
NC_000913.3	3506204	3506205	15	0.9375
NC_000913.3	3506211	3506212	15	0.9375
NC_000913.3	3506216	3506217	15	0.9375
NC_000913.3	3506226	3506227	15	0.9375
NC_000913.3	3506252	3506253	11	0.733333333333333
NC_000913.3	3506257	3506258	11	0.733333333333333
NC_000913.3	3506268	3506269	20	0.773809523809524
NC_000913.3	3506271	3506272	20	0.773809523809524
NC_000913.3	3506278	3506279	20	0.773809523809524
NC_000913.3	3506283	3506284	20	0.773809523809524
NC_000913.3	3506286	3506287	20	0.773809523809524
NC_000913.3	3506293	3506294	20	0.773809523809524
NC_000913.3	3506309	3506310	18	0.916666666666667
NC_000913.3	3506313	3506314	18	0.916666666666667
NC_000913.3	3506317	3506318	18	0.916666666666667
NC_000913.3	3506334	3506335	16	0.866666666666667
NC_000913.3	3506337	3506338	16	0.866666666666667
NC_000913.3	3506351	3506352	14	0.857142857142857
NC_000913.3	3506361	3506362	14	0.857142857142857
NC_000913.3	3506373	3506374	18	0.954545454545455
NC_000913.3	3506379	3506380	18	0.954545454545455
NC_000913.3	3506382	3506383	18	0.954545454545455
NC_000913.3	3506397	3506398	11	0.75
NC_000913.3	3506418	3506419	7	0.9
NC_000913.3	3506436	3506437	11	0.875
